accession	organism	vclass	cell	status	grade	found	control	control_reason	false_negative	s15_state	s15_rule	level	annotated_assembly	annotation_source	contig_n50	scaffold_n50	total_length_bp	spans_gene	best_coverage	recon_coverage
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	3216284	486875112	5319222779	1	0.9962	0.0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2360121	57165184	1342662642	1	1.0	0.0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2360121	57165184	1342662642	1	1.0	0.0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2360121	57165184	1342662642	1	1.0	0.0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	2360121	57165184	1342662642	1	1.0	0.0
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	14475636	34950760	835254674	1	1.0	0.0
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	14475636	34950760	835254674	1	1.0	0.0
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	14475636	34950760	835254674	1	1.0	0.0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	14475636	34950760	835254674	1	1.0	0.0
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1015663	28732775	669949713	1	1.0	0.0
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1015663	28732775	669949713	1	1.0	0.0
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1015663	28732775	669949713	1	0.9978	0.0
GCF_902167405.1	Gadus morhua	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	1015663	28732775	669949713	1	1.0	0.0
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	23134051	50300218	656912816	1	1.0	0.0
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	23134051	50300218	656912816	1	1.0	0.0
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	23134051	50300218	656912816	1	1.0	0.0
GCF_902362185.1	Chanos chanos	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	23134051	50300218	656912816	1	1.0	0.0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2329598	118421481	2446592878	1	1.0	0.0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2329598	118421481	2446592878	1	1.0	0.0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2329598	118421481	2446592878	1	1.0	0.0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	2329598	118421481	2446592878	1	0.997	0.0
GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	30622946	82614289	1177791212	1	1.0	0.0
GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	30622946	82614289	1177791212	1	1.0	0.0
GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	30622946	82614289	1177791212	1	1.0	0.0
GCF_907165065.1	Caprimulgus europaeus	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	30622946	82614289	1177791212	1	1.0	0.0
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1254875	41523244	986023149	1	1.0	0.0
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1254875	41523244	986023149	1	1.0	0.0
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1254875	41523244	986023149	1	1.0	0.0
GCF_933228915.1	Telmatherina bonti	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	1254875	41523244	986023149	1	0.9988	0.0
GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4576000	44398590	1320298205	1	1.0	0.0
GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4576000	44398590	1320298205	1	1.0	0.0
GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4576000	44398590	1320298205	1	1.0	0.0
GCF_947461875.1	Haliaeetus albicilla	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	4576000	44398590	1320298205	1	1.0	0.0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1988965	36753459	950479694	1	1.0	0.0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1988965	36753459	950479694	1	1.0	0.0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1988965	36753459	950479694	1	1.0	0.0
GCF_949152265.1	Phoxinus phoxinus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	1988965	36753459	950479694	1	1.0	0.0
GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	383412	89684120	1042884354	1	1.0	0.0
GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	383412	89684120	1042884354	1	1.0	0.0
GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	383412	89684120	1042884354	1	1.0	0.0
GCF_949606895.1	Notothenia rossii	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	383412	89684120	1042884354	1	1.0	0.0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	959230	27266006	909231230	1	1.0	0.0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	959230	27266006	909231230	1	1.0	0.0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	959230	27266006	909231230	1	1.0	0.0
GCF_949987555.1	Borostomias antarcticus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	959230	27266006	909231230	1	1.0	0.0
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2041615	31846471	777819083	1	1.0	0.0
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2041615	31846471	777819083	1	1.0	0.0
GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2041615	31846471	777819083	1	1.0	0.0
GCF_949987685.1	Ammodytes marinus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	2041615	31846471	777819083	1	1.0	0.0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2474537	98018206	2064102006	1	1.0	0.0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2474537	98018206	2064102006	1	1.0	0.0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2474537	98018206	2064102006	1	1.0	0.0
GCF_951640355.1	Cnephaeus nilssonii	Mammalia	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	2474537	98018206	2064102006	1	1.0	0.0
GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3365000	36708673	870555617	1	1.0	0.0
GCF_951799975.1	Gobius niger	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3365000	36708673	870555617	1	1.0	0.0
GCF_951799975.1	Gobius niger	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3365000	36708673	870555617	1	1.0	0.0
GCF_951799975.1	Gobius niger	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	3365000	36708673	870555617	1	1.0	0.0
GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1449431	34476449	804715226	1	1.0	0.0
GCF_960531495.1	Zeus faber	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1449431	34476449	804715226	1	1.0	0.0
GCF_960531495.1	Zeus faber	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1449431	34476449	804715226	1	1.0	0.0
GCF_960531495.1	Zeus faber	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	1449431	34476449	804715226	1	1.0	0.0
GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2444644	29835075	724676885	1	1.0	0.0
GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2444644	29835075	724676885	1	1.0	0.0
GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2444644	29835075	724676885	1	1.0	0.0
GCF_963457635.1	Microchirus variegatus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	2444644	29835075	724676885	1	1.0	0.0
GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2048057	68366687	2700450552	1	0.9953	0.0
GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2048057	68366687	2700450552	1	1.0	0.0
GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2048057	68366687	2700450552	1	1.0	0.0
GCF_963514005.1	Raja brachyura	Chondrichthyes	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	2048057	68366687	2700450552	1	0.9972	0.0
GCF_963514075.1	Conger conger	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3090688	64882367	1136402888	1	1.0	0.0
GCF_963514075.1	Conger conger	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3090688	64882367	1136402888	1	1.0	0.0
GCF_963514075.1	Conger conger	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	3090688	64882367	1136402888	1	1.0	0.0
GCF_963514075.1	Conger conger	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	3090688	64882367	1136402888	1	1.0	0.0
GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2544200	30303911	717403240	1	1.0	0.0
GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2544200	30303911	717403240	1	1.0	0.0
GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2544200	30303911	717403240	1	1.0	0.0
GCF_963514085.1	Chelon labrosus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	2544200	30303911	717403240	1	1.0	0.0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1305851	66219085	1658830932	1	1.0	0.0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1305851	66219085	1658830932	1	1.0	0.0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	1305851	66219085	1658830932	1	1.0	0.0
GCF_963921795.1	Nannobrachium achirus	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	1305851	66219085	1658830932	1	1.0	0.0
GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4631399	84621172	1283623959	1	1.0	0.0
GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4631399	84621172	1283623959	1	1.0	0.0
GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4631399	84621172	1283623959	1	1.0	0.0
GCF_963921805.1	Phalacrocorax carbo	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	4631399	84621172	1283623959	1	1.0	0.0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	444000	155911686	3427786127	1	1.0	0.0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR2	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	444000	155911686	3427786127	1	1.0	0.0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR3	found_no_annotation	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	444000	155911686	3427786127	1	1.0	0.0
GCF_963971535.1	Notolepis coatsorum	Actinopteri	RYR	found_no_annotation	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	444000	155911686	3427786127	1	1.0	0.0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	750607	66745282	1085777971	1	1.0	0.0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	750607	66745282	1085777971	1	1.0	0.0
GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	750607	66745282	1085777971	1	1.0	0.0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	750607	66745282	1085777971	1	1.0	0.0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	739991	192170830	3057504053	1	1.0	0.0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR2	absent	absent	0		S15a paralog_unassignable — not counted either way	0	paralog_unassignable	R5	Chromosome	Y	RefSeq	739991	192170830	3057504053	1	0.0	0.0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR3	absent	absent	0		S15a paralog_unassignable — not counted either way	0	paralog_unassignable	R5	Chromosome	Y	RefSeq	739991	192170830	3057504053	1	0.0	0.0
GCF_964187855.1	Myxine glutinosa	Myxini	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	739991	192170830	3057504053	1	0.9994	0.0
GCF_964195595.1	Calonectris borealis	Aves	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4142416	86023716	1366185058	1	1.0	0.0
GCF_964195595.1	Calonectris borealis	Aves	ITPR2	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4142416	86023716	1366185058	1	1.0	0.0
GCF_964195595.1	Calonectris borealis	Aves	ITPR3	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	4142416	86023716	1366185058	1	1.0	0.0
GCF_964195595.1	Calonectris borealis	Aves	RYR	found_annotated	found	1	ryr_sister	present in every vertebrate	0			Chromosome	Y	RefSeq	4142416	86023716	1366185058	1	1.0	0.0
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ITPR1	found_annotated	found	1	itpr_present	S15a present_single_locus (R1)	0	present_single_locus	R1	Chromosome	Y	RefSeq	2030165	144279705	2804657419	1	1.0	0.0
