accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams
A0ABV0Y2T4	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 368.1 bits (63.7% of 578.1) over 317 profile positions	profile		ITPR	medium	578.1	210.0	0.6367	sweep	HMM	ITPR1_4	Inositol 1,4,5-trisphosphate receptor type 1 (Fragment)	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				368			0						
A0ABV0Y341	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1505.6 bits (100.0% of 1505.6) over 897 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1505.6	1.0	sweep	HMM	RYR3_5	Ryanodine receptor 3 (Fragment)	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				924			0						
A0ABV0Y3J6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 491.1 bits (100.0% of 491.1) over 355 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	491.1	1.0	sweep	HMM	RYR2_6	Ryanodine receptor 2	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				405			0						
A0ABV0Y5I3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 584.1 bits (100.0% of 584.1) over 626 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	584.1	1.0	sweep	HMM	AMECASPLE_027501	Uncharacterized protein (Fragment)	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				622			0						
A0ABV0YHJ8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 814.0 bits (100.0% of 814.0) over 636 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	814.0	1.0	sweep	HMM	RYR2_8	Ryanodine receptor 2 (Fragment)	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				622			0						
A0ABV0YPJ9	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1258.3 bits (79.6% of 1580.3) over 961 profile positions	profile		RYR	medium	322.0	1580.3	0.7962	sweep	HMM	AMECASPLE_018200	Ryanodine receptor 3 (Fragment)	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				980			0						
A0ABV0YU22	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 342.6 bits (100.0% of 342.6) over 261 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	342.6	1.0	sweep	HMM	RYR2_10	Ryanodine receptor 2	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				260			0						
A0ABV0YV34	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 552.2 bits (67.2% of 821.9) over 370 profile positions	profile		RYR	medium	269.7	821.9	0.6719	sweep	HMM	RYR1_9	Ryanodine receptor 1 (Fragment)	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				379			0						
A0ABV0Z680	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 474.8 bits (100.0% of 474.8) over 444 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	474.8	1.0	sweep	HMM	RYR2_12	Ryanodine receptor 2 (Fragment)	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				484			0						
A0ABV0Z9Y3	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 221.8 bits (87.6% of 253.3) over 242 profile positions	profile		ITPR	medium	253.3	31.5	0.8756	sweep	HMM	ITPR1_1	Inositol 1,4,5-trisphosphate receptor type 1	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				337			0						
A0ABV0ZDW4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1280.6 bits (100.0% of 1280.6) over 1045 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1280.6	1.0	sweep	HMM	AMECASPLE_020524	B30.2/SPRY domain-containing protein	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				1092			0						
A0ABV0ZIC5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 475.7 bits (92.9% of 512.3) over 291 profile positions	profile		RYR	medium	36.6	512.3	0.9286	sweep	HMM	RYR2_16	Ryanodine receptor 2	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				295			0						
A0ABV1A290	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 274.9 bits (55.6% of 494.2) over 202 profile positions	profile		RYR	medium	219.3	494.2	0.5563	sweep	HMM	RYR3_10	Ryanodine receptor 3	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				208			0						
A0ABV1A389	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 392.0 bits (100.0% of 392.0) over 246 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	392.0	1.0	sweep	HMM	RYR3_15	Ryanodine receptor 3 (Fragment)	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				248			0						
A0ABV1A4Q9	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 318.4 bits (100.0% of 318.4) over 266 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	318.4	1.0	sweep	HMM	RYR3_12	Ryanodine receptor 3	Ameca splendens	208324	Vertebrata	Metazoa	Chordata				308			0						
A0ABX0S0Z9	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 266.4 bits (58.5% of 455.7) over 225 profile positions	profile		ITPR	medium	455.7	189.3	0.5846	sweep	HMM	BU61_1067	Ion transport domain-containing protein	Pontoporia blainvillei	48723	Vertebrata	Metazoa	Chordata				299			0						
A0ABX0S182	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 418.1 bits (67.8% of 616.3) over 346 profile positions	profile		ITPR	medium	616.3	198.2	0.6784	sweep	HMM	BU61_6140	Inositol 1,4,5-triphosphate receptor, type 3	Pontoporia blainvillei	48723	Vertebrata	Metazoa	Chordata				378			0						
A0ABX0S7N2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 412.7 bits (89.2% of 462.7) over 345 profile positions	profile		RYR	medium	50.0	462.7	0.8919	sweep	HMM	BU61_9388	Ryanodine receptor 1	Pontoporia blainvillei	48723	Vertebrata	Metazoa	Chordata				382			0						
A0ABX0SC19	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 575.6 bits (94.6% of 608.7) over 414 profile positions	profile		RYR	medium	33.1	608.7	0.9456	sweep	HMM	BU61_10308	Ryanodine receptor 2-like	Pontoporia blainvillei	48723	Vertebrata	Metazoa	Chordata				484			0						
A0AC58NUQ4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 364.3 bits (65.7% of 554.5) over 306 profile positions	profile		RYR	medium	190.2	554.5	0.657	sweep	HMM	LOC141573837	Ryanodine receptor 1-like	Camelus bactrianus	9837	Vertebrata	Metazoa	Chordata				530			0						
A0AC58NUR1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 442.1 bits (65.6% of 674.0) over 350 profile positions	profile		RYR	medium	231.9	674.0	0.6559	sweep	HMM	LOC141573835	Ryanodine receptor 1-like	Camelus bactrianus	9837	Vertebrata	Metazoa	Chordata				480			0						
A0AC58P1X0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 434.4 bits (65.3% of 665.1) over 350 profile positions	profile		RYR	medium	230.7	665.1	0.6531	sweep	HMM	LOC141574150	LOW QUALITY PROTEIN: ryanodine receptor 1-like	Camelus bactrianus	9837	Vertebrata	Metazoa	Chordata				478			0						
A0AC58P1X8	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 437.2 bits (65.8% of 663.9) over 350 profile positions	profile		RYR	medium	226.7	663.9	0.6585	sweep	HMM	LOC141574145	LOW QUALITY PROTEIN: ryanodine receptor 1-like	Camelus bactrianus	9837	Vertebrata	Metazoa	Chordata				486			0						
A0AC58P1Z3	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 428.9 bits (66.5% of 644.8) over 350 profile positions	profile		RYR	medium	215.9	644.8	0.6652	sweep	HMM	LOC141574146	LOW QUALITY PROTEIN: ryanodine receptor 1-like	Camelus bactrianus	9837	Vertebrata	Metazoa	Chordata				488			0						
A0AC58Q1X6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 443.1 bits (65.6% of 675.2) over 350 profile positions	profile		RYR	medium	232.1	675.2	0.6562	sweep	HMM	LOC141576830	Ryanodine receptor 1-like	Camelus bactrianus	9837	Vertebrata	Metazoa	Chordata				480			0						
A0ACB7EEA0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1039.4 bits (79.9% of 1300.8) over 907 profile positions	profile		RYR	medium	261.4	1300.8	0.799	sweep	HMM	RYR2.2	Ryanodine receptor 2	Nibea albiflora	240163	Vertebrata	Metazoa	Chordata				976			0						
A0ACB8FQ60	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 307.4 bits (61.2% of 502.5) over 303 profile positions	profile		ITPR	medium	502.5	195.1	0.6117	sweep	HMM	ITPR2_2	Inositol 1,4,5-trisphosphate receptor type 2	Sphaerodactylus townsendi	933632	Vertebrata	Metazoa	Chordata				342			0						
A0ACB8FSF1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 954.8 bits (100.0% of 954.8) over 710 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	954.8	1.0	sweep	HMM	RYR1_1	Ryanodine receptor 1 (Fragment)	Sphaerodactylus townsendi	933632	Vertebrata	Metazoa	Chordata				741			0						
A0ACB8G4Q1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 497.7 bits (100.0% of 497.7) over 345 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	497.7	1.0	sweep	HMM	RYR3_3	Ryanodine receptor 3	Sphaerodactylus townsendi	933632	Vertebrata	Metazoa	Chordata				406			0						
A0ACB8G4S4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 870.9 bits (93.8% of 928.2) over 666 profile positions	profile		RYR	medium	57.3	928.2	0.9383	sweep	HMM	K3G42_029569	EF-hand domain-containing protein	Sphaerodactylus townsendi	933632	Vertebrata	Metazoa	Chordata				750			0						
A0ACB8G555	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1178.5 bits (100.0% of 1178.5) over 710 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1178.5	1.0	sweep	HMM	RYR3_4	Ryanodine receptor 3 (Fragment)	Sphaerodactylus townsendi	933632	Vertebrata	Metazoa	Chordata				720			0						
A0ACB8G5M2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 330.1 bits (56.0% of 589.7) over 237 profile positions	profile		RYR	medium	259.6	589.7	0.5598	sweep	HMM	RYR3_1	Ryanodine receptor 3	Sphaerodactylus townsendi	933632	Vertebrata	Metazoa	Chordata				240			0						
A0ACB8GCH6	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 567.0 bits (100.0% of 567.0) over 385 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	567.0	1.0	sweep	HMM	RYR2_4	Ryanodine receptor 2 (Fragment)	Sphaerodactylus townsendi	933632	Vertebrata	Metazoa	Chordata				392			0						
A0ACB9UJF7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 301.2 bits (55.6% of 541.3) over 222 profile positions	profile		RYR	medium	240.1	541.3	0.5564	sweep	HMM	MJG53_013636	Ion transport domain-containing protein	Ovis ammon polii x Ovis aries	2918886	Vertebrata	Metazoa	Chordata				220			0						
A0ACB9UK29	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 713.7 bits (95.0% of 751.5) over 651 profile positions	profile		RYR	medium	37.8	751.5	0.9497	sweep	HMM	MJG53_013637	Ryanodine Receptor TM 4-6 domain-containing protein	Ovis ammon polii x Ovis aries	2918886	Vertebrata	Metazoa	Chordata				697			0						
A0ACC5XF48	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 506.5 bits (69.7% of 727.1) over 403 profile positions	profile		ITPR	medium	727.1	220.6	0.6966	sweep	HMM	PGIGA_G00117080	Ion transport domain-containing protein	Pangasianodon gigas	30993	Vertebrata	Metazoa	Chordata				460			0						
A0ACC5YTV2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1295.4 bits (80.0% of 1619.3) over 956 profile positions	profile		RYR	medium	323.9	1619.3	0.8	sweep	HMM	PDJAM_G00039640	EF-hand domain-containing protein	Pangasius djambal	1691987	Vertebrata	Metazoa	Chordata				978			0						
A0ACC5Z2E2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1000.4 bits (100.0% of 1000.4) over 710 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1000.4	1.0	sweep	HMM	PDJAM_G00078720	Uncharacterized protein	Pangasius djambal	1691987	Vertebrata	Metazoa	Chordata				708			0						
A0ACD3QAG7	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 423.4 bits (100.0% of 423.4) over 419 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	423.4	1.0	sweep	HMM	E3U43_009317	B30.2/SPRY domain-containing protein (Fragment)	Larimichthys crocea	215358	Vertebrata	Metazoa	Chordata				467			0						
A0ACD3QBQ0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 857.2 bits (74.4% of 1152.4) over 843 profile positions	profile		RYR	medium	295.2	1152.4	0.7438	sweep	HMM	E3U43_009656	Uncharacterized protein	Larimichthys crocea	215358	Vertebrata	Metazoa	Chordata				805			0						
A0ACD3QIS2	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 729.7 bits (71.4% of 1022.5) over 695 profile positions	profile		RYR	medium	292.8	1022.5	0.7136	sweep	HMM	E3U43_011214	Uncharacterized protein	Larimichthys crocea	215358	Vertebrata	Metazoa	Chordata				715			0						
A0ACD3QKR1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 511.8 bits (100.0% of 511.8) over 414 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	511.8	1.0	sweep	HMM	E3U43_011237	B30.2/SPRY domain-containing protein	Larimichthys crocea	215358	Vertebrata	Metazoa	Chordata				428			0						
A0ACD3QL11	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 408.6 bits (100.0% of 408.6) over 202 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	408.6	1.0	sweep	HMM	E3U43_011935	Uncharacterized protein	Larimichthys crocea	215358	Vertebrata	Metazoa	Chordata				204			0						
A0ACD3RP38	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 852.3 bits (100.0% of 852.3) over 631 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	852.3	1.0	sweep	HMM	E3U43_015073	B30.2/SPRY domain-containing protein	Larimichthys crocea	215358	Vertebrata	Metazoa	Chordata				663			0						
A0ACD3RQH0	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 330.1 bits (55.9% of 590.9) over 237 profile positions	profile		RYR	medium	260.8	590.9	0.5586	sweep	HMM	E3U43_015631	Ion transport domain-containing protein	Larimichthys crocea	215358	Vertebrata	Metazoa	Chordata				240			0						
A0ACE1ESN1	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 252.7 bits (59.5% of 425.0) over 223 profile positions	profile		ITPR	medium	425.0	172.3	0.5946	sweep	HMM	ARCGLAARC_LOCUS2970	Uncharacterized protein	Arctogadus glacialis	185735	Vertebrata	Metazoa	Chordata				261			0						
A0ACE1QFM4	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1047.8 bits (100.0% of 1047.8) over 887 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	1047.8	1.0	sweep	HMM	ARCGLAARC_LOCUS34326	Uncharacterized protein	Arctogadus glacialis	185735	Vertebrata	Metazoa	Chordata				913			0						
A0ACE1R856	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 462.0 bits (67.4% of 685.8) over 354 profile positions	profile		ITPR	medium	685.8	223.8	0.6737	sweep	HMM	ARCGLAARC_LOCUS37530	Uncharacterized protein	Arctogadus glacialis	185735	Vertebrata	Metazoa	Chordata				464			0						
A0ACE1R857	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 383.8 bits (67.9% of 565.6) over 341 profile positions	profile		ITPR	medium	565.6	181.8	0.6786	sweep	HMM	ARCGLAARC_LOCUS37529	Uncharacterized protein	Arctogadus glacialis	185735	Vertebrata	Metazoa	Chordata				436			0						
A0ACE2XGS5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 40.7 bits (100.0% of 40.7) over 237 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	40.7	1.0	sweep	HMM	LCH_LOCUS10743	Uncharacterized protein	Leuciscus chuanchicus	3231064	Vertebrata	Metazoa	Chordata				609			0						
A0ACE2YL99	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 627.8 bits (69.4% of 904.5) over 434 profile positions	profile		RYR	medium	276.7	904.5	0.6941	sweep	HMM	ACLRTL_LOCUS13341	Uncharacterized protein	Lepidochelys kempii	8472	Vertebrata	Metazoa	Chordata				1151			0						
A0ACE2YLC1	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 1384.6 bits (97.0% of 1428.2) over 932 profile positions	profile		RYR	medium	43.6	1428.2	0.9695	sweep	HMM	ACLRTL_LOCUS13343	Uncharacterized protein (Fragment)	Lepidochelys kempii	8472	Vertebrata	Metazoa	Chordata				929			0						
A0ACF6HRA7	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 496.9 bits (79.5% of 625.1) over 360 profile positions	profile		ITPR	medium	625.1	128.2	0.7949	sweep	HMM	Nmel_012845	Uncharacterized protein (Fragment)	Mimus melanotis	245851	Vertebrata	Metazoa	Chordata				409			0						
A0ACF6IIY3	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 343.4 bits (59.6% of 576.3) over 303 profile positions	profile		ITPR	medium	576.3	232.9	0.5959	sweep	HMM	Nmel_006058	Uncharacterized protein	Mimus melanotis	245851	Vertebrata	Metazoa	Chordata				384			0						
A0ACF6IJH6	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 357.0 bits (100.0% of 357.0) over 252 profile positions; no ryr.hmm hit	profile		ITPR	medium	357.0	0.0	1.0	sweep	HMM	Nmel_006055	Uncharacterized protein (Fragment)	Mimus melanotis	245851	Vertebrata	Metazoa	Chordata				257			0						
A0ACF6ILJ5	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 274.3 bits (100.0% of 274.3) over 223 profile positions; no ryr.hmm hit	profile		ITPR	medium	274.3	0.0	1.0	sweep	HMM	Nmel_006057	Uncharacterized protein (Fragment)	Mimus melanotis	245851	Vertebrata	Metazoa	Chordata				225			0						
A0ACF7CZ77	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 259.4 bits (100.0% of 259.4) over 222 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	259.4	1.0	sweep	HMM	ACER0C_018863	Nephrocystin-1	Sarotherodon galilaeus	8144	Vertebrata	Metazoa	Chordata				224			0						
A0ACF8IPI9	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 566.9 bits (71.0% of 798.4) over 432 profile positions	profile		ITPR	medium	798.4	231.5	0.71	sweep	HMM	H8959_020374	Uncharacterized protein	Pygathrix nigripes	310352	Vertebrata	Metazoa	Chordata				478			0						
A0ACF8NP05	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 605.2 bits (100.0% of 605.2) over 439 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	605.2	1.0	sweep	HMM	H8958_011089	Uncharacterized protein	Nasalis larvatus	43780	Vertebrata	Metazoa	Chordata				471			0						
A0ACH2JU91	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 39.4 bits (100.0% of 39.4) over 237 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	39.4	1.0	sweep	HMM	PO909_032000	Uncharacterized protein	Leuciscus waleckii	155063	Vertebrata	Metazoa	Chordata				604			0						
G1PJJ0	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 636.7 bits (81.5% of 781.0) over 507 profile positions	profile		ITPR	medium	781.0	144.3	0.8152	sweep	HMM		Ion transport domain-containing protein	Myotis lucifugus	59463	Vertebrata	Metazoa	Chordata				561			0						
G1QAY5	RYR	medium	profile only — not in the InterPro census; ryr.hmm wins by 821.3 bits (100.0% of 821.3) over 651 profile positions; no itpr.hmm hit	profile		RYR	medium	0.0	821.3	1.0	sweep	HMM		Ryanodine receptor 1	Myotis lucifugus	59463	Vertebrata	Metazoa	Chordata				639			0						
G3SWQ2	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 581.1 bits (72.0% of 807.3) over 443 profile positions	profile		ITPR	medium	807.3	226.2	0.7198	sweep	HMM		Ion transport domain-containing protein	Loxodonta africana	9785	Vertebrata	Metazoa	Chordata				495			0						
H3AW07	ITPR	medium	profile only — not in the InterPro census; itpr.hmm wins by 302.8 bits (58.7% of 516.1) over 271 profile positions	profile		ITPR	medium	516.1	213.3	0.5867	sweep	HMM		Ion transport domain-containing protein	Latimeria chalumnae	7897	Vertebrata	Metazoa	Chordata				308			0						
