accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	verdict
A0A9Y6M741	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4332.8	411.0	0.9051	interpro+calibration	InterPro	LOC102200029	Inositol 1,4,5-trisphosphate receptor	Pundamilia nyererei	303518	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2744	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0A9Y6M8K3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4307.7	398.0	0.9076	interpro+calibration	InterPro	itpr1b	Inositol 1,4,5-trisphosphate receptor	Pundamilia nyererei	303518	Vertebrata	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	2741	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAA9S0N5	ITPR	low	architecture only — no profile verdict	architecture	ITPR	unassigned	none	319.5	28.6	0.9105	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Bos taurus (Bovine)	9913	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	181	0		0	Inferred from homology	1	PF08709	PF08709	1		not in the DB; another entry of the same gene was hit
A0AAA9SS79	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4409.7	434.9	0.9014	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Bos taurus (Bovine)	9913	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	2704	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAA9SSH2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3965.6	258.4	0.9348	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Bos taurus (Bovine)	9913	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	2448	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF01365;PF02815;PF08454;PF08709	4		not in the sweep DB — never searched
A0AAA9TGF4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4164.0	448.8	0.8922	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Bos taurus (Bovine)	9913	Vertebrata	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	2643	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAD1RUE5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3907.4	358.6	0.9082	interpro+calibration	InterPro	PECUL_23A019847	Inositol 1,4,5-trisphosphate receptor	Pelobates cultripes (Western spadefoot toad)	61616	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Pelobatidae	2586	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAD1RYE2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4142.5	434.1	0.8952	interpro+calibration	InterPro	PECUL_23A019847	Inositol 1,4,5-trisphosphate receptor	Pelobates cultripes (Western spadefoot toad)	61616	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Pelobatidae	2700	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAD1VJJ4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3858.3	406.5	0.8946	interpro+calibration	InterPro	PECUL_23A047820	Inositol 1,4,5-trisphosphate receptor	Pelobates cultripes (Western spadefoot toad)	61616	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Pelobatidae	2614	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAD1VKY4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3858.1	406.4	0.8947	interpro+calibration	InterPro	PECUL_23A047820	Inositol 1,4,5-trisphosphate receptor	Pelobates cultripes (Western spadefoot toad)	61616	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Pelobatidae	2615	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAD1VNH7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3479.5	250.7	0.9279	interpro+calibration	InterPro	PECUL_23A047820	Inositol 1,4,5-trisphosphate receptor	Pelobates cultripes (Western spadefoot toad)	61616	Vertebrata	Metazoa	Chordata	Amphibia	Anura	Pelobatidae	2423	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAN8E4K6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4253.7	396.3	0.9068	interpro+calibration	InterPro	CgunFtcFv8_014920	Inositol 1,4,5-trisphosphate receptor	Champsocephalus gunnari (Mackerel icefish)	52237	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Channichthyidae	2777	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAQ4NNZ8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3895.0	425.2	0.8908	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2627	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4NR64	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3648.9	381.3	0.8955	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2493	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4P921	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3942.1	426.3	0.8919	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2652	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4PLC7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3770.7	429.4	0.8861	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2575	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4PLW8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3977.5	443.0	0.8886	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2663	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4PTG7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3873.1	427.6	0.8896	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2625	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4PVU4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4265.8	394.5	0.9075	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2750	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4Q2A5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3868.5	423.6	0.8905	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2600	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4Q6N4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4322.7	409.5	0.9053	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2728	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4Q834	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4328.4	409.5	0.9054	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2716	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4Q872	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4144.1	383.8	0.9074	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2702	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4QH24	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3985.8	436.5	0.8905	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2678	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4QRC1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3787.8	434.1	0.8854	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2554	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4QRD3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3643.9	380.0	0.8957	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2493	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4QV50	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4264.8	393.3	0.9078	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2769	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4R0F6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3856.6	428.3	0.8889	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2611	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4RF23	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3882.6	413.4	0.8935	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2615	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4RLP9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3935.4	431.9	0.8903	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2643	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4RXG9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4275.3	390.8	0.9086	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2731	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4S0J9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3982.4	361.7	0.9092	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2580	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4S0Q2	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4223.2	402.9	0.9046	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2748	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ4S6A6	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4267.4	391.8	0.9082	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Gasterosteus aculeatus aculeatus (three-spined stickleback)	481459	Vertebrata	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	2740	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ5X344	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4341.8	416.2	0.9041	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2747	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ5X5W7	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3913.3	452.1	0.8845	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2638	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAQ5XDP5	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3859.0	438.3	0.8864	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2628	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAQ5XEW8	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3799.4	402.3	0.8941	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2624	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAQ5XIQ1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3951.4	454.6	0.885	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2636	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAQ5XKK4	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	3930.5	442.0	0.8875	interpro+calibration	InterPro	ITPR2	Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2626	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the DB; another entry of the same gene was hit
A0AAQ5XZP3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4300.1	396.7	0.9077	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2772	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ5Y2I9	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4292.1	402.5	0.9062	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2692	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ5Y564	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4244.2	433.1	0.898	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2606	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ5YND3	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4339.8	424.9	0.9021	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2722	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ5YRZ1	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4314.3	405.7	0.906	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2711	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
A0AAQ5YT89	ITPR	high	architecture and profile both call ITPR	both	ITPR	ITPR	high	4299.5	393.6	0.9085	interpro+calibration	InterPro		Inositol 1,4,5-trisphosphate receptor	Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Metazoa	Chordata	Actinopteri		Pomacentridae	2774	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		not in the sweep DB — never searched
