accession	band	role	length	n_itpr_arch	itpr_score	verdict	detail
A0A7M7SQA8	Arthropoda	RYR	578		0.0	shape	length 578 outside RyR bait band 4600-5400
A0A7R8CVM2	Arthropoda	RYR	378		258.1	shape	length 378 outside RyR bait band 4600-5400
A0A7R8H2B8	Arthropoda	ITPR	552		575.7	shape	length 552 outside measured bait band 2450-3250
A0A7R8YXE5	Arthropoda	RYR	727		0.0	shape	length 727 outside RyR bait band 4600-5400
A0A7R9C1M8	Arthropoda	ITPR	951		782.7	shape	length 951 outside measured bait band 2450-3250
A0A7R9GDN6	Arthropoda	RYR	784		0.0	shape	length 784 outside RyR bait band 4600-5400
A0A7R9GH29	Arthropoda	ITPR	816		728.4	shape	length 816 outside measured bait band 2450-3250
A0A7R9LCE9	Arthropoda	RYR	608		0.0	shape	length 608 outside RyR bait band 4600-5400
A0A7R9LDZ0	Arthropoda	RYR	736		47.8	shape	length 736 outside RyR bait band 4600-5400
A0A7T8K114	Arthropoda	ITPR	229		349.2	shape	length 229 outside measured bait band 2450-3250
A0A812BGC3	Mollusca	ITPR	631		845.2	shape	length 631 outside measured bait band 2450-3250
A0A812EIE4	Mollusca	ITPR	404		59.9	shape	length 404 outside measured bait band 2450-3250
A0A814WTK5	Rotifera	RYR	368		0.0	shape	length 368 outside RyR bait band 4600-5400
A0A814X0K0	Rotifera	RYR	333		0.0	shape	length 333 outside RyR bait band 4600-5400
A0A816CM59	Rotifera	RYR	936		0.0	shape	length 936 outside RyR bait band 4600-5400
A0A816GIP7	Rotifera	RYR	381		266.4	shape	length 381 outside RyR bait band 4600-5400
A0A816GNR8	Rotifera	RYR	479		0.0	shape	length 479 outside RyR bait band 4600-5400
A0A816GR63	Rotifera	RYR	479		0.0	shape	length 479 outside RyR bait band 4600-5400
A0A820S2V8	Rotifera	RYR	307		0.0	shape	length 307 outside RyR bait band 4600-5400
A0A820UQ49	Rotifera	RYR	258		0.0	shape	length 258 outside RyR bait band 4600-5400
A0A820XQF7	Rotifera	RYR	222		0.0	shape	length 222 outside RyR bait band 4600-5400
A0A821DS33	Rotifera	RYR	547		0.0	shape	length 547 outside RyR bait band 4600-5400
A0A821G438	Rotifera	RYR	253		0.0	shape	length 253 outside RyR bait band 4600-5400
A0A821GJ39	Rotifera	ITPR	211		83.2	shape	length 211 outside measured bait band 2450-3250
A0A821GNU5	Rotifera	RYR	276		0.0	shape	length 276 outside RyR bait band 4600-5400
A0A821IFV4	Rotifera	RYR	319		0.0	shape	length 319 outside RyR bait band 4600-5400
A0A821J606	Rotifera	ITPR	221		167.8	shape	length 221 outside measured bait band 2450-3250
A0A821LER4	Rotifera	RYR	203		0.0	shape	length 203 outside RyR bait band 4600-5400
A0A833W672	Arthropoda	RYR	1207		0.0	shape	length 1207 outside RyR bait band 4600-5400
A0A834I3I9	Arthropoda	RYR	728		0.0	shape	length 728 outside RyR bait band 4600-5400
A0A835L4F2	Arthropoda	RYR	726		0.0	shape	length 726 outside RyR bait band 4600-5400
A0A8B7NT74	Arthropoda	RYR	353		202.0	shape	length 353 outside RyR bait band 4600-5400
A0A8H7S8H6	Mucoromycota	ITPR	207		36.2	shape	length 207 outside measured bait band 2450-3250
A0A8J2K119	Arthropoda	RYR	506		0.0	shape	length 506 outside RyR bait band 4600-5400
A0A8J2KDR4	Arthropoda	RYR	252		0.0	shape	length 252 outside RyR bait band 4600-5400
A0A8J2P8Z8	Arthropoda	RYR	271		0.0	shape	length 271 outside RyR bait band 4600-5400
A0A8J2P9C6	Arthropoda	RYR	201		0.0	shape	length 201 outside RyR bait band 4600-5400
A0A8J2QIQ2	Arthropoda	RYR	393		0.0	shape	length 393 outside RyR bait band 4600-5400
A0A8J2QUF4	Arthropoda	ITPR	334		294.1	shape	length 334 outside measured bait band 2450-3250
A0A8J2W1F5	Arthropoda	ITPR	207		155.7	shape	length 207 outside measured bait band 2450-3250
A0A8J2W5N3	Arthropoda	ITPR	314		167.6	shape	length 314 outside measured bait band 2450-3250
A0A8J2WBG7	Arthropoda	ITPR	316		166.7	shape	length 316 outside measured bait band 2450-3250
A0A8J2WI84	Arthropoda	ITPR	753		233.7	shape	length 753 outside measured bait band 2450-3250
A0A8J4D1Q5	Chlorophyta	ITPR	358		129.9	shape	length 358 outside measured bait band 2450-3250
A0A8J4THY7	Platyhelminthes	ITPR	1925		870.9	shape	length 1925 outside measured bait band 2450-3250
A0A8J4XX82	Arthropoda	ITPR	284		195.5	shape	length 284 outside measured bait band 2450-3250
A0A8J5MIQ5	Oomycota	ITPR	948		581.5	shape	length 948 outside measured bait band 2450-3250
A0A8J5MNJ3	Arthropoda	RYR	415		267.8	shape	length 415 outside RyR bait band 4600-5400
A0A8J5MTS3	Arthropoda	RYR	645		0.0	shape	length 645 outside RyR bait band 4600-5400
A0A8J6CEB4	Haptophyta	ITPR	3716		391.0	shape	length 3716 outside measured bait band 2450-3250
A0A8J6LL62	Arthropoda	ITPR	1630		431.8	shape	length 1630 outside measured bait band 2450-3250
A0A8J8NDT1	Ciliophora	ITPR	267		283.0	shape	length 267 outside measured bait band 2450-3250
A0A8J8SVQ3	Ciliophora	ITPR	308		314.1	shape	length 308 outside measured bait band 2450-3250
A0A8S1MBK9	Ciliophora	ITPR	2780		265.5	shape	architecture never measured (no InterPro annotation); B5's exception applies only to a *measured* incomplete architecture
A0A8S1PY12	Ciliophora	ITPR	2020		221.0	shape	length 2020 outside measured bait band 2450-3250
A0A8S1QHI7	Ciliophora	ITPR	2022		234.8	shape	length 2022 outside measured bait band 2450-3250
A0A8S1V1R4	Ciliophora	ITPR	2782		245.1	shape	architecture never measured (no InterPro annotation); B5's exception applies only to a *measured* incomplete architecture
A0A8S1VIW9	Ciliophora	ITPR	255		224.6	shape	length 255 outside measured bait band 2450-3250
A0A8S1WXY2	Ciliophora	ITPR	2020		221.9	shape	length 2020 outside measured bait band 2450-3250
A0A8S1XGV4	Ciliophora	ITPR	2021		217.2	shape	length 2021 outside measured bait band 2450-3250
A0A8S3YGL6	Mollusca	ITPR	1241		575.5	shape	length 1241 outside measured bait band 2450-3250
A0A8S3ZEV8	Mollusca	ITPR	434		354.5	shape	length 434 outside measured bait band 2450-3250
A0A8S3ZWK5	Mollusca	ITPR	515		243.9	shape	length 515 outside measured bait band 2450-3250
A0A8S4A009	Mollusca	ITPR	557		801.7	shape	length 557 outside measured bait band 2450-3250
A0A8S4EKG2	Arthropoda	RYR	975		0.0	shape	length 975 outside RyR bait band 4600-5400
A0A8S9ZCH4	Platyhelminthes	ITPR	1925		881.6	shape	length 1925 outside measured bait band 2450-3250
A0A8S9ZCN3	Nematoda	RYR	409		99.0	shape	length 409 outside RyR bait band 4600-5400
A0A8S9ZDV3	Nematoda	RYR	466		291.8	shape	length 466 outside RyR bait band 4600-5400
A0A8T0DUK0	Platyhelminthes	ITPR	1759		803.5	shape	length 1759 outside measured bait band 2450-3250
A0A8T0EY77	Arthropoda	ITPR	528		741.6	shape	length 528 outside measured bait band 2450-3250
A0A8X6LRY3	Arthropoda	RYR	378		265.0	shape	length 378 outside RyR bait band 4600-5400
A0A8X6NR06	Arthropoda	RYR	532		0.0	shape	length 532 outside RyR bait band 4600-5400
A0A8X6NWT2	Arthropoda	RYR	429		0.0	shape	length 429 outside RyR bait band 4600-5400
A0A8X6NYU2	Arthropoda	RYR	414		0.0	shape	length 414 outside RyR bait band 4600-5400
A0A8X6P1A9	Arthropoda	RYR	389		0.0	shape	length 389 outside RyR bait band 4600-5400
A0A8X6P641	Arthropoda	RYR	464		0.0	shape	length 464 outside RyR bait band 4600-5400
A0A8X6P809	Arthropoda	RYR	449		0.0	shape	length 449 outside RyR bait band 4600-5400
A0A8X6QXZ1	Arthropoda	RYR	547		0.0	shape	length 547 outside RyR bait band 4600-5400
A0A8X6X7D5	Arthropoda	RYR	304		0.0	shape	length 304 outside RyR bait band 4600-5400
A0A8X6X8Q5	Arthropoda	RYR	307		0.0	shape	length 307 outside RyR bait band 4600-5400
A0A8X6XI86	Arthropoda	RYR	474		0.0	shape	length 474 outside RyR bait band 4600-5400
A0A8X6Y093	Arthropoda	RYR	255		38.8	shape	length 255 outside RyR bait band 4600-5400
A0A8X6Y0X6	Arthropoda	RYR	934		306.2	shape	length 934 outside RyR bait band 4600-5400
A0A8X6Y2B3	Arthropoda	RYR	1241		32.6	shape	length 1241 outside RyR bait band 4600-5400
A0A8X7CG38	Arthropoda	RYR	934		306.4	shape	length 934 outside RyR bait band 4600-5400
A0A914DK08	Nematoda	RYR	637		0.0	shape	length 637 outside RyR bait band 4600-5400
A0A914DMG3	Nematoda	RYR	652		0.0	shape	length 652 outside RyR bait band 4600-5400
A0A914KKD3	Nematoda	RYR	693		0.0	shape	length 693 outside RyR bait band 4600-5400
A0A914KKN4	Nematoda	RYR	609		0.0	shape	length 609 outside RyR bait band 4600-5400
A0A914LWC3	Nematoda	RYR	838		0.0	shape	length 838 outside RyR bait band 4600-5400
A0A914M5G0	Nematoda	RYR	611		0.0	shape	length 611 outside RyR bait band 4600-5400
A0A914MYR8	Nematoda	RYR	539		303.8	shape	length 539 outside RyR bait band 4600-5400
A0A914NCG9	Nematoda	ITPR	459		516.9	shape	length 459 outside measured bait band 2450-3250
A0A914P739	Nematoda	RYR	659		0.0	shape	length 659 outside RyR bait band 4600-5400
A0A914PBN7	Nematoda	RYR	297		0.0	shape	length 297 outside RyR bait band 4600-5400
A0A914PXF8	Nematoda	RYR	276		0.0	shape	length 276 outside RyR bait band 4600-5400
A0A914PYN2	Nematoda	RYR	332		0.0	shape	length 332 outside RyR bait band 4600-5400
A0A914QBZ9	Nematoda	RYR	301		0.0	shape	length 301 outside RyR bait band 4600-5400
A0A914QJS9	Nematoda	RYR	226		0.0	shape	length 226 outside RyR bait band 4600-5400
A0A914QJT9	Nematoda	RYR	329		0.0	shape	length 329 outside RyR bait band 4600-5400
A0A914QJU7	Nematoda	RYR	308		0.0	shape	length 308 outside RyR bait band 4600-5400
A0A914QT72	Nematoda	RYR	378		0.0	shape	length 378 outside RyR bait band 4600-5400
A0A914RHZ4	Nematoda	ITPR	281		273.9	shape	length 281 outside measured bait band 2450-3250
A0A914SFW8	Nematoda	RYR	523		46.1	shape	length 523 outside RyR bait band 4600-5400
A0A914UKB4	Nematoda	ITPR	266		207.2	shape	length 266 outside measured bait band 2450-3250
A0A914V3I1	Nematoda	ITPR	180		69.4	shape	length 180 outside measured bait band 2450-3250
A0A914V4Y0	Nematoda	ITPR	264		58.3	shape	length 264 outside measured bait band 2450-3250
A0A914VIM6	Nematoda	ITPR	450		197.1	shape	length 450 outside measured bait band 2450-3250
A0A914WKW8	Nematoda	RYR	333		278.2	shape	length 333 outside RyR bait band 4600-5400
A0A914WLS7	Nematoda	ITPR	643		372.0	shape	length 643 outside measured bait band 2450-3250
A0A914WU35	Nematoda	RYR	767		0.0	shape	length 767 outside RyR bait band 4600-5400
A0A914WVI1	Nematoda	RYR	792		0.0	shape	length 792 outside RyR bait band 4600-5400
A0A914X3U9	Nematoda	RYR	686		0.0	shape	length 686 outside RyR bait band 4600-5400
A0A914X5A3	Nematoda	RYR	648		0.0	shape	length 648 outside RyR bait band 4600-5400
A0A914X5Y9	Nematoda	RYR	643		0.0	shape	length 643 outside RyR bait band 4600-5400
A0A914X944	Nematoda	RYR	668		0.0	shape	length 668 outside RyR bait band 4600-5400
A0A914XNP3	Nematoda	RYR	439		0.0	shape	length 439 outside RyR bait band 4600-5400
A0A914XPG3	Nematoda	RYR	543		0.0	shape	length 543 outside RyR bait band 4600-5400
A0A914XR48	Nematoda	RYR	518		0.0	shape	length 518 outside RyR bait band 4600-5400
A0A914XWC9	Nematoda	RYR	305		0.0	shape	length 305 outside RyR bait band 4600-5400
A0A914Y3R4	Nematoda	RYR	538		42.2	shape	length 538 outside RyR bait band 4600-5400
A0A914Y592	Nematoda	RYR	216		0.0	shape	length 216 outside RyR bait band 4600-5400
A0A914Y9W6	Nematoda	RYR	258		0.0	shape	length 258 outside RyR bait band 4600-5400
A0A914Z360	Nematoda	RYR	264		0.0	shape	length 264 outside RyR bait band 4600-5400
A0A914Z789	Nematoda	RYR	234		92.0	shape	length 234 outside RyR bait band 4600-5400
A0A915CLG6	Nematoda	RYR	464		285.3	shape	length 464 outside RyR bait band 4600-5400
A0A915IF17	Nematoda	RYR	356		0.0	shape	length 356 outside RyR bait band 4600-5400
A0A915J8H5	Nematoda	RYR	395		0.0	shape	length 395 outside RyR bait band 4600-5400
A0A915K5J2	Nematoda	RYR	408		0.0	shape	length 408 outside RyR bait band 4600-5400
A0A915M947	Nematoda	RYR	716		0.0	shape	length 716 outside RyR bait band 4600-5400
A0A915MHC6	Nematoda	RYR	233		0.0	shape	length 233 outside RyR bait band 4600-5400
A0A915NNR9	Nematoda	RYR	660		0.0	shape	length 660 outside RyR bait band 4600-5400
A0A979FNC8	Arthropoda	RYR	627		0.0	shape	length 627 outside RyR bait band 4600-5400
A0A9D4DCG2	Mollusca	ITPR	540		244.1	shape	length 540 outside measured bait band 2450-3250
A0A9D4JXU2	Mollusca	ITPR	437		154.6	shape	length 437 outside measured bait band 2450-3250
A0A9D4R4V4	Mollusca	RYR	882		0.0	shape	length 882 outside RyR bait band 4600-5400
A0A9D4S8S2	Mollusca	ITPR	293		280.7	shape	length 293 outside measured bait band 2450-3250
A0A9J2Q0Q8	Nematoda	RYR	346		264.2	shape	length 346 outside RyR bait band 4600-5400
A0A9J6GXC9	Arthropoda	RYR	547		0.0	shape	length 547 outside RyR bait band 4600-5400
A0A9J7MP13	Chordata	RYR	1508		0.0	shape	length 1508 outside RyR bait band 4600-5400
A0A9P0PKF3	Arthropoda	ITPR	251		405.3	shape	length 251 outside measured bait band 2450-3250
A0AA36BPH5	Mollusca	ITPR	690		259.8	shape	length 690 outside measured bait band 2450-3250
A0AA38MST5	Arthropoda	RYR	531		0.0	shape	length 531 outside RyR bait band 4600-5400
A0AA40FRU5	Arthropoda	RYR	579		0.0	shape	length 579 outside RyR bait band 4600-5400
A0AAD1U3F3	Ciliophora	ITPR	2205		163.1	shape	length 2205 outside measured bait band 2450-3250
A0AAD1U8G1	Ciliophora	ITPR	1035		107.5	shape	length 1035 outside measured bait band 2450-3250
A0AAD1UQK6	Ciliophora	ITPR	1176		168.8	shape	length 1176 outside measured bait band 2450-3250
A0AAD1X2P0	Ciliophora	ITPR	2381		184.6	shape	length 2381 outside measured bait band 2450-3250
A0AAD1XCG6	Ciliophora	ITPR	2193		178.8	shape	length 2193 outside measured bait band 2450-3250
A0AAD1Y5B6	Ciliophora	ITPR	2388		149.9	shape	length 2388 outside measured bait band 2450-3250
A0AAD1Y638	Ciliophora	ITPR	847		113.0	shape	length 847 outside measured bait band 2450-3250
A0AAD1Y9H2	Ciliophora	ITPR	2399		178.0	shape	length 2399 outside measured bait band 2450-3250
A0AAD4MR20	Nematoda	RYR	1425		0.0	shape	length 1425 outside RyR bait band 4600-5400
A0AAD5JYY5	Mucoromycota	ITPR	206		35.2	shape	length 206 outside measured bait band 2450-3250
A0AAD5MPZ4	Nematoda	ITPR	468		413.9	shape	length 468 outside measured bait band 2450-3250
A0AAD7ZNV6	Arthropoda	RYR	1022		0.0	shape	length 1022 outside RyR bait band 4600-5400
A0AAD8E2J2	Arthropoda	ITPR	366		352.9	shape	length 366 outside measured bait band 2450-3250
A0AAD9IYC5	Annelida	ITPR	432		288.1	shape	length 432 outside measured bait band 2450-3250
A0AAD9IZ51	Annelida	ITPR	608		64.0	shape	length 608 outside measured bait band 2450-3250
A0AAD9JMW1	Annelida	ITPR	985		217.5	shape	length 985 outside measured bait band 2450-3250
A0AAD9MXF7	Annelida	ITPR	706		350.5	shape	length 706 outside measured bait band 2450-3250
A0AAD9MZ34	Annelida	ITPR	329		253.1	shape	length 329 outside measured bait band 2450-3250
A0AAD9NTX9	Annelida	ITPR	1518		725.3	shape	length 1518 outside measured bait band 2450-3250
A0AAD9P2H4	Annelida	ITPR	553		298.0	shape	length 553 outside measured bait band 2450-3250
A0AAD9PB47	Annelida	ITPR	363		260.4	shape	length 363 outside measured bait band 2450-3250
A0AAD9PD09	Annelida	RYR	407		267.1	shape	length 407 outside RyR bait band 4600-5400
A0AAD9UIZ5	Annelida	ITPR	408		52.5	shape	length 408 outside measured bait band 2450-3250
A0AAE0BXW2	Chlorophyta	ITPR	1512		126.8	shape	length 1512 outside measured bait band 2450-3250
A0AAE0ENM3	Chlorophyta	ITPR	493		234.0	shape	length 493 outside measured bait band 2450-3250
A0AAE0FLF0	Chlorophyta	ITPR	577		220.0	shape	length 577 outside measured bait band 2450-3250
A0AAE0FNQ2	Chlorophyta	ITPR	712		200.0	shape	length 712 outside measured bait band 2450-3250
A0AAE0G5L1	Chlorophyta	ITPR	952		174.9	shape	length 952 outside measured bait band 2450-3250
A0AAE0GY33	Chlorophyta	ITPR	749		249.6	shape	length 749 outside measured bait band 2450-3250
A0AAE0LE05	Chlorophyta	ITPR	517		178.6	shape	length 517 outside measured bait band 2450-3250
A0AAE0LLW0	Chlorophyta	ITPR	551		315.4	shape	length 551 outside measured bait band 2450-3250
A0AAE0ZBW1	Mollusca	ITPR	279		278.7	shape	length 279 outside measured bait band 2450-3250
A0AAN0J1Y4	Porifera	ITPR	1215		301.4	shape	length 1215 outside measured bait band 2450-3250
A0AAN0J3A0	Porifera	ITPR	836		136.5	shape	length 836 outside measured bait band 2450-3250
A0AAN0J412	Porifera	ITPR	465		33.8	shape	length 465 outside measured bait band 2450-3250
A0AAN0J430	Porifera	ITPR	454		226.7	shape	length 454 outside measured bait band 2450-3250
A0AAN0J471	Porifera	ITPR	1389		279.1	shape	length 1389 outside measured bait band 2450-3250
A0AAN0J7M5	Porifera	ITPR	328		194.6	shape	length 328 outside measured bait band 2450-3250
A0AAN0JBY4	Porifera	ITPR	2294		397.8	shape	length 2294 outside measured bait band 2450-3250
A0AAN0JFB0	Porifera	ITPR	377		219.6	shape	length 377 outside measured bait band 2450-3250
A0AAN0JNR5	Porifera	ITPR	1444		261.8	shape	length 1444 outside measured bait band 2450-3250
A0AAN0JPS7	Porifera	ITPR	710		231.9	shape	length 710 outside measured bait band 2450-3250
A0AAN0JTA5	Porifera	ITPR	1195		107.1	shape	length 1195 outside measured bait band 2450-3250
A0AAN0JU55	Porifera	ITPR	1141		244.9	shape	length 1141 outside measured bait band 2450-3250
A0AAN0JXI1	Porifera	ITPR	313		62.3	shape	length 313 outside measured bait band 2450-3250
A0AAN0JXL1	Porifera	ITPR	437		61.8	shape	length 437 outside measured bait band 2450-3250
A0AAN0JXL2	Porifera	ITPR	256		229.1	shape	length 256 outside measured bait band 2450-3250
A0AAN0K0C5	Porifera	ITPR	392		76.0	shape	length 392 outside measured bait band 2450-3250
A0AAN0K2F2	Porifera	ITPR	963		63.1	shape	length 963 outside measured bait band 2450-3250
A0AAN0K328	Porifera	ITPR	1274		356.2	shape	length 1274 outside measured bait band 2450-3250
A0AAN5CS08	Nematoda	ITPR	350		454.8	shape	length 350 outside measured bait band 2450-3250
A0AAN8EX18	Nematoda	ITPR	392		521.2	shape	length 392 outside measured bait band 2450-3250
A0AAN8F441	Nematoda	RYR	326		0.0	shape	length 326 outside RyR bait band 4600-5400
A0AAN8IGM6	Nematoda	ITPR	454		364.3	shape	length 454 outside measured bait band 2450-3250
A0AAN8ZYT6	Arthropoda	RYR	461		0.0	shape	length 461 outside RyR bait band 4600-5400
A0AAQ4ED66	Arthropoda	RYR	329		0.0	shape	length 329 outside RyR bait band 4600-5400
A0AAQ4EUL1	Arthropoda	ITPR	406		630.1	shape	length 406 outside measured bait band 2450-3250
A0AAQ4EV44	Arthropoda	RYR	296		270.3	shape	length 296 outside RyR bait band 4600-5400
A0AAV2HN37	Mollusca	ITPR	289		188.1	shape	length 289 outside measured bait band 2450-3250
A0AAV2HN46	Mollusca	ITPR	470		59.5	shape	length 470 outside measured bait band 2450-3250
A0AAV2NCI2	Arthropoda	RYR	730		0.0	shape	length 730 outside RyR bait band 4600-5400
A0AAV2RTN1	Arthropoda	ITPR	544		384.1	shape	length 544 outside measured bait band 2450-3250
A0AAV2S0U1	Arthropoda	RYR	787		274.7	shape	length 787 outside RyR bait band 4600-5400
A0AAV3ZIW7	Mollusca	ITPR	448		43.1	shape	length 448 outside measured bait band 2450-3250
A0AAV4CU28	Mollusca	RYR	525		0.0	shape	length 525 outside RyR bait band 4600-5400
A0AAV4EFC8	Mollusca	ITPR	389		76.9	shape	length 389 outside measured bait band 2450-3250
A0AAV4FIW4	Mollusca	ITPR	386		262.9	shape	length 386 outside measured bait band 2450-3250
A0AAV4GNB1	Mollusca	RYR	712		0.0	shape	length 712 outside RyR bait band 4600-5400
A0AAV4GPH3	Mollusca	RYR	431		0.0	shape	length 431 outside RyR bait band 4600-5400
A0AAV4GRG2	Mollusca	RYR	516		0.0	shape	length 516 outside RyR bait band 4600-5400
A0AAV4IUW6	Mollusca	ITPR	717		331.9	shape	length 717 outside measured bait band 2450-3250
A0AAV4UNC0	Arthropoda	RYR	647		0.0	shape	length 647 outside RyR bait band 4600-5400
A0AAV4UNF0	Arthropoda	RYR	918		0.0	shape	length 918 outside RyR bait band 4600-5400
A0AAV4UNH5	Arthropoda	RYR	227		0.0	shape	length 227 outside RyR bait band 4600-5400
A0AAV5W430	Nematoda	ITPR	602		539.8	shape	length 602 outside measured bait band 2450-3250
A0AAV8YTN3	Arthropoda	ITPR	272		223.6	shape	length 272 outside measured bait band 2450-3250
A0AAV8YWH4	Arthropoda	ITPR	209		338.4	shape	length 209 outside measured bait band 2450-3250
A0AAW1A019	Arthropoda	RYR	579		0.0	shape	length 579 outside RyR bait band 4600-5400
A0AAW2F9U9	Arthropoda	RYR	729		0.0	shape	length 729 outside RyR bait band 4600-5400
A0AB34IZK4	Haptophyta	ITPR	644		49.9	shape	length 644 outside measured bait band 2450-3250
A0ABD1D1I5	Arthropoda	RYR	375		0.0	shape	length 375 outside RyR bait band 4600-5400
A0ABD1DN15	Arthropoda	RYR	353		0.0	shape	length 353 outside RyR bait band 4600-5400
A0ABD2HVE6	Nematoda	RYR	579		0.0	shape	length 579 outside RyR bait band 4600-5400
A0ABD2I7T8	Nematoda	RYR	625		0.0	shape	length 625 outside RyR bait band 4600-5400
A0ABD2J2V8	Nematoda	RYR	632		0.0	shape	length 632 outside RyR bait band 4600-5400
A0ABD2JMT0	Nematoda	RYR	560		0.0	shape	length 560 outside RyR bait band 4600-5400
A0ABD2JPI2	Nematoda	RYR	579		0.0	shape	length 579 outside RyR bait band 4600-5400
