accession	organism	vclass	class	status	contig	start	coverage	identity	family_margin	paralog_margin	assigned_via	bait	annot_gene	annot_paralog	annot_agrees
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	found_annotated	NC_140561.1	10651058	1.0	0.8696	1.0	0.2277	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR2	found_annotated	NC_140563.1	7944092	1.0	0.9952	1.0	0.3909	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR3	found_annotated	NC_140576.1	36607844	1.0	0.8974	1.0	0.3096	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	found_annotated	NC_140564.1	6255238	1.0	0.8709	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	LOC146663001		0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	found_annotated	NC_140564.1	3217572	1.0	0.8707	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	LOC146662904		0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	found_annotated	NC_140570.1	35632447	1.0	0.8068	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	found_annotated	NC_140566.1	16049127	1.0	0.7952	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC146660566		0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	found_annotated	NC_140575.1	32252661	1.0	0.6799	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC146647180		0
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	found_annotated	NC_140571.1	17665756	1.0	0.6629	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	ryr3	RYR3	1
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	RYR	found_annotated	NC_140569.1	12975652	1.0	0.5609	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	found_annotated	NC_046637.1	26724814	1.0	0.9539	1.0	0.2965	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC113130340		0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	found_annotated	NC_046637.1	20338870	1.0	0.8741	1.0	0.2306	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR2	found_annotated	NC_046638.1	22711883	1.0	0.8522	1.0	0.2853	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR3	found_annotated	NC_046639.1	18152332	1.0	0.8925	1.0	0.3076	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	found_annotated	NC_046651.1	3844311	1.0	0.8679	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	found_annotated	NC_046645.1	22753642	1.0	0.811	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	found_annotated	NC_046646.1	11619015	1.0	0.7958	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC113142532		0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	found_annotated	NC_046654.1	12253668	1.0	0.6752	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC113131570		0
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	found_annotated	NC_046656.1	16179293	1.0	0.6672	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3	RYR3	1
GCF_900324485.3	Mastacembelus armatus	Actinopteri	RYR	found_annotated	NC_046647.1	14139355	1.0	0.5546	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	found_annotated	NC_041048.1	21385608	1.0	0.9502	1.0	0.2986	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC114463175		0
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	found_annotated	NC_041048.1	34250669	1.0	0.858	1.0	0.2218	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR2	found_annotated	NC_041049.1	44940148	1.0	0.8353	1.0	0.2692	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR3	found_annotated	NC_041050.1	40257828	1.0	0.8599	1.0	0.3044	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	found_annotated	NC_041062.1	21492148	1.0	0.849	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	found_annotated	NC_041056.1	121206	1.0	0.7954	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC114474183		0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	found_annotated	NC_041057.1	4298738	1.0	0.7814	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC114475659		0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	found_annotated	NC_041065.1	24025520	1.0	0.6735	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC114456551		0
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	found_annotated	NC_041066.1	7679505	1.0	0.6576	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	ryr3	RYR3	1
GCF_900634775.2	Gouania willdenowi	Actinopteri	RYR	found_annotated	NC_041058.1	9570328	1.0	0.5437	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR1	found_annotated	NC_041411.2	75817806	1.0	0.8922	1.0	0.2388	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC127526220		0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR2	found_annotated	NC_041394.2	278386834	1.0	0.7614	1.0	0.1968	primary	A0A672UP22|ITPR2|Strigops_habroptila	itpr2	ITPR2	1
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR3	found_annotated	NC_041396.2	33265803	1.0	0.759	1.0	0.1781	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RYR	found_annotated	NC_041408.2	70825170	1.0	0.8802	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RYR	found_annotated	NC_041394.2	27348788	1.0	0.8413	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC114647909		0
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	RYR	found_annotated	NC_041409.2	33856798	1.0	0.6976	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3	RYR3	1
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	found_annotated	NC_044192.1	22530122	1.0	0.9594	1.0	0.3001	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC115582679		0
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	found_annotated	NC_044192.1	30648596	1.0	0.8683	1.0	0.2287	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR2	found_annotated	NC_044194.1	7364893	1.0	0.8605	1.0	0.2877	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_900880675.2	Sparus aurata	Actinopteri	ITPR3	found_annotated	NC_044193.1	1344013	1.0	0.9045	1.0	0.3065	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	found_annotated	NC_044206.1	5849321	1.0	0.8794	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	found_annotated	NC_044188.1	4730681	1.0	0.8067	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	found_annotated	NC_044199.1	10571040	1.0	0.7978	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC115594616		0
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	found_annotated	NC_044202.1	16703144	0.9962	0.675	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	LOC115597678		0
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	found_annotated	NC_044208.1	13096635	1.0	0.6529	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3	RYR3	1
GCF_900880675.2	Sparus aurata	Actinopteri	RYR	found_annotated	NC_044201.1	22393551	1.0	0.5661	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	found_annotated	NC_042303.1	7272640	1.0	0.9313	1.0	0.2898	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC101074739		0
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	found_annotated	NC_042303.1	17007076	1.0	0.862	1.0	0.2264	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR2	found_annotated	NC_042293.1	7118211	1.0	0.8535	1.0	0.2809	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR3	found_annotated	NC_042287.1	5634625	1.0	0.8589	1.0	1.0	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	found_annotated	NC_042295.1	13887834	1.0	0.8005	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	found_annotated	NC_042299.1	14254983	1.0	0.7926	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC101072939		0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	found_annotated	NC_042285.1	5860143	1.0	0.7934	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	found_annotated	NC_042286.1	10200686	1.0	0.6735	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC101061096		0
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	found_annotated	NC_042300.1	9850796	1.0	0.6578	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	ryr3	RYR3	1
GCF_901000725.3	Takifugu rubripes	Actinopteri	RYR	found_annotated	NC_042288.1	5114135	1.0	0.6127	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	ryr2b	RYR2	1
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR1	found_annotated	NC_042618.1	431330014	1.0	0.9033	1.0	0.2725	primary	Q14643|ITPR1|Homo_sapiens|ITPR1	ITPR1	ITPR1	1
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR2	found_annotated	NC_042618.1	286012647	1.0	0.9031	1.0	0.2524	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR3	found_annotated	NC_042626.1	19030086	0.9989	0.8694	1.0	0.2524	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	RYR	found_annotated	NC_042617.1	163141808	0.9962	0.9158	1.0	1.0	primary	A0A3Q0HBW9|RYR|Alligator_sinensis	RYR2	RYR2	1
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	RYR	found_annotated	NC_042625.1	77531090	1.0	0.8814	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR1	RYR1	1
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	RYR	found_annotated	NC_042618.1	292402913	1.0	0.6699	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR1	found_annotated	NC_043961.1	28327631	1.0	0.9665	1.0	0.3077	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1a	ITPR1	1
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR1	found_annotated	NC_043961.1	11428304	1.0	0.8709	1.0	0.2279	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR2	found_annotated	NC_043962.1	24602970	1.0	0.8477	1.0	0.2794	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR3	found_annotated	NC_043963.1	1259080	1.0	0.9065	1.0	0.3159	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RYR	found_annotated	NC_043975.1	3375132	1.0	0.8679	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	LOC115410430		0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RYR	found_annotated	NC_043969.1	44228740	1.0	0.8092	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RYR	found_annotated	NC_043970.1	28734383	1.0	0.8058	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC115433333		0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RYR	found_annotated	NC_043978.1	34649793	1.0	0.6758	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC115413408		0
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RYR	found_annotated	NC_043979.1	28766625	1.0	0.6666	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	ryr3	RYR3	1
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	RYR	found_annotated	NC_043971.1	30716996	1.0	0.5579	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR1	found_annotated	NC_043984.1	20528351	1.0	0.9567	1.0	0.2993	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC115359857		0
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR1	found_annotated	NC_043984.1	28681105	1.0	0.8723	1.0	0.2295	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR2	found_annotated	NC_043985.1	23685652	1.0	0.8612	1.0	0.2854	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR3	found_annotated	NC_043986.1	2873749	1.0	0.8947	1.0	0.3044	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_902150065.1	Myripristis murdjan	Actinopteri	RYR	found_annotated	NC_043998.1	474303	1.0	0.8854	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_902150065.1	Myripristis murdjan	Actinopteri	RYR	found_annotated	NC_043992.1	38685196	1.0	0.8181	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_902150065.1	Myripristis murdjan	Actinopteri	RYR	found_annotated	NC_043993.1	17164556	1.0	0.8005	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC115371805		0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RYR	found_annotated	NC_044001.1	19169485	1.0	0.6827	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	LOC115380742		0
GCF_902150065.1	Myripristis murdjan	Actinopteri	RYR	found_annotated	NC_044003.1	15632877	1.0	0.6693	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	ryr3	RYR3	1
GCF_902150065.1	Myripristis murdjan	Actinopteri	RYR	found_annotated	NC_043994.1	13653367	1.0	0.6606	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC115372917		0
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR1	found_annotated	NC_044060.1	5605266	1.0	0.9276	1.0	0.2857	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1a	ITPR1	1
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR1	found_annotated	NC_044060.1	17049730	1.0	0.8571	1.0	0.2217	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR2	found_annotated	NC_044056.1	24559978	1.0	0.8243	1.0	0.2629	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_902167405.1	Gadus morhua	Actinopteri	ITPR3	found_annotated	NC_044048.1	22307760	0.9978	0.8433	1.0	0.267	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_902167405.1	Gadus morhua	Actinopteri	RYR	found_annotated	NC_044065.1	21202025	1.0	0.8611	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_902167405.1	Gadus morhua	Actinopteri	RYR	found_annotated	NC_044054.1	13554953	1.0	0.7911	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC115546754		0
GCF_902167405.1	Gadus morhua	Actinopteri	RYR	found_annotated	NC_044063.1	4175822	1.0	0.8031	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_902167405.1	Gadus morhua	Actinopteri	RYR	found_annotated	NC_044052.1	10471875	1.0	0.6635	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	LOC115543879		0
GCF_902167405.1	Gadus morhua	Actinopteri	RYR	found_annotated	NC_044068.1	15925838	1.0	0.6516	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	ryr3	RYR3	1
GCF_902167405.1	Gadus morhua	Actinopteri	RYR	found_annotated	NC_044062.1	18827824	1.0	0.5467	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR1	found_annotated	NC_044500.1	49154734	1.0	0.9082	1.0	0.2708	primary	A0A8M2BDG0|itpr1a|Danio_rerio|ITPR1	itpr1a	ITPR1	1
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR1	found_annotated	NC_044500.1	43408354	1.0	0.8904	1.0	0.2408	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR2	found_annotated	NC_044507.1	7209471	1.0	0.8407	1.0	0.264	primary	A0A8M9PQQ3|itpr2|Danio_rerio|ITPR2	itpr2	ITPR2	1
GCF_902362185.1	Chanos chanos	Actinopteri	ITPR3	found_annotated	NC_044503.1	6301849	1.0	0.8376	1.0	0.2422	primary	A0A8M6Z266|itpr3|Danio_rerio|ITPR3	itpr3	ITPR3	1
GCF_902362185.1	Chanos chanos	Actinopteri	RYR	found_annotated	NC_044499.1	33162313	1.0	0.9264	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_902362185.1	Chanos chanos	Actinopteri	RYR	found_annotated	NC_044509.1	12466165	1.0	0.821	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1			0
GCF_902362185.1	Chanos chanos	Actinopteri	RYR	found_annotated	NC_044496.1	28156247	1.0	0.8162	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_902362185.1	Chanos chanos	Actinopteri	RYR	found_annotated	NC_044495.1	6275527	1.0	0.6826	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	LOC115815591		0
GCF_902362185.1	Chanos chanos	Actinopteri	RYR	found_annotated	NC_044498.1	9615361	1.0	0.6624	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr3	RYR3	1
GCF_902362185.1	Chanos chanos	Actinopteri	RYR	found_annotated	NC_044504.1	23224642	1.0	0.5531	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	ryr2b	RYR2	1
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR1	found_annotated	NC_047105.1	72962888	1.0	0.9436	1.0	0.2926	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC117507035		0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR1	found_annotated	NC_047105.1	132597615	1.0	0.848	1.0	0.213	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC117507641		0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR2	found_annotated	NC_047110.1	78434288	1.0	0.8439	1.0	0.2697	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR3	found_annotated	NC_047108.1	20766872	1.0	0.8715	1.0	0.3087	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RYR	found_annotated	NC_047120.1	4866533	0.997	0.8519	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RYR	found_annotated	NC_047106.1	132354018	1.0	0.8002	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	ryr1b	RYR1	1
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RYR	found_annotated	NC_047111.1	77629442	1.0	0.7907	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	LOC117517961		0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RYR	found_annotated	NC_047121.1	61872798	1.0	0.673	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	LOC117532313		0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RYR	found_annotated	NC_047123.1	6041542	1.0	0.6581	1.0	1.0	primary	Q92736|RYR2|Homo_sapiens|RYR2	LOC117502832		0
GCF_902500255.1	Thalassophryne amazonica	Actinopteri	RYR	found_annotated	NC_047115.1	25331699	1.0	0.5404	1.0	1.0	primary	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	LOC117523766		0
GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR1	found_annotated	NC_136578.1	21657473	1.0	0.9914	1.0	0.3334	primary	A0A8V0ZJT0|ITPR1|Gallus_gallus|ITPR1	ITPR1	ITPR1	1
GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR2	found_annotated	NC_136557.1	10427681	1.0	0.99	1.0	0.3187	primary	A0A672UP22|ITPR2|Strigops_habroptila	ITPR2	ITPR2	1
GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR3	found_annotated	NC_136566.1	3557580	1.0	0.9869	1.0	0.3937	primary	A0A8V1ACE6|ITPR3|Gallus_gallus|ITPR3	ITPR3	ITPR3	1
GCF_907165065.1	Caprimulgus europaeus	Aves	RYR	found_annotated	NC_136553.1	42147723	1.0	0.9791	1.0	1.0	primary	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	RYR2	RYR2	1
GCF_907165065.1	Caprimulgus europaeus	Aves	RYR	found_annotated	NC_136561.1	34996352	1.0	0.674	1.0	1.0	primary	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	RYR3	RYR3	1
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR1	found_annotated	NC_136624.1	33169234	1.0	0.935	1.0	0.2906	primary	A0A672IUQ7|ITPR1|Salarias_fasciatus	LOC306756986		0
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR1	found_annotated	NC_136624.1	7905067	1.0	0.8653	1.0	0.2277	unresolved:vertebrate_basal	A0A672IUQ7|ITPR1|Salarias_fasciatus	itpr1b	ITPR1	1
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR2	found_annotated	NC_136620.1	34282695	1.0	0.8535	1.0	0.2818	primary	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	itpr2	ITPR2	1
GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR3	found_annotated	NC_136622.1	8332405	1.0	0.9007	1.0	0.3145	primary	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	itpr3	ITPR3	1
GCF_933228915.1	Telmatherina bonti	Actinopteri	RYR	found_annotated	NC_136630.1	32479236	0.9988	0.8599	1.0	1.0	primary	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	ryr2a	RYR2	1
