accession	call	confidence	reason	instruments	arch_call	profile_call	profile_confidence	itpr_score	ryr_score	rel_margin	searches	source	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	source_detail	genome_accession	contig	start	end	strand	cell	cell_status	db_status	coverage	contig_spans_gene	s20_call	s20_confidence	s20_group	s20_itpr_score	s20_ryr_score	s20_rel_margin	s20_evidence	tax_domain	tax_kingdom	tax_phylum	tax_class	tax_order	tax_family	tax_genus	tax_group	plant_fungal_verdict	plant_fungal_rule
GCF_900880675.2|RYR|NC_044199.1:10571040-10618002-	RYR	high	ryr.hmm wins by 7386.6 bits (90.8% of 8137.5) over 4930 profile positions	s5_genome_sweep		RYR	high	750.9	8137.5	0.9077		S5_genome	LOC115594616		Sparus aurata					Actinopteri	Spariformes		5032										annotated_unnamed	GCF_900880675.2	NC_044199.1	10571040	10618002	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Spariformes	Sparidae	Sparus	Vertebrata		
GCF_900880675.2|RYR|NC_044202.1:16703144-16814286-	RYR	high	ryr.hmm wins by 7207.9 bits (91.0% of 7920.1) over 4910 profile positions	s5_genome_sweep		RYR	high	712.2	7920.1	0.9101		S5_genome	LOC115597678		Sparus aurata					Actinopteri	Spariformes		4937										annotated_unnamed	GCF_900880675.2	NC_044202.1	16703144	16814286	-	RYR	found_annotated	annotated_unnamed	0.9962	1								Eukaryota	Metazoa	Chordata	Actinopteri	Spariformes	Sparidae	Sparus	Vertebrata		
GCF_901000725.3|ITPR1|NC_042303.1:7272640-7316158-	ITPR	high	itpr.hmm wins by 3917.8 bits (90.6% of 4322.7) over 2636 profile positions	s5_genome_sweep		ITPR	high	4322.7	404.9	0.9063		S5_genome	LOC101074739		Takifugu rubripes					Actinopteri	Tetraodontiformes		2771										annotated_unnamed	GCF_901000725.3	NC_042303.1	7272640	7316158	-	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu	Vertebrata		
GCF_901000725.3|RYR|NC_042299.1:14254983-14290077-	RYR	high	ryr.hmm wins by 7392.1 bits (90.8% of 8138.9) over 4930 profile positions	s5_genome_sweep		RYR	high	746.8	8138.9	0.9082		S5_genome	LOC101072939		Takifugu rubripes					Actinopteri	Tetraodontiformes		5098										annotated_unnamed	GCF_901000725.3	NC_042299.1	14254983	14290077	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu	Vertebrata		
GCF_901000725.3|RYR|NC_042286.1:10200686-10264420-	RYR	high	ryr.hmm wins by 7243.6 bits (91.1% of 7952.7) over 4925 profile positions	s5_genome_sweep		RYR	high	709.1	7952.7	0.9108		S5_genome	LOC101061096		Takifugu rubripes					Actinopteri	Tetraodontiformes		4965										annotated_unnamed	GCF_901000725.3	NC_042286.1	10200686	10264420	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu	Vertebrata		
GCF_902148855.1|RYR|NC_043975.1:3375132-3618581-	RYR	high	ryr.hmm wins by 7356.0 bits (91.1% of 8074.0) over 4925 profile positions	s5_genome_sweep		RYR	high	718.0	8074.0	0.9111		S5_genome	LOC115410430		Sphaeramia orbicularis					Actinopteri	Kurtiformes		4940										annotated_unnamed	GCF_902148855.1	NC_043975.1	3375132	3618581	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Sphaeramia	Vertebrata		
GCF_902148855.1|RYR|NC_043970.1:28734383-28790510-	RYR	high	ryr.hmm wins by 7437.6 bits (91.0% of 8176.7) over 4930 profile positions	s5_genome_sweep		RYR	high	739.1	8176.7	0.9096		S5_genome	LOC115433333		Sphaeramia orbicularis					Actinopteri	Kurtiformes		5028										annotated_unnamed	GCF_902148855.1	NC_043970.1	28734383	28790510	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Sphaeramia	Vertebrata		
GCF_902148855.1|RYR|NC_043978.1:34649793-34776247-	RYR	high	ryr.hmm wins by 7258.5 bits (91.1% of 7971.4) over 4925 profile positions	s5_genome_sweep		RYR	high	712.9	7971.4	0.9106		S5_genome	LOC115413408		Sphaeramia orbicularis					Actinopteri	Kurtiformes		4903										annotated_unnamed	GCF_902148855.1	NC_043978.1	34649793	34776247	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Kurtiformes	Apogonidae	Sphaeramia	Vertebrata		
GCF_902150065.1|ITPR1|NC_043984.1:20528351-20600919-	ITPR	high	itpr.hmm wins by 3958.4 bits (90.8% of 4362.1) over 2636 profile positions	s5_genome_sweep		ITPR	high	4362.1	403.7	0.9075		S5_genome	LOC115359857		Myripristis murdjan					Actinopteri	Holocentriformes		2733										annotated_unnamed	GCF_902150065.1	NC_043984.1	20528351	20600919	-	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis	Vertebrata		
GCF_902150065.1|RYR|NC_043993.1:17164556-17223646+	RYR	high	ryr.hmm wins by 7451.3 bits (90.9% of 8197.2) over 4930 profile positions	s5_genome_sweep		RYR	high	745.9	8197.2	0.909		S5_genome	LOC115371805		Myripristis murdjan					Actinopteri	Holocentriformes		5080										annotated_unnamed	GCF_902150065.1	NC_043993.1	17164556	17223646	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis	Vertebrata		
GCF_902150065.1|RYR|NC_044001.1:19169485-19284191-	RYR	high	ryr.hmm wins by 7306.9 bits (91.0% of 8028.1) over 4925 profile positions	s5_genome_sweep		RYR	high	721.2	8028.1	0.9102		S5_genome	LOC115380742		Myripristis murdjan					Actinopteri	Holocentriformes		4921										annotated_unnamed	GCF_902150065.1	NC_044001.1	19169485	19284191	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis	Vertebrata		
GCF_902150065.1|RYR|NC_043994.1:13653367-13727258+	RYR	high	ryr.hmm wins by 6358.6 bits (89.5% of 7102.0) over 4920 profile positions	s5_genome_sweep		RYR	high	743.4	7102.0	0.8953		S5_genome	LOC115372917		Myripristis murdjan					Actinopteri	Holocentriformes		4967										annotated_unnamed	GCF_902150065.1	NC_043994.1	13653367	13727258	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis	Vertebrata		
GCF_902167405.1|RYR|NC_044054.1:13554953-13620887+	RYR	high	ryr.hmm wins by 7350.2 bits (90.8% of 8097.4) over 4925 profile positions	s5_genome_sweep		RYR	high	747.2	8097.4	0.9077		S5_genome	LOC115546754		Gadus morhua					Actinopteri	Gadiformes		5066										annotated_unnamed	GCF_902167405.1	NC_044054.1	13554953	13620887	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Vertebrata		
GCF_902167405.1|RYR|NC_044052.1:10471875-10601656-	RYR	high	ryr.hmm wins by 7126.9 bits (91.0% of 7833.7) over 4925 profile positions	s5_genome_sweep		RYR	high	706.8	7833.7	0.9098		S5_genome	LOC115543879		Gadus morhua					Actinopteri	Gadiformes		5000										annotated_unnamed	GCF_902167405.1	NC_044052.1	10471875	10601656	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Gadidae	Gadus	Vertebrata		
GCF_902362185.1|RYR|NC_044509.1:12466165-12518971-	RYR	high	ryr.hmm wins by 7483.3 bits (90.6% of 8256.5) over 4925 profile positions	s5_genome_sweep		RYR	high	773.2	8256.5	0.9064		S5_genome			Chanos chanos					Actinopteri	Gonorynchiformes		5019										genome_only	GCF_902362185.1	NC_044509.1	12466165	12518971	-	RYR	found_annotated	genome_only	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Gonorynchiformes	Chanidae	Chanos	Vertebrata		
GCF_902362185.1|RYR|NC_044495.1:6275527-6404942+	RYR	high	ryr.hmm wins by 7302.5 bits (90.9% of 8036.0) over 4925 profile positions	s5_genome_sweep		RYR	high	733.5	8036.0	0.9087		S5_genome	LOC115815591		Chanos chanos					Actinopteri	Gonorynchiformes		4923										annotated_unnamed	GCF_902362185.1	NC_044495.1	6275527	6404942	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Gonorynchiformes	Chanidae	Chanos	Vertebrata		
GCF_902500255.1|ITPR1|NC_047105.1:72962888-73240970-	ITPR	high	itpr.hmm wins by 3915.0 bits (90.5% of 4324.9) over 2636 profile positions	s5_genome_sweep		ITPR	high	4324.9	409.9	0.9052		S5_genome	LOC117507035		Thalassophryne amazonica					Actinopteri	Batrachoidiformes		2732										annotated_unnamed	GCF_902500255.1	NC_047105.1	72962888	73240970	-	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Batrachoidiformes	Batrachoididae	Thalassophryne	Vertebrata		
GCF_902500255.1|ITPR1|NC_047105.1:132597615-133107980+	ITPR	high	itpr.hmm wins by 3852.6 bits (90.8% of 4241.0) over 2636 profile positions	s5_genome_sweep		ITPR	high	4241.0	388.4	0.9084		S5_genome	LOC117507641		Thalassophryne amazonica					Actinopteri	Batrachoidiformes		2720										annotated_unnamed	GCF_902500255.1	NC_047105.1	132597615	133107980	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Batrachoidiformes	Batrachoididae	Thalassophryne	Vertebrata		
GCF_902500255.1|RYR|NC_047111.1:77629442-77831692+	RYR	high	ryr.hmm wins by 7305.4 bits (90.6% of 8062.5) over 4930 profile positions	s5_genome_sweep		RYR	high	757.1	8062.5	0.9061		S5_genome	LOC117517961		Thalassophryne amazonica					Actinopteri	Batrachoidiformes		5068										annotated_unnamed	GCF_902500255.1	NC_047111.1	77629442	77831692	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Batrachoidiformes	Batrachoididae	Thalassophryne	Vertebrata		
GCF_902500255.1|RYR|NC_047121.1:61872798-62195802+	RYR	high	ryr.hmm wins by 7139.7 bits (90.7% of 7873.5) over 4925 profile positions	s5_genome_sweep		RYR	high	733.8	7873.5	0.9068		S5_genome	LOC117532313		Thalassophryne amazonica					Actinopteri	Batrachoidiformes		4915										annotated_unnamed	GCF_902500255.1	NC_047121.1	61872798	62195802	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Batrachoidiformes	Batrachoididae	Thalassophryne	Vertebrata		
GCF_902500255.1|RYR|NC_047123.1:6041542-6336729-	RYR	high	ryr.hmm wins by 7047.8 bits (90.8% of 7758.0) over 4925 profile positions	s5_genome_sweep		RYR	high	710.2	7758.0	0.9085		S5_genome	LOC117502832		Thalassophryne amazonica					Actinopteri	Batrachoidiformes		4909										annotated_unnamed	GCF_902500255.1	NC_047123.1	6041542	6336729	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Batrachoidiformes	Batrachoididae	Thalassophryne	Vertebrata		
GCF_902500255.1|RYR|NC_047115.1:25331699-25554993+	RYR	high	ryr.hmm wins by 5963.0 bits (89.8% of 6642.0) over 4925 profile positions	s5_genome_sweep		RYR	high	679.0	6642.0	0.8978		S5_genome	LOC117523766		Thalassophryne amazonica					Actinopteri	Batrachoidiformes		4976										annotated_unnamed	GCF_902500255.1	NC_047115.1	25331699	25554993	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Batrachoidiformes	Batrachoididae	Thalassophryne	Vertebrata		
GCF_933228915.1|ITPR1|NC_136624.1:33169234-33251712-	ITPR	high	itpr.hmm wins by 3926.6 bits (90.8% of 4325.1) over 2636 profile positions	s5_genome_sweep		ITPR	high	4325.1	398.5	0.9079		S5_genome	LOC306756986		Telmatherina bonti					Actinopteri	Atheriniformes		2739										annotated_unnamed	GCF_933228915.1	NC_136624.1	33169234	33251712	-	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Telmatherinidae	Telmatherina	Vertebrata		
GCF_933228915.1|RYR|NC_136628.1:23319929-23368183+	RYR	high	ryr.hmm wins by 7389.9 bits (90.8% of 8135.4) over 4930 profile positions	s5_genome_sweep		RYR	high	745.5	8135.4	0.9084		S5_genome	LOC306761069		Telmatherina bonti					Actinopteri	Atheriniformes		5113										annotated_unnamed	GCF_933228915.1	NC_136628.1	23319929	23368183	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Telmatherinidae	Telmatherina	Vertebrata		
GCF_933228915.1|RYR|NC_136631.1:14880541-14993444+	RYR	high	ryr.hmm wins by 7263.8 bits (91.0% of 7983.4) over 4925 profile positions	s5_genome_sweep		RYR	high	719.6	7983.4	0.9099		S5_genome	LOC306772147		Telmatherina bonti					Actinopteri	Atheriniformes		4933										annotated_unnamed	GCF_933228915.1	NC_136631.1	14880541	14993444	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Telmatherinidae	Telmatherina	Vertebrata		
GCF_933228915.1|RYR|NC_136629.1:31085402-31163756-	RYR	high	ryr.hmm wins by 6087.6 bits (89.5% of 6805.8) over 4925 profile positions	s5_genome_sweep		RYR	high	718.2	6805.8	0.8945		S5_genome	LOC306762377		Telmatherina bonti					Actinopteri	Atheriniformes		4915										annotated_unnamed	GCF_933228915.1	NC_136629.1	31085402	31163756	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Telmatherinidae	Telmatherina	Vertebrata		
GCF_949152265.1|RYR|NC_136888.1:35261156-35445941+	RYR	high	ryr.hmm wins by 7196.4 bits (91.1% of 7899.8) over 4925 profile positions	s5_genome_sweep		RYR	high	703.4	7899.8	0.911		S5_genome	LOC307009684		Phoxinus phoxinus					Actinopteri	Cypriniformes		4950										annotated_unnamed	GCF_949152265.1	NC_136888.1	35261156	35445941	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Phoxinus	Vertebrata		
GCF_949606895.1|RYR|NC_136907.1:11110922-11164336-	RYR	high	ryr.hmm wins by 7319.9 bits (90.8% of 8059.6) over 4930 profile positions	s5_genome_sweep		RYR	high	739.7	8059.6	0.9082		S5_genome	LOC307017754		Notothenia rossii					Actinopteri	Perciformes		5052										annotated_unnamed	GCF_949606895.1	NC_136907.1	11110922	11164336	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Notothenia	Vertebrata		
GCF_949606895.1|RYR|NC_136905.1:67686982-67813776+	RYR	high	ryr.hmm wins by 7205.3 bits (91.0% of 7922.2) over 4925 profile positions	s5_genome_sweep		RYR	high	716.9	7922.2	0.9095		S5_genome	LOC307046252		Notothenia rossii					Actinopteri	Perciformes		4909										annotated_unnamed	GCF_949606895.1	NC_136905.1	67686982	67813776	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Nototheniidae	Notothenia	Vertebrata		
GCF_949987555.1|RYR|NC_140248.1:16824473-16887196+	RYR	high	ryr.hmm wins by 7421.8 bits (90.8% of 8176.5) over 4925 profile positions	s5_genome_sweep		RYR	high	754.7	8176.5	0.9077		S5_genome	LOC311318146		Borostomias antarcticus					Actinopteri	Stomiiformes		5068										annotated_unnamed	GCF_949987555.1	NC_140248.1	16824473	16887196	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Stomiiformes	Stomiidae	Borostomias	Vertebrata		
GCF_949987555.1|RYR|NC_140238.1:2991740-3166595-	RYR	high	ryr.hmm wins by 6228.3 bits (90.0% of 6917.9) over 4279 profile positions	s5_genome_sweep		RYR	high	689.6	6917.9	0.9003		S5_genome	LOC311309183		Borostomias antarcticus					Actinopteri	Stomiiformes		4716										annotated_unnamed	GCF_949987555.1	NC_140238.1	2991740	3166595	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Stomiiformes	Stomiidae	Borostomias	Vertebrata		
GCF_949987685.1|ITPR1|NC_137233.1:30542945-30623633+	ITPR	high	itpr.hmm wins by 3916.4 bits (90.6% of 4323.6) over 2636 profile positions	s5_genome_sweep		ITPR	high	4323.6	407.2	0.9058		S5_genome	LOC307249570		Ammodytes marinus					Actinopteri	Uranoscopiformes		2750										annotated_unnamed	GCF_949987685.1	NC_137233.1	30542945	30623633	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	Vertebrata		
GCF_949987685.1|RYR|NC_137218.1:16800881-16848414+	RYR	high	ryr.hmm wins by 7373.0 bits (91.1% of 8096.3) over 4925 profile positions	s5_genome_sweep		RYR	high	723.3	8096.3	0.9107		S5_genome	LOC307260309		Ammodytes marinus					Actinopteri	Uranoscopiformes		5053										annotated_unnamed	GCF_949987685.1	NC_137218.1	16800881	16848414	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	Vertebrata		
GCF_949987685.1|RYR|NC_137219.1:16349699-16459541-	RYR	high	ryr.hmm wins by 7190.7 bits (91.0% of 7899.8) over 4925 profile positions	s5_genome_sweep		RYR	high	709.1	7899.8	0.9102		S5_genome	LOC307261971		Ammodytes marinus					Actinopteri	Uranoscopiformes		4894										annotated_unnamed	GCF_949987685.1	NC_137219.1	16349699	16459541	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	Vertebrata		
GCF_949987685.1|RYR|NC_137215.1:10178302-10245290-	RYR	high	ryr.hmm wins by 6268.0 bits (90.1% of 6957.0) over 4925 profile positions	s5_genome_sweep		RYR	high	689.0	6957.0	0.901		S5_genome	LOC307257731		Ammodytes marinus					Actinopteri	Uranoscopiformes		4967										annotated_unnamed	GCF_949987685.1	NC_137215.1	10178302	10245290	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Uranoscopiformes	Ammodytidae	Ammodytes	Vertebrata		
GCF_951799975.1|ITPR1|NC_136871.1:26180341-26302376+	ITPR	high	itpr.hmm wins by 3912.8 bits (90.4% of 4326.6) over 2636 profile positions	s5_genome_sweep		ITPR	high	4326.6	413.8	0.9044		S5_genome	LOC306979668		Gobius niger					Actinopteri	Gobiiformes		2731										annotated_unnamed	GCF_951799975.1	NC_136871.1	26180341	26302376	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Gobius	Vertebrata		
GCF_951799975.1|RYR|NC_136862.1:18104173-18149943-	RYR	high	ryr.hmm wins by 7382.2 bits (91.0% of 8116.4) over 4925 profile positions	s5_genome_sweep		RYR	high	734.2	8116.4	0.9095		S5_genome	LOC306970759		Gobius niger					Actinopteri	Gobiiformes		5070										annotated_unnamed	GCF_951799975.1	NC_136862.1	18104173	18149943	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Gobius	Vertebrata		
GCF_951799975.1|RYR|NC_136867.1:11012248-11108914-	RYR	high	ryr.hmm wins by 7187.2 bits (91.5% of 7858.0) over 4925 profile positions	s5_genome_sweep		RYR	high	670.8	7858.0	0.9146		S5_genome	LOC306976415		Gobius niger					Actinopteri	Gobiiformes		4967										annotated_unnamed	GCF_951799975.1	NC_136867.1	11012248	11108914	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Gobius	Vertebrata		
GCF_960531495.1|ITPR1|NC_137192.1:32191630-32258801+	ITPR	high	itpr.hmm wins by 3931.8 bits (90.8% of 4329.9) over 2636 profile positions	s5_genome_sweep		ITPR	high	4329.9	398.1	0.9081		S5_genome	LOC307230239		Zeus faber					Actinopteri	Zeiformes		2733										annotated_unnamed	GCF_960531495.1	NC_137192.1	32191630	32258801	+	ITPR1	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Zeiformes	Zeidae	Zeus	Vertebrata		
GCF_960531495.1|RYR|NC_137200.1:21543446-21626961+	RYR	high	ryr.hmm wins by 7398.3 bits (90.8% of 8150.5) over 4930 profile positions	s5_genome_sweep		RYR	high	752.2	8150.5	0.9077		S5_genome	LOC307240158		Zeus faber					Actinopteri	Zeiformes		5070										annotated_unnamed	GCF_960531495.1	NC_137200.1	21543446	21626961	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Zeiformes	Zeidae	Zeus	Vertebrata		
GCF_960531495.1|RYR|NC_137198.1:16627999-16798053-	RYR	high	ryr.hmm wins by 7241.1 bits (91.1% of 7947.8) over 4925 profile positions	s5_genome_sweep		RYR	high	706.7	7947.8	0.9111		S5_genome	LOC307238880		Zeus faber					Actinopteri	Zeiformes		4919										annotated_unnamed	GCF_960531495.1	NC_137198.1	16627999	16798053	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Zeiformes	Zeidae	Zeus	Vertebrata		
GCF_960531495.1|RYR|NC_137202.1:22169376-22249067+	RYR	high	ryr.hmm wins by 6078.0 bits (89.6% of 6784.6) over 4920 profile positions	s5_genome_sweep		RYR	high	706.6	6784.6	0.8959		S5_genome	LOC307242099		Zeus faber					Actinopteri	Zeiformes		4996										annotated_unnamed	GCF_960531495.1	NC_137202.1	22169376	22249067	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Zeiformes	Zeidae	Zeus	Vertebrata		
GCF_963457635.1|RYR|NC_139803.1:1327704-1371988-	RYR	high	ryr.hmm wins by 7382.2 bits (90.9% of 8123.0) over 4930 profile positions	s5_genome_sweep		RYR	high	740.8	8123.0	0.9088		S5_genome	LOC310944761		Microchirus variegatus					Actinopteri	Pleuronectiformes		5080										annotated_unnamed	GCF_963457635.1	NC_139803.1	1327704	1371988	-	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Soleidae	Microchirus	Vertebrata		
GCF_963457635.1|RYR|NC_139822.1:16571101-16660256+	RYR	high	ryr.hmm wins by 7221.0 bits (91.1% of 7923.9) over 4925 profile positions	s5_genome_sweep		RYR	high	702.9	7923.9	0.9113		S5_genome	LOC310942645		Microchirus variegatus					Actinopteri	Pleuronectiformes		4966										annotated_unnamed	GCF_963457635.1	NC_139822.1	16571101	16660256	+	RYR	found_annotated	annotated_unnamed	1.0	1								Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Soleidae	Microchirus	Vertebrata		
GCF_963457635.1|RYR|NC_139812.1:22322218-22385398-	RYR	high	ryr.hmm wins by 6167.2 bits (89.8% of 6866.8) over 4925 profile positions	s5_genome_sweep		RYR	high	699.6	6866.8	0.8981		S5_genome	LOC310933859		Microchirus variegatus					Actinopteri	Pleuronectiformes		4954										annotated_unnamed	GCF_963457635.1	NC_139812.1	22322218	22385398	-	RYR	found_annotated	annotated_unnamed	0.9998	1								Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Soleidae	Microchirus	Vertebrata		
