accession	call	source	length	excluded_by
A0A820S2V8	RYR	S20 sweep	307	P2 not a protein-database record (S20 sweep)
A0A820UQ49	RYR	S20 sweep	258	P2 not a protein-database record (S20 sweep)
A0A820XQF7	RYR	S20 sweep	222	P2 not a protein-database record (S20 sweep)
A0A821DS33	RYR	S20 sweep	547	P2 not a protein-database record (S20 sweep)
A0A821G438	RYR	S20 sweep	253	P2 not a protein-database record (S20 sweep)
A0A821GJ39	ITPR	S20 sweep	211	P2 not a protein-database record (S20 sweep)
A0A821GNU5	RYR	S20 sweep	276	P2 not a protein-database record (S20 sweep)
A0A821IFV4	RYR	S20 sweep	319	P2 not a protein-database record (S20 sweep)
A0A821J606	ITPR	S20 sweep	221	P2 not a protein-database record (S20 sweep)
A0A821LER4	RYR	S20 sweep	203	P2 not a protein-database record (S20 sweep)
A0A833SDT0	RYR	S20 sweep	739	P2 not a protein-database record (S20 sweep)
A0A833T5R4	RYR	S20 sweep	6715	P2 not a protein-database record (S20 sweep)
A0A833W672	RYR	S20 sweep	1207	P2 not a protein-database record (S20 sweep)
A0A833WM90	RYR	S20 sweep	1335	P2 not a protein-database record (S20 sweep)
A0A834I3I9	RYR	S20 sweep	728	P2 not a protein-database record (S20 sweep)
A0A835L4F2	RYR	S20 sweep	726	P2 not a protein-database record (S20 sweep)
A0A835ZBE0	ITPR	S20 sweep	342	P2 not a protein-database record (S20 sweep)
A0A836HN39	RYR	S20 sweep	5629	P2 not a protein-database record (S20 sweep)
A0A836HTT5	RYR	S20 sweep	4912	P2 not a protein-database record (S20 sweep)
A0A836KZE9	RYR	S20 sweep	5627	P2 not a protein-database record (S20 sweep)
A0A836LIY1	RYR	S20 sweep	4979	P2 not a protein-database record (S20 sweep)
A0A8B7NT74	RYR	S20 sweep	353	P2 not a protein-database record (S20 sweep)
A0A8H7BP74	RYR	S20 sweep	1219	P2 not a protein-database record (S20 sweep)
A0A8H7S4J2	RYR	S20 sweep	1572	P2 not a protein-database record (S20 sweep)
A0A8H7S8H6	ITPR	S20 sweep	207	P2 not a protein-database record (S20 sweep)
A0A8H7VTG9	RYR	S20 sweep	634	P2 not a protein-database record (S20 sweep)
A0A8J2K119	RYR	S20 sweep	506	P2 not a protein-database record (S20 sweep)
A0A8J2KDR4	RYR	S20 sweep	252	P2 not a protein-database record (S20 sweep)
A0A8J2P8Z8	RYR	S20 sweep	271	P2 not a protein-database record (S20 sweep)
A0A8J2P9C6	RYR	S20 sweep	201	P2 not a protein-database record (S20 sweep)
A0A8J2QIQ2	RYR	S20 sweep	393	P2 not a protein-database record (S20 sweep)
A0A8J2QUF4	ITPR	S20 sweep	334	P2 not a protein-database record (S20 sweep)
A0A8J2W1F5	ITPR	S20 sweep	207	P2 not a protein-database record (S20 sweep)
A0A8J2W5N3	ITPR	S20 sweep	314	P2 not a protein-database record (S20 sweep)
A0A8J2WBG7	ITPR	S20 sweep	316	P2 not a protein-database record (S20 sweep)
A0A8J2WI84	ITPR	S20 sweep	753	P2 not a protein-database record (S20 sweep)
A0A8J4D1Q5	ITPR	S20 sweep	358	P2 not a protein-database record (S20 sweep)
A0A8J4THY7	ITPR	S20 sweep	1925	P2 not a protein-database record (S20 sweep)
A0A8J4XX82	ITPR	S20 sweep	284	P2 not a protein-database record (S20 sweep)
A0A8J5IB40	RYR	S20 sweep	927	P2 not a protein-database record (S20 sweep)
A0A8J5IQ00	RYR	S20 sweep	2584	P2 not a protein-database record (S20 sweep)
A0A8J5M9K8	RYR	S20 sweep	931	P2 not a protein-database record (S20 sweep)
A0A8J5MIQ5	ITPR	S20 sweep	948	P2 not a protein-database record (S20 sweep)
A0A8J5MNJ3	RYR	S20 sweep	415	P2 not a protein-database record (S20 sweep)
A0A8J5MTS3	RYR	S20 sweep	645	P2 not a protein-database record (S20 sweep)
A0A8J6CEB4	ITPR	S20 sweep	3716	P2 not a protein-database record (S20 sweep)
A0A8J6LL62	ITPR	S20 sweep	1630	P2 not a protein-database record (S20 sweep)
A0A8J8NDT1	ITPR	S20 sweep	267	P2 not a protein-database record (S20 sweep)
A0A8J8SVQ3	ITPR	S20 sweep	308	P2 not a protein-database record (S20 sweep)
A0A8K1CC09	RYR	S20 sweep	6335	P2 not a protein-database record (S20 sweep)
A0A8K1FAK7	RYR	S20 sweep	1330	P2 not a protein-database record (S20 sweep)
A0A8K1FLU8	RYR	S20 sweep	768	P2 not a protein-database record (S20 sweep)
A0A8S1MBK9	ITPR	S20 sweep	2780	P2 not a protein-database record (S20 sweep)
A0A8S1PY12	ITPR	S20 sweep	2020	P2 not a protein-database record (S20 sweep)
A0A8S1QHI7	ITPR	S20 sweep	2022	P2 not a protein-database record (S20 sweep)
A0A8S1V1R4	ITPR	S20 sweep	2782	P2 not a protein-database record (S20 sweep)
A0A8S1VIW9	ITPR	S20 sweep	255	P2 not a protein-database record (S20 sweep)
A0A8S1WXY2	ITPR	S20 sweep	2020	P2 not a protein-database record (S20 sweep)
A0A8S1XGV4	ITPR	S20 sweep	2021	P2 not a protein-database record (S20 sweep)
A0A8S3YGL6	ITPR	S20 sweep	1241	P2 not a protein-database record (S20 sweep)
A0A8S3ZEV8	ITPR	S20 sweep	434	P2 not a protein-database record (S20 sweep)
A0A8S3ZWK5	ITPR	S20 sweep	515	P2 not a protein-database record (S20 sweep)
A0A8S4A009	ITPR	S20 sweep	557	P2 not a protein-database record (S20 sweep)
A0A8S4EKG2	RYR	S20 sweep	975	P2 not a protein-database record (S20 sweep)
A0A8S9ZCH4	ITPR	S20 sweep	1925	P2 not a protein-database record (S20 sweep)
A0A8S9ZCN3	RYR	S20 sweep	409	P2 not a protein-database record (S20 sweep)
A0A8S9ZDV3	RYR	S20 sweep	466	P2 not a protein-database record (S20 sweep)
A0A8T0DUK0	ITPR	S20 sweep	1759	P2 not a protein-database record (S20 sweep)
A0A8T0EY77	ITPR	S20 sweep	528	P2 not a protein-database record (S20 sweep)
A0A8T1V962	RYR	S20 sweep	760	P2 not a protein-database record (S20 sweep)
A0A8T1VSH3	RYR	S20 sweep	1349	P2 not a protein-database record (S20 sweep)
A0A8T1WIY1	RYR	S20 sweep	6509	P2 not a protein-database record (S20 sweep)
A0A8T1X4A0	RYR	S20 sweep	759	P2 not a protein-database record (S20 sweep)
A0A8T1XDM5	RYR	S20 sweep	1252	P2 not a protein-database record (S20 sweep)
A0A8X6LRY3	RYR	S20 sweep	378	P2 not a protein-database record (S20 sweep)
A0A8X6NR06	RYR	S20 sweep	532	P2 not a protein-database record (S20 sweep)
A0A8X6NWT2	RYR	S20 sweep	429	P2 not a protein-database record (S20 sweep)
A0A8X6NYU2	RYR	S20 sweep	414	P2 not a protein-database record (S20 sweep)
A0A8X6P1A9	RYR	S20 sweep	389	P2 not a protein-database record (S20 sweep)
A0A8X6P641	RYR	S20 sweep	464	P2 not a protein-database record (S20 sweep)
A0A8X6P809	RYR	S20 sweep	449	P2 not a protein-database record (S20 sweep)
A0A8X6QXZ1	RYR	S20 sweep	547	P2 not a protein-database record (S20 sweep)
A0A8X6X7D5	RYR	S20 sweep	304	P2 not a protein-database record (S20 sweep)
A0A8X6X8Q5	RYR	S20 sweep	307	P2 not a protein-database record (S20 sweep)
A0A8X6XI86	RYR	S20 sweep	474	P2 not a protein-database record (S20 sweep)
A0A8X6Y093	RYR	S20 sweep	255	P2 not a protein-database record (S20 sweep)
A0A8X6Y0X6	RYR	S20 sweep	934	P2 not a protein-database record (S20 sweep)
A0A8X6Y2B3	RYR	S20 sweep	1241	P2 not a protein-database record (S20 sweep)
A0A8X7CG38	RYR	S20 sweep	934	P2 not a protein-database record (S20 sweep)
A0A914DK08	RYR	S20 sweep	637	P2 not a protein-database record (S20 sweep)
A0A914DMG3	RYR	S20 sweep	652	P2 not a protein-database record (S20 sweep)
A0A914KKD3	RYR	S20 sweep	693	P2 not a protein-database record (S20 sweep)
A0A914KKN4	RYR	S20 sweep	609	P2 not a protein-database record (S20 sweep)
A0A914LWC3	RYR	S20 sweep	838	P2 not a protein-database record (S20 sweep)
A0A914M5G0	RYR	S20 sweep	611	P2 not a protein-database record (S20 sweep)
A0A914MYR8	RYR	S20 sweep	539	P2 not a protein-database record (S20 sweep)
A0A914NCG9	ITPR	S20 sweep	459	P2 not a protein-database record (S20 sweep)
A0A914P739	RYR	S20 sweep	659	P2 not a protein-database record (S20 sweep)
A0A914PBN7	RYR	S20 sweep	297	P2 not a protein-database record (S20 sweep)
A0A914PXF8	RYR	S20 sweep	276	P2 not a protein-database record (S20 sweep)
A0A914PYN2	RYR	S20 sweep	332	P2 not a protein-database record (S20 sweep)
A0A914QBZ9	RYR	S20 sweep	301	P2 not a protein-database record (S20 sweep)
A0A914QJS9	RYR	S20 sweep	226	P2 not a protein-database record (S20 sweep)
A0A914QJT9	RYR	S20 sweep	329	P2 not a protein-database record (S20 sweep)
A0A914QJU7	RYR	S20 sweep	308	P2 not a protein-database record (S20 sweep)
A0A914QT72	RYR	S20 sweep	378	P2 not a protein-database record (S20 sweep)
A0A914RHZ4	ITPR	S20 sweep	281	P2 not a protein-database record (S20 sweep)
A0A914SFW8	RYR	S20 sweep	523	P2 not a protein-database record (S20 sweep)
A0A914UKB4	ITPR	S20 sweep	266	P2 not a protein-database record (S20 sweep)
A0A914V3I1	ITPR	S20 sweep	180	P2 not a protein-database record (S20 sweep)
A0A914V4Y0	ITPR	S20 sweep	264	P2 not a protein-database record (S20 sweep)
A0A914VIM6	ITPR	S20 sweep	450	P2 not a protein-database record (S20 sweep)
A0A914WKW8	RYR	S20 sweep	333	P2 not a protein-database record (S20 sweep)
A0A914WLS7	ITPR	S20 sweep	643	P2 not a protein-database record (S20 sweep)
A0A914WU35	RYR	S20 sweep	767	P2 not a protein-database record (S20 sweep)
A0A914WVI1	RYR	S20 sweep	792	P2 not a protein-database record (S20 sweep)
A0A914X3U9	RYR	S20 sweep	686	P2 not a protein-database record (S20 sweep)
A0A914X5A3	RYR	S20 sweep	648	P2 not a protein-database record (S20 sweep)
A0A914X5Y9	RYR	S20 sweep	643	P2 not a protein-database record (S20 sweep)
A0A914X944	RYR	S20 sweep	668	P2 not a protein-database record (S20 sweep)
A0A914XNP3	RYR	S20 sweep	439	P2 not a protein-database record (S20 sweep)
A0A914XPG3	RYR	S20 sweep	543	P2 not a protein-database record (S20 sweep)
A0A914XR48	RYR	S20 sweep	518	P2 not a protein-database record (S20 sweep)
A0A914XWC9	RYR	S20 sweep	305	P2 not a protein-database record (S20 sweep)
A0A914Y3R4	RYR	S20 sweep	538	P2 not a protein-database record (S20 sweep)
A0A914Y592	RYR	S20 sweep	216	P2 not a protein-database record (S20 sweep)
A0A914Y9W6	RYR	S20 sweep	258	P2 not a protein-database record (S20 sweep)
A0A914Z360	RYR	S20 sweep	264	P2 not a protein-database record (S20 sweep)
A0A914Z789	RYR	S20 sweep	234	P2 not a protein-database record (S20 sweep)
A0A915CLG6	RYR	S20 sweep	464	P2 not a protein-database record (S20 sweep)
A0A915IF17	RYR	S20 sweep	356	P2 not a protein-database record (S20 sweep)
A0A915J8H5	RYR	S20 sweep	395	P2 not a protein-database record (S20 sweep)
A0A915K5J2	RYR	S20 sweep	408	P2 not a protein-database record (S20 sweep)
A0A915M947	RYR	S20 sweep	716	P2 not a protein-database record (S20 sweep)
A0A915MHC6	RYR	S20 sweep	233	P2 not a protein-database record (S20 sweep)
A0A915NNR9	RYR	S20 sweep	660	P2 not a protein-database record (S20 sweep)
A0A976FJT1	RYR	S20 sweep	1239	P2 not a protein-database record (S20 sweep)
A0A979FNC8	RYR	S20 sweep	627	P2 not a protein-database record (S20 sweep)
A0A9D4DCG2	ITPR	S20 sweep	540	P2 not a protein-database record (S20 sweep)
A0A9D4JXU2	ITPR	S20 sweep	437	P2 not a protein-database record (S20 sweep)
A0A9D4R4V4	RYR	S20 sweep	882	P2 not a protein-database record (S20 sweep)
A0A9D4S8S2	ITPR	S20 sweep	293	P2 not a protein-database record (S20 sweep)
A0A9J2Q0Q8	RYR	S20 sweep	346	P2 not a protein-database record (S20 sweep)
A0A9J6GXC9	RYR	S20 sweep	547	P2 not a protein-database record (S20 sweep)
A0A9J7MP13	RYR	S20 sweep	1508	P2 not a protein-database record (S20 sweep)
A0A9N8VJR3	RYR	S20 sweep	565	P2 not a protein-database record (S20 sweep)
A0A9N8Z1A4	RYR	S20 sweep	565	P2 not a protein-database record (S20 sweep)
A0A9P0PKF3	ITPR	S20 sweep	251	P2 not a protein-database record (S20 sweep)
A0A9P4QAJ4	RYR	S20 sweep	793	P2 not a protein-database record (S20 sweep)
A0A9P6XIA7	RYR	S20 sweep	1444	P2 not a protein-database record (S20 sweep)
A0A9P6Z2N8	RYR	S20 sweep	1332	P2 not a protein-database record (S20 sweep)
A0A9R0IEQ7	RYR	S20 sweep	451	P2 not a protein-database record (S20 sweep)
A0A9W6TC91	RYR	S20 sweep	974	P2 not a protein-database record (S20 sweep)
A0A9W6TRE8	RYR	S20 sweep	6538	P2 not a protein-database record (S20 sweep)
A0A9W6TTJ9	RYR	S20 sweep	529	P2 not a protein-database record (S20 sweep)
A0A9W6WPA3	RYR	S20 sweep	761	P2 not a protein-database record (S20 sweep)
A0A9W6WUY2	RYR	S20 sweep	1298	P2 not a protein-database record (S20 sweep)
A0A9W6XLM7	RYR	S20 sweep	2045	P2 not a protein-database record (S20 sweep)
A0A9W7D744	RYR	S20 sweep	2132	P2 not a protein-database record (S20 sweep)
A0A9W7FZT2	ITPR	S20 sweep	906	P2 not a protein-database record (S20 sweep)
A0A9W7LDV6	ITPR	S20 sweep	546	P2 not a protein-database record (S20 sweep)
A0AA36BPH5	ITPR	S20 sweep	690	P2 not a protein-database record (S20 sweep)
A0AA36I397	ITPR	S20 sweep	634	P2 not a protein-database record (S20 sweep)
A0AA36J5K9	ITPR	S20 sweep	536	P2 not a protein-database record (S20 sweep)
A0AA36MM58	ITPR	S20 sweep	331	P2 not a protein-database record (S20 sweep)
A0AA38MST5	RYR	S20 sweep	531	P2 not a protein-database record (S20 sweep)
A0AA40FRU5	RYR	S20 sweep	579	P2 not a protein-database record (S20 sweep)
A0AAD1U3F3	ITPR	S20 sweep	2205	P2 not a protein-database record (S20 sweep)
A0AAD1U8G1	ITPR	S20 sweep	1035	P2 not a protein-database record (S20 sweep)
A0AAD1UQK6	ITPR	S20 sweep	1176	P2 not a protein-database record (S20 sweep)
A0AAD1X2P0	ITPR	S20 sweep	2381	P2 not a protein-database record (S20 sweep)
A0AAD1XCG6	ITPR	S20 sweep	2193	P2 not a protein-database record (S20 sweep)
A0AAD1Y5B6	ITPR	S20 sweep	2388	P2 not a protein-database record (S20 sweep)
A0AAD1Y638	ITPR	S20 sweep	847	P2 not a protein-database record (S20 sweep)
A0AAD1Y9H2	ITPR	S20 sweep	2399	P2 not a protein-database record (S20 sweep)
A0AAD3CZV5	RYR	S20 sweep	619	P2 not a protein-database record (S20 sweep)
A0AAD4MR20	RYR	S20 sweep	1425	P2 not a protein-database record (S20 sweep)
A0AAD5JM44	RYR	S20 sweep	1597	P2 not a protein-database record (S20 sweep)
A0AAD5JYY5	ITPR	S20 sweep	206	P2 not a protein-database record (S20 sweep)
A0AAD5LN67	RYR	S20 sweep	1428	P2 not a protein-database record (S20 sweep)
A0AAD5MPZ4	ITPR	S20 sweep	468	P2 not a protein-database record (S20 sweep)
A0AAD5PGF6	RYR	S20 sweep	617	P2 not a protein-database record (S20 sweep)
A0AAD5UHE2	RYR	S20 sweep	1095	P2 not a protein-database record (S20 sweep)
A0AAD7UCJ3	ITPR	S20 sweep	588	P2 not a protein-database record (S20 sweep)
A0AAD7ZNV6	RYR	S20 sweep	1022	P2 not a protein-database record (S20 sweep)
A0AAD8E2J2	ITPR	S20 sweep	366	P2 not a protein-database record (S20 sweep)
A0AAD9GU83	RYR	S20 sweep	1338	P2 not a protein-database record (S20 sweep)
A0AAD9H1S6	RYR	S20 sweep	6792	P2 not a protein-database record (S20 sweep)
A0AAD9IYC5	ITPR	S20 sweep	432	P2 not a protein-database record (S20 sweep)
A0AAD9IZ51	ITPR	S20 sweep	608	P2 not a protein-database record (S20 sweep)
A0AAD9JMW1	ITPR	S20 sweep	985	P2 not a protein-database record (S20 sweep)
A0AAD9LQ66	RYR	S20 sweep	803	P2 not a protein-database record (S20 sweep)
A0AAD9MXF7	ITPR	S20 sweep	706	P2 not a protein-database record (S20 sweep)
A0AAD9MZ34	ITPR	S20 sweep	329	P2 not a protein-database record (S20 sweep)
A0AAD9NTX9	ITPR	S20 sweep	1518	P2 not a protein-database record (S20 sweep)
A0AAD9P2H4	ITPR	S20 sweep	553	P2 not a protein-database record (S20 sweep)
A0AAD9PB47	ITPR	S20 sweep	363	P2 not a protein-database record (S20 sweep)
A0AAD9PD09	RYR	S20 sweep	407	P2 not a protein-database record (S20 sweep)
A0AAD9UIZ5	ITPR	S20 sweep	408	P2 not a protein-database record (S20 sweep)
A0AAE0BXW2	ITPR	S20 sweep	1512	P2 not a protein-database record (S20 sweep)
A0AAE0ENM3	ITPR	S20 sweep	493	P2 not a protein-database record (S20 sweep)
A0AAE0FLF0	ITPR	S20 sweep	577	P2 not a protein-database record (S20 sweep)
A0AAE0FNQ2	ITPR	S20 sweep	712	P2 not a protein-database record (S20 sweep)
A0AAE0G5L1	ITPR	S20 sweep	952	P2 not a protein-database record (S20 sweep)
A0AAE0GY33	ITPR	S20 sweep	749	P2 not a protein-database record (S20 sweep)
A0AAE0LE05	ITPR	S20 sweep	517	P2 not a protein-database record (S20 sweep)
A0AAE0LLW0	ITPR	S20 sweep	551	P2 not a protein-database record (S20 sweep)
A0AAE0ZBW1	ITPR	S20 sweep	279	P2 not a protein-database record (S20 sweep)
A0AAN0J1Y4	ITPR	S20 sweep	1215	P2 not a protein-database record (S20 sweep)
A0AAN0J3A0	ITPR	S20 sweep	836	P2 not a protein-database record (S20 sweep)
A0AAN0J412	ITPR	S20 sweep	465	P2 not a protein-database record (S20 sweep)
A0AAN0J430	ITPR	S20 sweep	454	P2 not a protein-database record (S20 sweep)
A0AAN0J471	ITPR	S20 sweep	1389	P2 not a protein-database record (S20 sweep)
A0AAN0J7M5	ITPR	S20 sweep	328	P2 not a protein-database record (S20 sweep)
A0AAN0JBY4	ITPR	S20 sweep	2294	P2 not a protein-database record (S20 sweep)
A0AAN0JFB0	ITPR	S20 sweep	377	P2 not a protein-database record (S20 sweep)
A0AAN0JNR5	ITPR	S20 sweep	1444	P2 not a protein-database record (S20 sweep)
A0AAN0JPS7	ITPR	S20 sweep	710	P2 not a protein-database record (S20 sweep)
A0AAN0JTA5	ITPR	S20 sweep	1195	P2 not a protein-database record (S20 sweep)
A0AAN0JU55	ITPR	S20 sweep	1141	P2 not a protein-database record (S20 sweep)
A0AAN0JXI1	ITPR	S20 sweep	313	P2 not a protein-database record (S20 sweep)
A0AAN0JXL1	ITPR	S20 sweep	437	P2 not a protein-database record (S20 sweep)
A0AAN0JXL2	ITPR	S20 sweep	256	P2 not a protein-database record (S20 sweep)
A0AAN0K0C5	ITPR	S20 sweep	392	P2 not a protein-database record (S20 sweep)
A0AAN0K2F2	ITPR	S20 sweep	963	P2 not a protein-database record (S20 sweep)
A0AAN0K328	ITPR	S20 sweep	1274	P2 not a protein-database record (S20 sweep)
A0AAN5CS08	ITPR	S20 sweep	350	P2 not a protein-database record (S20 sweep)
A0AAN7DMP8	RYR	S20 sweep	565	P2 not a protein-database record (S20 sweep)
A0AAN8EX18	ITPR	S20 sweep	392	P2 not a protein-database record (S20 sweep)
A0AAN8F441	RYR	S20 sweep	326	P2 not a protein-database record (S20 sweep)
A0AAN8IGM6	ITPR	S20 sweep	454	P2 not a protein-database record (S20 sweep)
A0AAN8ZYT6	RYR	S20 sweep	461	P2 not a protein-database record (S20 sweep)
A0AAQ4ED66	RYR	S20 sweep	329	P2 not a protein-database record (S20 sweep)
A0AAQ4EUL1	ITPR	S20 sweep	406	P2 not a protein-database record (S20 sweep)
A0AAQ4EV44	RYR	S20 sweep	296	P2 not a protein-database record (S20 sweep)
A0AAV0UFS0	RYR	S20 sweep	1288	P2 not a protein-database record (S20 sweep)
A0AAV0UP54	RYR	S20 sweep	1241	P2 not a protein-database record (S20 sweep)
A0AAV2HN37	ITPR	S20 sweep	289	P2 not a protein-database record (S20 sweep)
A0AAV2HN46	ITPR	S20 sweep	470	P2 not a protein-database record (S20 sweep)
A0AAV2NCI2	RYR	S20 sweep	730	P2 not a protein-database record (S20 sweep)
A0AAV2RTN1	ITPR	S20 sweep	544	P2 not a protein-database record (S20 sweep)
A0AAV2S0U1	RYR	S20 sweep	787	P2 not a protein-database record (S20 sweep)
A0AAV2YI60	RYR	S20 sweep	3159	P2 not a protein-database record (S20 sweep)
A0AAV2YK03	RYR	S20 sweep	2265	P2 not a protein-database record (S20 sweep)
A0AAV2Z892	RYR	S20 sweep	762	P2 not a protein-database record (S20 sweep)
A0AAV3ZIW7	ITPR	S20 sweep	448	P2 not a protein-database record (S20 sweep)
A0AAV4CU28	RYR	S20 sweep	525	P2 not a protein-database record (S20 sweep)
A0AAV4EFC8	ITPR	S20 sweep	389	P2 not a protein-database record (S20 sweep)
A0AAV4FIW4	ITPR	S20 sweep	386	P2 not a protein-database record (S20 sweep)
A0AAV4GNB1	RYR	S20 sweep	712	P2 not a protein-database record (S20 sweep)
A0AAV4GPH3	RYR	S20 sweep	431	P2 not a protein-database record (S20 sweep)
A0AAV4GRG2	RYR	S20 sweep	516	P2 not a protein-database record (S20 sweep)
A0AAV4IUW6	ITPR	S20 sweep	717	P2 not a protein-database record (S20 sweep)
A0AAV4UNC0	RYR	S20 sweep	647	P2 not a protein-database record (S20 sweep)
A0AAV4UNF0	RYR	S20 sweep	918	P2 not a protein-database record (S20 sweep)
A0AAV4UNH5	RYR	S20 sweep	227	P2 not a protein-database record (S20 sweep)
A0AAV5W430	ITPR	S20 sweep	602	P2 not a protein-database record (S20 sweep)
A0AAV8YTN3	ITPR	S20 sweep	272	P2 not a protein-database record (S20 sweep)
A0AAV8YWH4	ITPR	S20 sweep	209	P2 not a protein-database record (S20 sweep)
A0AAW0ET38	RYR	S20 sweep	5647	P2 not a protein-database record (S20 sweep)
A0AAW1A019	RYR	S20 sweep	579	P2 not a protein-database record (S20 sweep)
A0AAW2F9U9	RYR	S20 sweep	729	P2 not a protein-database record (S20 sweep)
A0AAW3APF8	RYR	S20 sweep	5596	P2 not a protein-database record (S20 sweep)
A0AAW3AVD0	RYR	S20 sweep	5596	P2 not a protein-database record (S20 sweep)
A0AAW3C1F6	RYR	S20 sweep	5596	P2 not a protein-database record (S20 sweep)
A0AB34IZK4	ITPR	S20 sweep	644	P2 not a protein-database record (S20 sweep)
A0ABD1D1I5	RYR	S20 sweep	375	P2 not a protein-database record (S20 sweep)
A0ABD1DN15	RYR	S20 sweep	353	P2 not a protein-database record (S20 sweep)
A0ABD2HVE6	RYR	S20 sweep	579	P2 not a protein-database record (S20 sweep)
A0ABD2I7T8	RYR	S20 sweep	625	P2 not a protein-database record (S20 sweep)
A0ABD2J2V8	RYR	S20 sweep	632	P2 not a protein-database record (S20 sweep)
A0ABD2JMT0	RYR	S20 sweep	560	P2 not a protein-database record (S20 sweep)
A0ABD2JPI2	RYR	S20 sweep	579	P2 not a protein-database record (S20 sweep)
A0ABD2KC88	RYR	S20 sweep	1592	P2 not a protein-database record (S20 sweep)
A0ABD2KIA5	RYR	S20 sweep	415	P2 not a protein-database record (S20 sweep)
A0ABD2LB18	RYR	S20 sweep	418	P2 not a protein-database record (S20 sweep)
A0ABD2QGU4	ITPR	S20 sweep	239	P2 not a protein-database record (S20 sweep)
