accession	species	group	tax_class	length	reviewed	census_call	census_confidence	gene	protein_name	seq_family	family_rel_margin	family_runner_up	itpr_bits	ryr_bits	paralog_askable	seq_paralog	paralog_rel_margin	paralog_runner_up	symbol_verdict	symbol_claim	name_verdict	name_claim	n_bait_hits	panel_reaches_claim	has_naming_pfam	n_family_pfam	arch_call	profile_call	instruments	sequence_resolved
A0AAW2FHA8	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5105	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3193	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FHC7	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5112	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9451	ITPR	175	3189	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FIC9	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5105	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3196	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FIE9	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5107	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9451	ITPR	175	3189	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FIF2	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5119	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.945	ITPR	175	3181	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FIG7	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5115	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.945	ITPR	175	3179	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FII5	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5117	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3194	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FIJ3	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5111	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3193	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FIZ8	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5107	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3191	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FJ13	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5110	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3196	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FJ28	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5115	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3195	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FJ83	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5115	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3195	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FJA3	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5115	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3194	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FJC0	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5113	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9451	ITPR	175	3189	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FJG6	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5111	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3194	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FJI2	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5132	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9449	ITPR	175	3178	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FJK4	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5118	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9451	ITPR	175	3186	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FJL4	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5100	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3195	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FJM7	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5106	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3195	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FJP1	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5118	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9451	ITPR	175	3187	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FKB5	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5128	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9448	ITPR	175	3168	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FKD1	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5096	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3194	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FKE9	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5122	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9451	ITPR	175	3189	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FKL8	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5119	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.945	ITPR	175	3181	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FKN6	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5106	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3195	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FLH5	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5100	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3195	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FLJ2	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5110	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9453	ITPR	175	3197	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FM26	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5116	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3191	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FM44	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5125	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.945	ITPR	175	3182	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FM61	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5121	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9449	ITPR	175	3175	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FMN1	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5129	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9451	ITPR	175	3186	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FMP8	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5113	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9451	ITPR	175	3190	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FMT6	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5129	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9451	ITPR	175	3185	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FMV5	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5101	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9451	ITPR	175	3190	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2FMX8	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	5096	0	RYR	high	PUN28_010669	Ryanodine receptor	RYR	0.9452	ITPR	175	3194	0	not_asked	0		placeholder		correct_paralog	RYR	38	1	1	4	RYR	RYR	both	1
A0AAW2GTD4	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	2726	0	ITPR	high	PUN28_002308	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9501	RYR	3347	167	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW2GTE3	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	2772	0	ITPR	high	PUN28_002308	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9502	RYR	3336	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW2GTE4	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	2782	0	ITPR	high	PUN28_002308	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9506	RYR	3358	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW2GTG5	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	2788	0	ITPR	high	PUN28_002308	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9503	RYR	3362	167	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW2GTH6	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	2752	0	ITPR	high	PUN28_002308	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9501	RYR	3346	167	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW2GTK2	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	2760	0	ITPR	high	PUN28_002308	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9503	RYR	3343	166	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW2GTL8	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	2770	0	ITPR	high	PUN28_002308	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9503	RYR	3363	167	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW2GTM0	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	2734	0	ITPR	high	PUN28_002308	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9501	RYR	3346	167	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW2GTM4	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	2762	0	ITPR	high	PUN28_002308	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9504	RYR	3364	167	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW2GTM6	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	2796	0	ITPR	high	PUN28_002308	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9503	RYR	3361	167	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW2GTP4	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	2800	0	ITPR	high	PUN28_002308	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9502	RYR	3355	167	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAW2GTP8	Cardiocondyla obscurior	Metazoa (non-vertebrate)	Insecta	2808	0	ITPR	high	PUN28_002308	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9502	RYR	3351	167	0	not_asked	0		placeholder		correct_paralog	ITPR	38	1	1	4	ITPR	ITPR	v4+s20	1
A0AAX6P8L0	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2701	0	ITPR	high	Itpr2	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9679	RYR	5485	176	1	ITPR2	0.3063	ITPR1	correct_paralog	ITPR2	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6PL52	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2718	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9689	RYR	5587	174	1	ITPR1	0.3218	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6PSX6	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	5034	0	RYR	high	Ryr1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9777	ITPR	180	8059	1	RYR1	0.1655	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAX6PUX3	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	5039	0	RYR	high	Ryr1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9777	ITPR	180	8074	1	RYR1	0.1677	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAX6QVE9	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2658	0	ITPR	high	Itpr3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9666	RYR	5113	171	1	ITPR3	0.318	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6QY08	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2743	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9691	RYR	5626	174	1	ITPR1	0.3304	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6QYN6	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2749	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9692	RYR	5647	174	1	ITPR1	0.3311	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6QYV8	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2709	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9687	RYR	5560	174	1	ITPR1	0.3169	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6QZT2	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2694	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9685	RYR	5521	174	1	ITPR1	0.3133	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6R209	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2734	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9689	RYR	5602	174	1	ITPR1	0.3274	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6R2S2	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2741	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9691	RYR	5630	174	1	ITPR1	0.3288	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6R3M3	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2758	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9693	RYR	5669	174	1	ITPR1	0.3348	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6RFE2	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	5040	0	RYR	high	Ryr1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9776	ITPR	180	8049	1	RYR1	0.1628	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAX6RFP9	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	5041	0	RYR	high	Ryr1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9776	ITPR	180	8045	1	RYR1	0.1625	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAX6RG68	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	5035	0	RYR	high	Ryr1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9776	ITPR	180	8037	1	RYR1	0.161	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAX6RHJ4	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	5012	0	RYR	high	Ryr1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9774	ITPR	180	7971	1	RYR1	0.1717	RYR2	correct_paralog	RYR1	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAX6RQB4	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	4869	0	RYR	high	Ryr3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	RYR	0.9645	ITPR	177	4989	1	no_call	0.0164	RYR1	correct_paralog	RYR3	correct_paralog	RYR3	38	0	1	4	RYR	RYR	both	1
A0AAX6T2I3	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2639	0	ITPR	high	Itpr2	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9671	RYR	5351	176	1	ITPR2	0.3104	ITPR1	correct_paralog	ITPR2	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6TH56	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2747	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9692	RYR	5643	174	1	ITPR1	0.3312	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6TIR7	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2757	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9693	RYR	5673	174	1	ITPR1	0.3351	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6TJD6	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2704	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9705	RYR	5519	163	1	ITPR1	0.3372	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6TKX5	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2746	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9692	RYR	5647	174	1	ITPR1	0.3317	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6TLB2	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	4910	0	RYR	high	Ryr2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	RYR	0.9824	ITPR	177	10057	1	RYR2	0.3102	RYR1	correct_paralog	RYR2	paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAX6TLC9	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2730	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9689	RYR	5603	174	1	ITPR1	0.325	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6TLF9	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2735	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9691	RYR	5627	174	1	ITPR1	0.3282	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6TLT9	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2734	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9691	RYR	5626	174	1	ITPR1	0.3279	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6TM72	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2733	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.969	RYR	5609	174	1	ITPR1	0.3323	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX6TMF3	Heterocephalus glaber (Naked mole rat)	Vertebrata	Mammalia	2742	0	ITPR	high	Itpr1	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9691	RYR	5631	174	1	ITPR1	0.3316	ITPR2	correct_paralog	ITPR1	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX7SD06	Astatotilapia calliptera (Eastern river bream) (Chromis callipterus)	Vertebrata	Actinopteri	2640	0	ITPR	high	ITPR2	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9666	RYR	5211	174	1	ITPR2	0.3638	ITPR1	correct_paralog	ITPR2	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX7SM64	Astatotilapia calliptera (Eastern river bream) (Chromis callipterus)	Vertebrata	Actinopteri	2714	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.964	RYR	4895	176	1	ITPR1	0.2253	ITPR2	absent		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX7SRS3	Astatotilapia calliptera (Eastern river bream) (Chromis callipterus)	Vertebrata	Actinopteri	2639	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9639	RYR	5176	187	1	ITPR1	0.2906	ITPR2	absent		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX7SXN8	Astatotilapia calliptera (Eastern river bream) (Chromis callipterus)	Vertebrata	Actinopteri	2703	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9662	RYR	5214	176	1	ITPR1	0.2831	ITPR2	absent		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX7SYW8	Astatotilapia calliptera (Eastern river bream) (Chromis callipterus)	Vertebrata	Actinopteri	2629	0	ITPR	high	ITPR2	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9662	RYR	5183	175	1	ITPR2	0.3647	ITPR1	correct_paralog	ITPR2	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX7T2N0	Astatotilapia calliptera (Eastern river bream) (Chromis callipterus)	Vertebrata	Actinopteri	4986	0	RYR	high		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	RYR	0.9781	ITPR	179	8191	1	RYR1	0.1636	RYR2	absent		paralog_unspecified	RYR	38	1	1	4	RYR	RYR	both	1
A0AAX7T7U4	Astatotilapia calliptera (Eastern river bream) (Chromis callipterus)	Vertebrata	Actinopteri	2729	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9663	RYR	5256	177	1	ITPR1	0.2913	ITPR2	absent		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX7T9Z2	Astatotilapia calliptera (Eastern river bream) (Chromis callipterus)	Vertebrata	Actinopteri	2717	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9632	RYR	4919	181	1	ITPR1	0.226	ITPR2	absent		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX7TGN6	Astatotilapia calliptera (Eastern river bream) (Chromis callipterus)	Vertebrata	Actinopteri	2656	0	ITPR	high	ITPR2	Inositol 1,4,5-trisphosphate receptor	ITPR	0.966	RYR	5150	175	1	ITPR2	0.3557	ITPR1	correct_paralog	ITPR2	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX7TJK0	Astatotilapia calliptera (Eastern river bream) (Chromis callipterus)	Vertebrata	Actinopteri	2621	0	ITPR	high	ITPR3	Inositol 1,4,5-trisphosphate receptor	ITPR	0.9638	RYR	4643	168	1	ITPR3	0.2854	ITPR2	correct_paralog	ITPR3	paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX7TKQ8	Astatotilapia calliptera (Eastern river bream) (Chromis callipterus)	Vertebrata	Actinopteri	2689	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.9658	RYR	5176	177	1	ITPR1	0.2788	ITPR2	absent		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
A0AAX7TKY0	Astatotilapia calliptera (Eastern river bream) (Chromis callipterus)	Vertebrata	Actinopteri	2609	0	ITPR	high		Inositol 1,4,5-trisphosphate receptor	ITPR	0.964	RYR	4921	177	1	ITPR1	0.2569	ITPR2	absent		paralog_unspecified	ITPR	38	1	1	4	ITPR	ITPR	both	1
