accession	call	confidence	reason	arch_call	symbol_class	conflict	gene	protein_name	species	taxon_id	group	kingdom	phylum	class	order	family	length	in_band	fragment	reviewed	protein_existence	in_alphafold	seed_pfams	pfams	n_itpr_arch	ryr_pfams	source
H2MBM2	ITPR	high	itpr_arch_complete	ITPR		0	LOC101155104	Inositol 1,4,5-trisphosphate receptor	Oryzias latipes (Japanese rice fish) (Japanese killifish)	8090	Vertebrata	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	2627	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2MHY4	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	itpr1b	Inositol 1,4,5-trisphosphate receptor	Oryzias latipes (Japanese rice fish) (Japanese killifish)	8090	Vertebrata	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	2664	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2MVS4	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	itpr3	Inositol 1,4,5-trisphosphate receptor	Oryzias latipes (Japanese rice fish) (Japanese killifish)	8090	Vertebrata	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	2309	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2MVY7	RYR	high	ryr_pfam=PF00622+PF02026	RYR		0		Ryanodine receptor 2b (cardiac)	Oryzias latipes (Japanese rice fish) (Japanese killifish)	8090	Vertebrata	Metazoa	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	1008	0		0	Predicted	1	PF01365;PF08709	PF00622;PF01365;PF02026;PF02815;PF08709	3	PF00622;PF02026	both
H2N3B1	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	9601	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4967	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2NGU6	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	9601	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2701	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2NMQ0	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	9601	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4865	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2NYP2	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	9601	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	5030	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2PA73	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	9601	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2758	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2QLZ4	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2727	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2QLZ5	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2700	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2QSU0	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	2677	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2R0U9	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2	Ryanodine receptor 2 (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Ty	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4913	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF13499;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2R650	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	5032	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2RCB4	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3 (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodin	Pan troglodytes (Chimpanzee)	9598	Vertebrata	Metazoa	Chordata	Mammalia	Primates	Hominidae	4865	0		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2SPX2	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	itpr2	Inositol 1,4,5-trisphosphate receptor	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	31033	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	2679	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2TJZ0	ITPR	high	itpr_arch_complete	ITPR		0	LOC101074739	Inositol 1,4,5-trisphosphate receptor	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	31033	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	2743	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2TJZ1	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	itpr1b	Inositol 1,4,5-trisphosphate receptor	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	31033	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	2728	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2TJZ4	ITPR	high	itpr_arch_complete	ITPR		0	LOC101074739	Inositol 1,4,5-trisphosphate receptor	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	31033	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	2671	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2TJZ6	ITPR	high	itpr_arch_complete	ITPR		0	LOC101074739	Inositol 1,4,5-trisphosphate receptor	Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)	31033	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	2630	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2XSF3	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Uncharacterized protein	Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis)	7719	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	5075	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2Y875	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Uncharacterized protein	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	4942	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2Y876	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 2b (cardiac)	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	5004	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2Y877	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 2b (cardiac)	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	4978	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2Y878	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Uncharacterized protein	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	4962	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2Y879	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Uncharacterized protein	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	4897	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2Y880	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Uncharacterized protein	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	4877	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2Y881	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	4811	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2Y882	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	4798	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2Y883	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3-like	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	4932	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2Y884	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	5011	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H2YYU4	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	2776	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2YYU5	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	2758	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2YYU6	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	2652	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2YYU7	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	2734	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2YYU8	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	2657	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2YYU9	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	2705	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H2YYV1	unassigned	none	itpr_arch_partial=3/5	unassigned		0		Inositol 1,4,5-trisphosphate receptor	Ciona savignyi (Pacific transparent sea squirt)	51511	Metazoa (non-vertebrate)	Metazoa	Chordata	Ascidiacea	Phlebobranchia	Cionidae	1492	0		0	Inferred from homology	0	PF01365;PF08709	PF01365;PF02815;PF08709	3		both
H3A1P5	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR1	Inositol 1,4,5-trisphosphate receptor	Latimeria chalumnae (Coelacanth)	7897	Vertebrata	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	2725	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H3ANP0	ITPR	low	itpr_arch_partial=3/5;symbol=ITPR	unassigned	ITPR	0	ITPR2	Inositol 1,4,5-trisphosphate receptor type 2	Latimeria chalumnae (Coelacanth)	7897	Vertebrata	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	1923	0		0	Predicted	0	PF01365;PF08454	PF01365;PF02815;PF08454	3		both
H3AR56	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR3	Ryanodine receptor 3	Latimeria chalumnae (Coelacanth)	7897	Vertebrata	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	3558	1		0	Predicted	0	PF01365;PF08454	PF00520;PF00622;PF01365;PF02026;PF06459;PF08454;PF21119	3	PF00622;PF02026;PF06459;PF21119	both
H3ATZ9	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR2A	Uncharacterized protein	Latimeria chalumnae (Coelacanth)	7897	Vertebrata	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	3465	1		0	Predicted	0	PF01365;PF08454	PF00520;PF00622;PF01365;PF02026;PF06459;PF08454;PF13499;PF21119	3	PF00622;PF02026;PF06459;PF21119	both
H3AWQ1	RYR	medium	ryr_pfam=PF02026	RYR		0		MIR domain-containing protein	Latimeria chalumnae (Coelacanth)	7897	Vertebrata	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	1126	0		0	Predicted	1	PF01365;PF08709	PF01365;PF02026;PF02815;PF08709	3	PF02026	both
H3AWQ2	RYR	medium	ryr_pfam=PF02026	RYR		0		MIR domain-containing protein	Latimeria chalumnae (Coelacanth)	7897	Vertebrata	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	938	0		0	Predicted	0	PF01365;PF08709	PF01365;PF02026;PF02815;PF08709	3	PF02026	both
H3B2G0	RYR	high	ryr_pfam=PF00622+PF02026	RYR		0		Ryanodine receptor 2	Latimeria chalumnae (Coelacanth)	7897	Vertebrata	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	967	0		0	Predicted	1	PF01365;PF08709	PF00622;PF01365;PF02026;PF02815;PF08709	3	PF00622;PF02026	both
H3B932	ITPR	high	itpr_arch_complete;symbol=ITPR	ITPR	ITPR	0	ITPR3	Inositol 1,4,5-trisphosphate receptor	Latimeria chalumnae (Coelacanth)	7897	Vertebrata	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	2675	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H3BGR5	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119;symbol=RYR	RYR	RYR	0	RYR1	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Latimeria chalumnae (Coelacanth)	7897	Vertebrata	Metazoa	Chordata		Coelacanthiformes	Coelacanthidae	5024	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H3BWB7	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	2662	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H3BY57	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 2b (cardiac)	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	4967	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H3C1X6	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 2b (cardiac)	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	4955	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H3C3R6	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	2663	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H3C4X6	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 2b (cardiac)	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	4950	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H3C9P0	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	2680	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H3C9T0	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	2739	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H3CDK5	unassigned	none	itpr_arch_weak=1/5	unassigned		0		RIH domain-containing protein	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	162	0		0	Predicted	1	PF01365	PF01365	1		both
H3CDP2	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	2644	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
H3CEU6	unassigned	none	itpr_arch_weak=1/5	unassigned		0		RIH domain-containing protein	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	443	0		0	Predicted	1	PF01365	PF01365	1		both
H3CF57	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 3	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	4845	0		0	Predicted	0	PF01365;PF08454;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08454;PF08709;PF21119	5	PF00622;PF02026;PF06459;PF21119	both
H3CFT0	RYR	high	ryr_pfam=PF00622+PF02026+PF06459+PF21119	RYR		0		Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-typ	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	4935	0		0	Predicted	0	PF01365;PF08709	PF00520;PF00622;PF01365;PF02026;PF02815;PF06459;PF08709;PF21119	4	PF00622;PF02026;PF06459;PF21119	both
H3CJI3	unassigned	none	itpr_arch_partial=3/5	unassigned		0		MIR domain-containing protein	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	574	0		0	Predicted	1	PF01365;PF08709	PF01365;PF02815;PF08709	3		both
H3CPG1	ITPR	high	itpr_arch_complete	ITPR		0		Inositol 1,4,5-trisphosphate receptor	Tetraodon nigroviridis (Spotted green pufferfish) (Chelonodon nigroviridis)	99883	Vertebrata	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	2699	1		0	Inferred from homology	0	PF01365;PF08454;PF08709	PF00520;PF01365;PF02815;PF08454;PF08709	5		both
