accession	call	confidence	rule	core	gene	species	taxon_id	group	phylum	class	order	length
A0A553P1H5	RYR	high	longest per species	0	TCAL_01091	Tigriopus californicus (Marine copepod)	6832	Metazoa (non-vertebrate)	Arthropoda	Copepoda	Harpacticoida	4758
A0ABN7NI84	RYR	medium	longest per species	0	TPAB3V08_LOCUS2049	Timema podura (Walking stick)	61482	Metazoa (non-vertebrate)	Arthropoda	Insecta	Phasmatodea	670
A0A183UDS7	RYR	high	longest per species	0		Toxocara canis (Canine roundworm)	6265	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	4894
A0A151IVU0	RYR	high	longest per species	0	ALC57_15864	Trachymyrmex cornetzi	471704	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5093
A0A195FCN9	RYR	high	longest per species	0	ALC56_07591	Trachymyrmex septentrionalis	34720	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5023
A0A023F678	RYR	high	longest per species	0		Triatoma infestans (Assassin bug)	30076	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5065
A0A097P7A6	RYR	high	longest per species	0		Tribolium castaneum (Red flour beetle)	7070	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	5094
A0A0V1DD79	RYR	high	longest per species	0	Rya-r44F	Trichinella britovi (Parasitic roundworm)	45882	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	5150
A0A0V0UGK5	RYR	high	longest per species	0	Rya-r44F	Trichinella murrelli	144512	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	5150
A0A0V1LTI1	RYR	high	longest per species	0	Ryr2	Trichinella nativa	6335	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	5150
A0A0V0SMI2	RYR	high	longest per species	0	Rya-r44F	Trichinella nelsoni	6336	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	5112
A0A0V1N0Y7	RYR	high	longest per species	0	Rya-r44F	Trichinella papuae	268474	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	3473
A0A0V1AFC9	RYR	high	longest per species	0	Rya-r44F	Trichinella patagoniensis	990121	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	5150
A0A0V1JF63	RYR	high	longest per species	0	Rya-r44F	Trichinella pseudospiralis (Parasitic roundworm)	6337	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	5151
A0A0V1C2E6	RYR	high	longest per species	0	Rya-r44F	Trichinella spiralis (Trichina worm)	6334	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	5115
A0A0V1HV04	RYR	high	longest per species	0	Rya-r44F	Trichinella zimbabwensis	268475	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	5064
A0AA85JZA6	RYR	high	longest per species	0		Trichobilharzia regenti (Nasal bird schistosome)	157069	Metazoa (non-vertebrate)	Platyhelminthes	Trematoda	Strigeidida	4994
A0A6H5I7I9	RYR	high	longest per species	0	TBRA_LOCUS5086	Trichogramma brassicae	86971	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5053
A0ABD2VZJ9	RYR	high	longest per species	0	TKK_018783	Trichogramma kaykai	54128	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5126
A0A232EYM9	RYR	high	longest per species	0	TSAR_011015	Trichomalopsis sarcophagae	543379	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5113
A0A8X6LRW5	RYR	high	longest per species	0	RyR	Trichonephila clavata (Joro spider) (Nephila clavata)	2740835	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	3395
A0A8X6Y091	RYR	high	longest per species	0	RyR	Trichonephila inaurata madagascariensis	2747483	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Araneae	1423
B3RK74	RYR	high	longest per species	1	TRIADDRAFT_52741	Trichoplax adhaerens (Trichoplax reptans)	10228	Metazoa (non-vertebrate)	Placozoa	Uniplacotomia	Trichoplacea	4949
A0A7E5WRJ5	RYR	high	longest per species	0	LOC113505095	Trichoplusia ni (Cabbage looper)	7111	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5114
A0AAN8EZV3	RYR	high	longest per species	0	GCK32_001814	Trichostrongylus colubriformis (Black scour worm)	6319	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	3596
A0A5S6QXR5	RYR	high	longest per species	0		Trichuris muris (Mouse whipworm)	70415	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	5075
A0A085LRI9	RYR	high	longest per species	0	M513_11549	Trichuris suis (pig whipworm)	68888	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	5145
A0A077YYK0	RYR	high	longest per species	0	TTRE_0000115801	Trichuris trichiura (Whipworm) (Trichocephalus trichiurus)	36087	Metazoa (non-vertebrate)	Nematoda	Enoplea	Trichinellida	5172
A0A1V9WZ08	RYR	high	longest per species	0	BIW11_02334	Tropilaelaps mercedesae	418985	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Mesostigmata	2990
A0A1J0I9Q3	RYR	high	longest per species	0		Tuta absoluta (South American tomato moth) (Tomato leafminer)	702717	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5121
A0ACF7J0R1	RYR	high	longest per species	0	QTP88_000316	Uroleucon formosanum	796250	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hemiptera	5101
A0ABM4AVN2	RYR	high	longest per species	0	LOC113392068	Vanessa tameamea (Kamehameha butterfly)	334116	Metazoa (non-vertebrate)	Arthropoda	Insecta	Lepidoptera	5162
A0A7M7KDA0	RYR	high	longest per species	0		Varroa destructor (Honeybee mite)	109461	Metazoa (non-vertebrate)	Arthropoda	Arachnida	Mesostigmata	5165
A0A834U2V9	RYR	high	longest per species	0	HZH68_003236	Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	3737
A0ABD2CS54	RYR	high	longest per species	0	V1477_003848	Vespula maculifrons (Eastern yellow jacket) (Wasp)	7453	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	3780
A0ABD2ABN5	RYR	high	longest per species	0	V1478_012965	Vespula squamosa (Southern yellow jacket) (Wasp)	30214	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	3780
A0A834KKM1	RYR	high	longest per species	0	HZH66_002907	Vespula vulgaris (Yellow jacket) (Wasp)	7454	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5055
A0A3P7G7P7	RYR	high	longest per species	0	WBA_LOCUS10141	Wuchereria bancrofti	6293	Metazoa (non-vertebrate)	Nematoda	Chromadorea	Rhabditida	5126
A0ABP1N951	RYR	high	longest per species	0	XYLVIOL_LOCUS2399	Xylocopa violacea (Violet carpenter bee) (Apis violacea)	135666	Metazoa (non-vertebrate)	Arthropoda	Insecta	Hymenoptera	5113
A0AA38MLI7	RYR	high	longest per species	0	Zmor_006596	Zophobas morio	2755281	Metazoa (non-vertebrate)	Arthropoda	Insecta	Coleoptera	3844
A0A1Q9CN86	RYR	low	longest per species	1	RYR1	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2951	SAR		Dinophyceae	Suessiales	9504
A0A812UDA1	RYR	low	longest per species	0	RYR1	Symbiodinium natans	878477	SAR		Dinophyceae	Suessiales	878
A0A812TWL6	RYR	low	longest per species	0	RYR1	Symbiodinium necroappetens	1628268	SAR		Dinophyceae	Suessiales	1384
A0A812J375	RYR	low	longest per species	0	RYR1	Symbiodinium pilosum (Dinoflagellate)	2952	SAR		Dinophyceae	Suessiales	224
A0A3Q1GLA0	RYR	high	longest per vertebrate order	0		Acanthochromis polyacanthus (spiny chromis)	80966	Vertebrata	Chordata	Actinopteri		5033
A0AAD8LNK0	RYR	high	longest per vertebrate order	0	RYR2	Acipenser oxyrinchus oxyrinchus	40147	Vertebrata	Chordata	Actinopteri	Acipenseriformes	4951
A0A7K6TTY8	RYR	high	longest per vertebrate order	0	Ryr2_1	Aegotheles bennettii	48278	Vertebrata	Chordata	Aves	Caprimulgiformes	4878
A0A8T3E2R4	RYR	high	longest per vertebrate order	0	AGOR_G00027850	Albula goreensis	1534307	Vertebrata	Chordata	Actinopteri	Albuliformes	5099
A0AAD7SGP1	RYR	high	longest per vertebrate order	0	AAFF_G00370470	Aldrovandia affinis	143900	Vertebrata	Chordata	Actinopteri	Notacanthiformes	5056
A0A3Q0HBM0	RYR	high	longest per vertebrate order	0	RYR2	Alligator sinensis (Chinese alligator)	38654	Vertebrata	Chordata		Crocodylia	5130
A0A3Q1CUN5	RYR	high	longest per vertebrate order	0		Amphiprion ocellaris (Clown anemonefish)	80972	Vertebrata	Chordata	Actinopteri		5078
A0A3P8T829	RYR	high	longest per vertebrate order	0		Amphiprion percula (Orange clownfish) (Lutjanus percula)	161767	Vertebrata	Chordata	Actinopteri		5072
A0ABM4ED99	RYR	high	longest per vertebrate order	0	RYR2	Apteryx mantelli (North Island brown kiwi)	2696672	Vertebrata	Chordata	Aves	Apterygiformes	4967
A0A7L1TDU0	RYR	high	longest per vertebrate order	0	Ryr2	Aramus guarauna (Limpkin) (Scolopax guarauna)	54356	Vertebrata	Chordata	Aves	Gruiformes	4899
A0ACF8G8N9	RYR	high	longest per vertebrate order	0	RYR1	Arapaima gigas (Giant arapaima) (Sudis gigas)	113544	Vertebrata	Chordata	Actinopteri	Osteoglossiformes	5070
A0A8J7NS32	RYR	high	longest per vertebrate order	0	Ryr1	Atractosteus spatula (Alligator gar) (Lepisosteus spatula)	7917	Vertebrata	Chordata	Actinopteri	Semionotiformes	5730
A0A2I4ASY3	RYR	high	longest per vertebrate order	0	LOC106514048	Austrofundulus limnaeus (Annual killifish)	52670	Vertebrata	Chordata	Actinopteri	Cyprinodontiformes	5068
A0A6J3CU09	RYR	high	longest per vertebrate order	0	RYR2	Aythya fuligula (Tufted duck) (Anas fuligula)	219594	Vertebrata	Chordata	Aves	Anseriformes	5094
A0A6P7PC10	RYR	high	longest per vertebrate order	0	ryr1b	Betta splendens (Siamese fighting fish)	158456	Vertebrata	Chordata	Actinopteri	Anabantiformes	5106
A0A7K4Z463	RYR	high	longest per vertebrate order	0	Ryr2	Bucorvus abyssinicus (Northern ground-hornbill) (Abyssinian ground-hornbill)	153643	Vertebrata	Chordata	Aves	Bucerotiformes	4923
A0A8C3JI06	RYR	high	longest per vertebrate order	0		Calidris pygmaea (Spoon-billed sandpiper)	425635	Vertebrata	Chordata	Aves	Charadriiformes	4964
A0A4W3I1N0	RYR	high	longest per vertebrate order	0	LOC103190328	Callorhinchus milii (Ghost shark)	7868	Vertebrata	Chordata	Chondrichthyes	Chimaeriformes	4982
A0ACE3BPC2	RYR	high	longest per vertebrate order	0	ACLRTB_LOCUS23085	Caretta caretta (Loggerhead sea turtle)	8467	Vertebrata	Chordata		Testudines	5005
A0A7K8N305	RYR	high	longest per vertebrate order	0	Ryr2	Casuarius casuarius (Southern cassowary) (Struthio casuarius)	8787	Vertebrata	Chordata	Aves	Casuariiformes	4915
A0A7K4ZJ48	RYR	high	longest per vertebrate order	0	Ryr2	Centropus unirufus	1118519	Vertebrata	Chordata	Aves	Cuculiformes	4916
A0A6J2UPT0	RYR	high	longest per vertebrate order	0	ryr1b	Chanos chanos (Milkfish) (Mugil chanos)	29144	Vertebrata	Chordata	Actinopteri	Gonorynchiformes	5122
A0A401T1B4	RYR	high	longest per vertebrate order	0	chiPu_0014933	Chiloscyllium punctatum (Brownbanded bambooshark) (Hemiscyllium punctatum)	137246	Vertebrata	Chordata	Chondrichthyes	Orectolobiformes	4997
A0A7K5GP07	RYR	high	longest per vertebrate order	0	Ryr2	Chunga burmeisteri (Black-legged seriema)	1352770	Vertebrata	Chordata	Aves	Cariamiformes	4908
A0A7L0B8W4	RYR	high	longest per vertebrate order	0	Ryr2	Ciconia maguari	52777	Vertebrata	Chordata	Aves	Ciconiiformes	4902
A0A7K8PTY2	RYR	high	longest per vertebrate order	0	Ryr2	Cochlearius cochlearius (Boat-billed heron)	110676	Vertebrata	Chordata	Aves	Pelecaniformes	4908
A0ABD1KI20	RYR	high	longest per vertebrate order	0	ACEWY4_005121	Coilia grayii (Gray's grenadier anchovy)	363190	Vertebrata	Chordata	Actinopteri	Clupeiformes	5415
A0A4U5V040	RYR	high	longest per vertebrate order	0	D9C73_014780	Collichthys lucidus (Big head croaker) (Sciaena lucida)	240159	Vertebrata	Chordata	Actinopteri		5052
A0A2I0MVC2	RYR	high	longest per vertebrate order	0	RYR2	Columba livia (Rock dove)	8932	Vertebrata	Chordata	Aves	Columbiformes	4959
A0A9Q1HRT6	RYR	high	longest per vertebrate order	0	COCON_G00187770	Conger conger (Conger eel) (Muraena conger)	82655	Vertebrata	Chordata	Actinopteri	Anguilliformes	5071
A0AAN8KVX8	RYR	high	longest per vertebrate order	0	J4Q44_G00340070	Coregonus suidteri	861788	Vertebrata	Chordata	Actinopteri	Salmoniformes	5117
A0A6J2QWP3	RYR	high	longest per vertebrate order	0	ryr1b	Cottoperca gobio (Frogmouth) (Aphritis gobio)	56716	Vertebrata	Chordata	Actinopteri	Perciformes	5093
A0A7K4KM52	RYR	high	longest per vertebrate order	0	Ryr2	Crypturellus soui	458187	Vertebrata	Chordata	Aves	Tinamiformes	4921
A0A8P4G6Z9	RYR	high	longest per vertebrate order	0	LOC127364044	Dicentrarchus labrax (European seabass) (Morone labrax)	13489	Vertebrata	Chordata	Actinopteri		5079
A0AC55DEI1	RYR	high	longest per vertebrate order	0	RYR2	Echinops telfairi (Lesser hedgehog tenrec)	9371	Vertebrata	Chordata	Mammalia	Afrosoricida	5082
A0AAD9DVN5	RYR	high	longest per vertebrate order	0	P4O66_011363	Electrophorus voltai	2609070	Vertebrata	Chordata	Actinopteri	Gymnotiformes	5470
A0A8J6F0J6	RYR	high	longest per vertebrate order	0	GDO78_013298	Eleutherodactylus coqui (Puerto Rican coqui)	57060	Vertebrata	Chordata	Amphibia	Anura	5055
A0A2Y9J2Y3	RYR	high	longest per vertebrate order	0	LOC111144745	Enhydra lutris kenyoni (northern sea otter)	391180	Vertebrata	Chordata	Mammalia	Carnivora	5099
A0A8C4NJ27	RYR	high	longest per vertebrate order	0		Eptatretus burgeri (Inshore hagfish)	7764	Vertebrata	Chordata	Myxini	Myxiniformes	4440
A0ABM4QH91	RYR	high	longest per vertebrate order	0	RYR1	Equus przewalskii (Przewalski's horse) (Equus caballus przewalskii)	9798	Vertebrata	Chordata	Mammalia	Perissodactyla	5040
A0A8C4T1S6	RYR	high	longest per vertebrate order	0	RYR2	Erpetoichthys calabaricus (Rope fish) (Calamoichthys calabaricus)	27687	Vertebrata	Chordata	Cladistia	Polypteriformes	4942
A0A6Q2XA40	RYR	high	longest per vertebrate order	0		Esox lucius (Northern pike)	8010	Vertebrata	Chordata	Actinopteri	Esociformes	5077
A0AA97KHJ9	RYR	high	longest per vertebrate order	0	RYR1	Eublepharis macularius (Leopard gecko) (Cyrtodactylus macularius)	481883	Vertebrata	Chordata	Lepidosauria	Squamata	5069
A0A093JJJ1	RYR	medium	longest per vertebrate order	0	N326_13211	Eurypyga helias (Sunbittern) (Ardea helias)	54383	Vertebrata	Chordata	Aves	Eurypygiformes	267
A0A7K9TAJ7	RYR	high	longest per vertebrate order	0	Ryr2	Galbula dea	1109041	Vertebrata	Chordata	Aves	Piciformes	4912
A0A8J6AML9	RYR	high	longest per vertebrate order	0	J0S82_006840	Galemys pyrenaicus (Iberian desman) (Pyrenean desman)	202257	Vertebrata	Chordata	Mammalia	Eulipotyphla	5141
A0ABM0QUY6	RYR	high	longest per vertebrate order	0	RYR1	Galeopterus variegatus (Malayan flying lemur) (Cynocephalus variegatus)	482537	Vertebrata	Chordata	Mammalia	Dermoptera	4873
A0A6P8RXT2	RYR	high	longest per vertebrate order	0	RYR1	Geotrypetes seraphini (Gaboon caecilian) (Caecilia seraphini)	260995	Vertebrata	Chordata	Amphibia	Gymnophiona	5066
A0A851Z027	RYR	high	longest per vertebrate order	0	Ryr2	Halcyon senegalensis	342381	Vertebrata	Chordata	Aves	Coraciiformes	4907
A0AAE0QZQ6	RYR	high	longest per vertebrate order	0	QTP70_027392	Hemibagrus guttatus	175788	Vertebrata	Chordata	Actinopteri	Siluriformes	6286
A0A7K9DNM1	RYR	high	longest per vertebrate order	0	Ryr2	Hemiprocne comata	243314	Vertebrata	Chordata	Aves	Apodiformes	4915
A0A7L0GLC6	RYR	high	longest per vertebrate order	0	Ryr2	Herpetotheres cachinnans (Laughing falcon) (Falco cachinnans)	56343	Vertebrata	Chordata	Aves	Falconiformes	4927
A0A3Q2YEG7	RYR	high	longest per vertebrate order	0		Hippocampus comes (Tiger tail seahorse)	109280	Vertebrata	Chordata	Actinopteri	Syngnathiformes	5000
A0A3M0KP41	RYR	high	longest per vertebrate order	0	DUI87_10295	Hirundo rustica rustica	333673	Vertebrata	Chordata	Aves	Passeriformes	4953
P21817	RYR	high	longest per vertebrate order	0	RYR1	Homo sapiens (Human)	9606	Vertebrata	Chordata	Mammalia	Primates	5038
A0AAV2LHX1	RYR	high	longest per vertebrate order	1	KC01_LOCUS28313	Knipowitschia caucasica (Caucasian dwarf goby) (Pomatoschistus caucasicus)	637954	Vertebrata	Chordata	Actinopteri	Gobiiformes	6419
A0A498N3J0	RYR	high	longest per vertebrate order	0	ROHU_036400	Labeo rohita (Indian major carp) (Cyprinus rohita)	84645	Vertebrata	Chordata	Actinopteri	Cypriniformes	5667
A0A6G0I8K0	RYR	high	longest per vertebrate order	0	D5F01_LYC13598	Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea)	215358	Vertebrata	Chordata	Actinopteri		5032
A0A4W6CQB0	RYR	high	longest per vertebrate order	0	RYR1	Lates calcarifer (Barramundi) (Holocentrus calcarifer)	8187	Vertebrata	Chordata	Actinopteri		5028
A0AAD3M965	RYR	high	longest per vertebrate order	0	AKAME5_000332500	Lates japonicus (Japanese lates)	270547	Vertebrata	Chordata	Actinopteri		4481
H3BGR5	RYR	high	longest per vertebrate order	0	RYR1	Latimeria chalumnae (Coelacanth)	7897	Vertebrata	Chordata		Coelacanthiformes	5024
A0A7K8K5K2	RYR	high	longest per vertebrate order	0	Ryr2	Lophotis ruficrista	172689	Vertebrata	Chordata	Aves	Otidiformes	4906
G3UG01	RYR	high	longest per vertebrate order	0	RYR1	Loxodonta africana (African elephant)	9785	Vertebrata	Chordata	Mammalia	Proboscidea	4982
O13054	RYR	high	longest per vertebrate order	0	RyR1	Makaira nigricans (Atlantic blue marlin)	13604	Vertebrata	Chordata	Actinopteri	Istiophoriformes	5081
A0A8C5YQC0	RYR	high	longest per vertebrate order	0	RYR1	Marmota marmota marmota (Alpine marmot)	9994	Vertebrata	Chordata	Mammalia	Rodentia	5558
A0A7N8XHN7	RYR	high	longest per vertebrate order	0		Mastacembelus armatus (zig-zag eel)	205130	Vertebrata	Chordata	Actinopteri	Synbranchiformes	5021
A0A9D3Q0Z7	RYR	high	longest per vertebrate order	0	MATL_G00121190	Megalops atlanticus (Tarpon) (Clupea gigantea)	7932	Vertebrata	Chordata	Actinopteri	Elopiformes	5086
B4XW97	RYR	high	longest per vertebrate order	0	alpha-RYR	Meleagris gallopavo (Wild turkey)	9103	Vertebrata	Chordata	Aves	Galliformes	5050
A0A8C6K6N8	RYR	high	longest per vertebrate order	0	LOC101874747	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	13146	Vertebrata	Chordata	Aves	Psittaciformes	4952
A0A8S4AVK7	RYR	high	longest per vertebrate order	0	MMEN_LOCUS5205	Menidia menidia (Atlantic silverside)	238744	Vertebrata	Chordata	Actinopteri	Atheriniformes	5087
A0AA47MC02	RYR	high	longest per vertebrate order	0	Ryr2_0	Merluccius polli (Benguela hake) (Merluccius cadenati)	89951	Vertebrata	Chordata	Actinopteri	Gadiformes	5265
A0A5F8GGE3	RYR	high	longest per vertebrate order	0	RYR2	Monodelphis domestica (Gray short-tailed opossum)	13616	Vertebrata	Chordata	Mammalia	Didelphimorphia	4900
A0A667ZI75	RYR	high	longest per vertebrate order	0	LOC115371805	Myripristis murdjan (pinecone soldierfish)	586833	Vertebrata	Chordata	Actinopteri	Holocentriformes	5082
A0A7L2GS92	RYR	high	longest per vertebrate order	0	Ryr3_1	Nyctibius grandis (Great potoo)	48427	Vertebrata	Chordata	Aves	Nyctibiiformes	4184
A0ABM4GUM2	RYR	high	longest per vertebrate order	0	RYR1	Odocoileus virginianus (White-tailed deer)	9874	Vertebrata	Chordata	Mammalia	Artiodactyla	5069
A0A091X8F0	RYR	high	longest per vertebrate order	0	N306_02740	Opisthocomus hoazin (Hoatzin) (Phasianus hoazin)	30419	Vertebrata	Chordata	Aves	Opisthocomiformes	4899
A0A6I8PHX0	RYR	high	longest per vertebrate order	0	RYR1	Ornithorhynchus anatinus (Duckbill platypus)	9258	Vertebrata	Chordata	Mammalia	Monotremata	5024
A0A8B7A406	RYR	high	longest per vertebrate order	0	RYR2	Orycteropus afer afer	1230840	Vertebrata	Chordata	Mammalia	Tubulidentata	5031
P11716	RYR	high	longest per vertebrate order	0	RYR1	Oryctolagus cuniculus (Rabbit)	9986	Vertebrata	Chordata	Mammalia	Lagomorpha	5037
A0A3B3DVI6	RYR	high	longest per vertebrate order	0		Oryzias melastigma (Marine medaka)	30732	Vertebrata	Chordata	Actinopteri	Beloniformes	4992
A0A8C8EFM0	RYR	high	longest per vertebrate order	0		Otus sunia (Oriental scops-owl)	257818	Vertebrata	Chordata	Aves	Strigiformes	4913
A0A6P7JMQ9	RYR	high	longest per vertebrate order	0	LOC114446700	Parambassis ranga (Indian glassy fish)	210632	Vertebrata	Chordata	Actinopteri		5091
A0A7L3BI79	RYR	high	longest per vertebrate order	0	Ryr2_0	Pelecanoides urinatrix (Common diving petrel) (Procellaria urinatrix)	37079	Vertebrata	Chordata	Aves	Procellariiformes	262
A0AAJ7XD62	RYR	high	longest per vertebrate order	0	LOC116953891	Petromyzon marinus (Sea lamprey)	7757	Vertebrata	Chordata	Hyperoartia	Petromyzontiformes	5168
A0A093Q3N4	RYR	high	longest per vertebrate order	0	N336_07644	Phalacrocorax carbo (Great cormorant) (Pelecanus carbo)	9209	Vertebrata	Chordata	Aves	Suliformes	2627
A0A6P5JJ00	RYR	high	longest per vertebrate order	0	RYR1	Phascolarctos cinereus (Koala)	38626	Vertebrata	Chordata	Mammalia	Diprotodontia	5051
A0AAV7MYQ2	RYR	high	longest per vertebrate order	0	NDU88_006147	Pleurodeles waltl (Iberian ribbed newt)	8319	Vertebrata	Chordata	Amphibia	Caudata	5043
A0A7L0SLC4	RYR	high	longest per vertebrate order	0	Ryr2	Podilymbus podiceps (Pied-billed grebe)	9252	Vertebrata	Chordata	Aves	Podicipediformes	4929
A0A7K5Y608	RYR	high	longest per vertebrate order	0	Ryr2	Pterocles burchelli	2585816	Vertebrata	Chordata	Aves	Pterocliformes	4927
A0A9Y6M6M8	RYR	high	longest per vertebrate order	0	ryr1b	Pundamilia nyererei	303518	Vertebrata	Chordata	Actinopteri	Cichliformes	5090
A0A3B4EP93	RYR	high	longest per vertebrate order	0		Pygocentrus nattereri (Red-bellied piranha)	42514	Vertebrata	Chordata	Actinopteri	Characiformes	4984
A0AA40L2U5	RYR	high	longest per vertebrate order	0	Ryr2	Pygoscelis papua (Gentoo penguin)	30457	Vertebrata	Chordata	Aves	Sphenisciformes	4914
