accession	organism	vclass	vorder	group	cell	copy_id	label	contig	start	end	n_informative	keys
GCF_960531495.1	Zeus faber	Actinopteri	Zeiformes	teleost	RYR	Zeus_faber|GCF_960531495.1|RYR.3	Zeus_faber|GCF_960531495.1|RYR.3	NC_137198.1	16627999	16798053	12	ACP7;ACTC1B;ARHGAP11A;BMF1;CHRM5A;CYP1C1;DNAJC17;EIF2AK4;FSIP1;GCHFR;GREM1B;THBS1A
GCF_960531495.1	Zeus faber	Actinopteri	Zeiformes	teleost	RYR	Zeus_faber|GCF_960531495.1|RYR.1	Zeus_faber|GCF_960531495.1|RYR.1	NC_137200.1	21543446	21626961	13	CXXC5A;DNAJC18;GABRR3A;GNG8;LIPI;MAP7D2A;NFRK;NRG2A;PHLDB2A;PURA;SLC22A6L;SMS;TMEM45B
GCF_960531495.1	Zeus faber	Actinopteri	Zeiformes	teleost	RYR	Zeus_faber|GCF_960531495.1|RYR.5	Zeus_faber|GCF_960531495.1|RYR.5	NC_137202.1	22169376	22249067	13	ACTN2B;BICC1A;CCSER2A;CHRM3A;ECD;FAM149B1;FMN2A;GRID1A;NDNFL;P4HA1B;RGS7A;SPARCL2;WAPL
GCF_960531495.1	Zeus faber	Actinopteri	Zeiformes	teleost	RYR	Zeus_faber|GCF_960531495.1|RYR.0	Zeus_faber|GCF_960531495.1|RYR.0	NC_137207.1	13128212	13326158	14	ACTA2;ANKRD22;CHRM3B;CYP26A1;EXOC6;FH;FMN2B;GREM2B;HHEX;JMJD1C;MTR;REEP3B;RGS7B;STAMBPL1
GCF_963457635.1	Microchirus variegatus	Actinopteri	Pleuronectiformes	teleost	ITPR1	Microchirus_variegatus|GCF_963457635.1|ITPR1.0	Microchirus_variegatus|GCF_963457635.1|ITPR1.0	NC_139805.1	30912869	31007699	9	DYRK3;IKBKE;IL10;MAPKAPK2A;RASSF5;SLC4A8;SUMF1;TTLL3;ZC3H10
GCF_963457635.1	Microchirus variegatus	Actinopteri	Pleuronectiformes	teleost	ITPR1	Microchirus_variegatus|GCF_963457635.1|ITPR1.1	Microchirus_variegatus|GCF_963457635.1|ITPR1.1	NC_139808.1	16277681	16385788	17	ARL6IP5A;ATXN7L2A;AVPR2B;BHLHE40;CAMK1G;CYB561D1;EEVS;FRMD4B;LAMB3;LRRN1;MITF;SETMAR;SYPL2A;TRNT1;USP48;ZBTB40;ZC3H11A
GCF_963457635.1	Microchirus variegatus	Actinopteri	Pleuronectiformes	teleost	ITPR2	Microchirus_variegatus|GCF_963457635.1|ITPR2.0	Microchirus_variegatus|GCF_963457635.1|ITPR2.0	NC_139809.1	28750090	28851710	16	BANP;BHLHE41;CBLN1;CES2B;CNOT1;EEA1;FBXO31;KRAS;N4BP1;PLEKHG7;RASSF8A;SLC41A2A;SSPN;WASHC4;ZNF423;ZNF469
GCF_963457635.1	Microchirus variegatus	Actinopteri	Pleuronectiformes	teleost	ITPR3	Microchirus_variegatus|GCF_963457635.1|ITPR3.0	Microchirus_variegatus|GCF_963457635.1|ITPR3.0	NC_139810.1	3750879	3795661	9	ABT1;BIRC7;GPR37L1B;HM13;MRGBP;RAD51C;SLC2A4RG;SULF2B;ZBTB46
GCF_963457635.1	Microchirus variegatus	Actinopteri	Pleuronectiformes	teleost	RYR	Microchirus_variegatus|GCF_963457635.1|RYR.2	Microchirus_variegatus|GCF_963457635.1|RYR.2	NC_139803.1	1327704	1371988	10	COL28A1B;ICA1;MIOS;MRPS12;NFRK;RPP25L;SEPTIN7B;SMS;TMEM116;TMEM45B
GCF_963457635.1	Microchirus variegatus	Actinopteri	Pleuronectiformes	teleost	RYR	Microchirus_variegatus|GCF_963457635.1|RYR.1	Microchirus_variegatus|GCF_963457635.1|RYR.1	NC_139804.1	2716201	2809133	14	AXL;DUSP14;FAM181B;IGSF9B;JAM3A;OPA3;PPP5C;PRCP;RASGRP4;SYNRG;TADA2A;TENM4;TGFB1A;THYN1
GCF_963457635.1	Microchirus variegatus	Actinopteri	Pleuronectiformes	teleost	RYR	Microchirus_variegatus|GCF_963457635.1|RYR.5	Microchirus_variegatus|GCF_963457635.1|RYR.5	NC_139812.1	22322218	22385398	10	ACTN2B;BICC1A;EIF4EBP2;GREM2B;HIF1AN;P4HA1B;PPA1B;RPS24;SAR1A;ZMIZ1A
GCF_963457635.1	Microchirus variegatus	Actinopteri	Pleuronectiformes	teleost	RYR	Microchirus_variegatus|GCF_963457635.1|RYR.4	Microchirus_variegatus|GCF_963457635.1|RYR.4	NC_139813.1	23020842	23171446	19	ABRACL;ACOT20;ACTC1A;AVEN;CHRM5B;CLU;EMC7B;FMN1;GPR176;GREM1A;HECA;KATNBL1;MAX;MTIF3;REPS1;SCARA3;SRSF5B;SUSD6;THBS1B
GCF_963457635.1	Microchirus variegatus	Actinopteri	Pleuronectiformes	teleost	RYR	Microchirus_variegatus|GCF_963457635.1|RYR.0	Microchirus_variegatus|GCF_963457635.1|RYR.0	NC_139819.1	23252640	23344907	11	ACBD4;ADGRA1A;BMS1;CCR10;CHRM3B;FMN2B;HID1B;MTR;PLAU;TDRKH;TMEM94
GCF_963457635.1	Microchirus variegatus	Actinopteri	Pleuronectiformes	teleost	RYR	Microchirus_variegatus|GCF_963457635.1|RYR.3	Microchirus_variegatus|GCF_963457635.1|RYR.3	NC_139822.1	16571101	16660256	11	ACP7;ACTC1B;ARHGAP11A;BMF1;CHRM5A;CYP1C2;EIF2AK4;FSIP1;GCHFR;GREM1B;SLC10A1
GCF_963514005.1	Raja brachyura	Chondrichthyes	Rajiformes	non_actinopterygian	ITPR1	Raja_brachyura|GCF_963514005.1|ITPR1.0	Raja_brachyura|GCF_963514005.1|ITPR1.0	NC_137376.1	32839091	33275799	11	BHLHE40;BORCS6;CAV3;EDEM1;LMCD1;RAD18;RASSF1;SEMA3H;SETMAR;SUMF1;ZMYND10
GCF_963514005.1	Raja brachyura	Chondrichthyes	Rajiformes	non_actinopterygian	ITPR2	Raja_brachyura|GCF_963514005.1|ITPR2.0	Raja_brachyura|GCF_963514005.1|ITPR2.0	NC_137379.1	41149092	41408103	11	CRADD;DNAI7;EEA1;INTS13;MRPL42;PLEKHG7;PLXNC1;RASSF8B;SOCS2;SSPN;UBE2N
GCF_963514005.1	Raja brachyura	Chondrichthyes	Rajiformes	non_actinopterygian	RYR	Raja_brachyura|GCF_963514005.1|RYR.1	Raja_brachyura|GCF_963514005.1|RYR.1	NC_137368.1	62077602	62578242	13	ADPGK2;CHRM3B;FH;FMN2B;GREM2B;HEATR1;KMO;MOCS3;MTR;NDUFAF7;OPN3;PRKD3;RGS7B
GCF_963514005.1	Raja brachyura	Chondrichthyes	Rajiformes	non_actinopterygian	RYR	Raja_brachyura|GCF_963514005.1|RYR.2	Raja_brachyura|GCF_963514005.1|RYR.2	NC_137369.1	54677968	55057091	13	ARG2;CDIN1;DPH6;EMC7B;FAM98B;FSIP1;GPR176;KATNBL1;MEIS2A;MRPL24;SPRED1;THBS1B;VTI1B
GCF_963514075.1	Conger conger	Actinopteri	Anguilliformes	teleost	ITPR1	Conger_conger|GCF_963514075.1|ITPR1.1	Conger_conger|GCF_963514075.1|ITPR1.1	NC_083773.1	15363336	15471668	11	ARL8B;BHLHE40;CAMKV;CCDC174;INKA1A;MON1A;MST1R;SEMA3F;SETMAR;TRAIP;TRNT1
GCF_963514075.1	Conger conger	Actinopteri	Anguilliformes	teleost	ITPR2	Conger_conger|GCF_963514075.1|ITPR2.0	Conger_conger|GCF_963514075.1|ITPR2.0	NC_083778.1	15108932	15186370	8	BHLHE41;INTS13;LRIG3;NR1H4;PARV;PPFIBP1B;RASSF8B;SSPN
GCF_963514075.1	Conger conger	Actinopteri	Anguilliformes	teleost	ITPR3	Conger_conger|GCF_963514075.1|ITPR3.0	Conger_conger|GCF_963514075.1|ITPR3.0	NC_083769.1	4745067	4822555	5	CRY3A;FBXW12;GPR37L1B;OARD1;PRKAR2A
GCF_963514075.1	Conger conger	Actinopteri	Anguilliformes	teleost	RYR	Conger_conger|GCF_963514075.1|RYR.3	Conger_conger|GCF_963514075.1|RYR.3	NC_083760.1	20346074	20481706	6	ACP7;ARHGAP11A;CHRM5A;EIF2AK4;FSIP1;GREM1B
GCF_963514075.1	Conger conger	Actinopteri	Anguilliformes	teleost	RYR	Conger_conger|GCF_963514075.1|RYR.0	Conger_conger|GCF_963514075.1|RYR.0	NC_083761.1	15702927	15875229	11	ARG1;DNAJC9;EXOC6;FH;FMN2B;HEATR1;HHEX;KIF11;MTR;NUDT13;P4HA1A
GCF_963514075.1	Conger conger	Actinopteri	Anguilliformes	teleost	RYR	Conger_conger|GCF_963514075.1|RYR.2	Conger_conger|GCF_963514075.1|RYR.2	NC_083766.1	52407162	52502955	6	B9D2;CBR1L;HNRNPUL1L;PPP5C;RSPH4A;SYMPK
GCF_963514075.1	Conger conger	Actinopteri	Anguilliformes	teleost	RYR	Conger_conger|GCF_963514075.1|RYR.1	Conger_conger|GCF_963514075.1|RYR.1	NC_083772.1	17585198	17688669	11	B3GNT2L;BCKDH;BICR;EHD2B;EXOSC5;MED31;OPA3;PPP1R13L;PSMD8;TMEM91;WDR81
GCF_963514085.1	Chelon labrosus	Actinopteri	Mugiliformes	teleost	ITPR1	Chelon_labrosus|GCF_963514085.1|ITPR1.1	Chelon_labrosus|GCF_963514085.1|ITPR1.1	NC_140340.1	3307422	3378273	10	ARL6IP5A;AVPR2B;BHLHE40;EEVS;FOXP1B;FRMD4B;LRRN1;MITF;SETMAR;TRNT1
GCF_963514085.1	Chelon labrosus	Actinopteri	Mugiliformes	teleost	ITPR1	Chelon_labrosus|GCF_963514085.1|ITPR1.0	Chelon_labrosus|GCF_963514085.1|ITPR1.0	NC_140340.1	6279721	6356852	10	ATF1;ATF7B;DIP2B;DTX3L;ESYT1B;SCN8A;SLC4A8;SUMF1;TTLL3;ZC3H10
GCF_963514085.1	Chelon labrosus	Actinopteri	Mugiliformes	teleost	ITPR2	Chelon_labrosus|GCF_963514085.1|ITPR2.0	Chelon_labrosus|GCF_963514085.1|ITPR2.0	NC_140344.1	18806349	18856708	17	BANP;BHLHE41;BMAL2;C1QTNF13;CES2B;EEA1;FBXO31;KRAS;NR1H4;NUDT4A;PLEKHG7;PPFIBP1B;RASSF8A;SLC17A8;SSPN;UBE2N;ZNF469
GCF_963514085.1	Chelon labrosus	Actinopteri	Mugiliformes	teleost	ITPR3	Chelon_labrosus|GCF_963514085.1|ITPR3.0	Chelon_labrosus|GCF_963514085.1|ITPR3.0	NC_140360.1	814722	872905	6	ABT1;CDK16;GPR37L1B;GRM6A;RAD51C;TSR2
GCF_963514085.1	Chelon labrosus	Actinopteri	Mugiliformes	teleost	RYR	Chelon_labrosus|GCF_963514085.1|RYR.1	Chelon_labrosus|GCF_963514085.1|RYR.1	NC_140346.1	25892117	25948220	11	AXL;B3GNT2L;BCKDH;BICR;EXOSC5;HNRNPUL1;NAPA;OPA3;PPP1R13L;RASGRP4;TMEM91
GCF_963514085.1	Chelon labrosus	Actinopteri	Mugiliformes	teleost	RYR	Chelon_labrosus|GCF_963514085.1|RYR.4	Chelon_labrosus|GCF_963514085.1|RYR.4	NC_140347.1	17805812	17914601	17	ABRACL;ACTC1A;AVEN;CHRM5B;EMC7B;FMN1;GPR176;GREM1A;HECA;KATNBL1;REPS1;SCARA3;SCG5;SLC10A1;SRSF5B;SUSD6;THBS1B
GCF_963514085.1	Chelon labrosus	Actinopteri	Mugiliformes	teleost	RYR	Chelon_labrosus|GCF_963514085.1|RYR.5	Chelon_labrosus|GCF_963514085.1|RYR.5	NC_140348.1	10890508	10953077	12	ACTN2B;BICC1A;CCSER2A;CHRM3A;DNAJC9;ECD;FAM149B1;FMN2A;NDNFL;P4HA1B;RGS7A;SPARCL2
GCF_963514085.1	Chelon labrosus	Actinopteri	Mugiliformes	teleost	RYR	Chelon_labrosus|GCF_963514085.1|RYR.2	Chelon_labrosus|GCF_963514085.1|RYR.2	NC_140350.1	1715631	1758909	12	BRD8A;CXXC5A;DNAJC18;GABRR3A;GNG8;MAP7D2A;NFRK;NRG2A;PHLDB2A;PURA;SMS;TMEM45B
GCF_963514085.1	Chelon labrosus	Actinopteri	Mugiliformes	teleost	RYR	Chelon_labrosus|GCF_963514085.1|RYR.0	Chelon_labrosus|GCF_963514085.1|RYR.0	NC_140352.1	25295899	25548857	15	ADOA;BMS1;CHRM3B;CYP26A1;EGR2B;EXOC6;FMN2B;HHEX;JMJD1C;LRRC45;MTR;NRBF2B;REEP3B;TMEM67;TRUB1
GCF_963514085.1	Chelon labrosus	Actinopteri	Mugiliformes	teleost	RYR	Chelon_labrosus|GCF_963514085.1|RYR.3	Chelon_labrosus|GCF_963514085.1|RYR.3	NC_140353.1	14894973	15000759	11	ACP7;ACTC1B;ARHGAP11A;BMF1;CHRM5A;CYP1C1;DNAJC17;EIF2AK4;FSIP1;GREM1B;THBS1A
GCF_963921795.1	Nannobrachium achirus	Actinopteri	Myctophiformes	teleost	ITPR1	Nannobrachium_achirus|GCF_963921795.1|ITPR1.0	Nannobrachium_achirus|GCF_963921795.1|ITPR1.0	NC_137815.1	18763993	18938264	10	CAMK1G;CCDC174;CHD6;CRBN;FGD5B;MKRN2;MKRN2OS;TATDN2;TSEN2;VHL
GCF_963921795.1	Nannobrachium achirus	Actinopteri	Myctophiformes	teleost	ITPR1	Nannobrachium_achirus|GCF_963921795.1|ITPR1.1	Nannobrachium_achirus|GCF_963921795.1|ITPR1.1	NC_137815.1	61537762	61706367	16	ARL6IP5A;ARL8B;AVPR2B;BHLHE40;CAMKV;EIF4E3;FOXP1B;FRMD4B;LRRN1;MITF;MON1A;MST1R;SEMA3F;SETMAR;TRAIP;TRNT1
GCF_963921795.1	Nannobrachium achirus	Actinopteri	Myctophiformes	teleost	ITPR2	Nannobrachium_achirus|GCF_963921795.1|ITPR2.1	Nannobrachium_achirus|GCF_963921795.1|ITPR2.1	NC_137820.1	24316068	24408939	13	BANP;BHLHE41;C1QTNF13;EEA1;KRAS;NR1H4;NUDT4A;PLEKHG7;RASSF8A;SLC17A8;SSPN;UBE2N;ZNF469
GCF_963921795.1	Nannobrachium achirus	Actinopteri	Myctophiformes	teleost	ITPR2	Nannobrachium_achirus|GCF_963921795.1|ITPR2.0	Nannobrachium_achirus|GCF_963921795.1|ITPR2.0	NC_137820.1	24690447	24830527	10	ASCL1B;EEA1;IRF7;LDLRAD3;LRRC56;NUDT4A;PHRF1;PLEKHG7;RASSF7A;TRIM44
GCF_963921795.1	Nannobrachium achirus	Actinopteri	Myctophiformes	teleost	ITPR3	Nannobrachium_achirus|GCF_963921795.1|ITPR3.0	Nannobrachium_achirus|GCF_963921795.1|ITPR3.0	NC_137818.1	4696839	4838858	7	EDEM2;ELK1;GRIPAP1;PLXNA3;PTPN18;RFC2;USP11
GCF_963921795.1	Nannobrachium achirus	Actinopteri	Myctophiformes	teleost	RYR	Nannobrachium_achirus|GCF_963921795.1|RYR.2	Nannobrachium_achirus|GCF_963921795.1|RYR.2	NC_137817.1	48029742	48190243	12	ARAP1;CUL3B;EXOSC5;FAM124B;HNRNPUL1;MMP28;OPA3;PDE2A;PPP1R13L;RASGRP4;STARD10;TMEM91
GCF_963921795.1	Nannobrachium achirus	Actinopteri	Myctophiformes	teleost	RYR	Nannobrachium_achirus|GCF_963921795.1|RYR.4	Nannobrachium_achirus|GCF_963921795.1|RYR.4	NC_137823.1	61846439	62232966	10	AVEN;CHRM5B;EMC7B;GPR176;KATNBL1;MGAT2;RPS29;SIPA1L1;SUSD6;THBS1B
GCF_963921795.1	Nannobrachium achirus	Actinopteri	Myctophiformes	teleost	RYR	Nannobrachium_achirus|GCF_963921795.1|RYR.0	Nannobrachium_achirus|GCF_963921795.1|RYR.0	NC_137825.1	41026776	41319201	10	CHRM3B;CPPED1;ERCC4;EXOC6;FMN2B;GREM2B;HHEX;MRTFB;SHISA9A;SNX29
GCF_963921795.1	Nannobrachium achirus	Actinopteri	Myctophiformes	teleost	RYR	Nannobrachium_achirus|GCF_963921795.1|RYR.1	Nannobrachium_achirus|GCF_963921795.1|RYR.1	NC_137826.1	11084500	11226820	9	AP2B1;BCKDK;GNG8;NFRK;ORAI2;PHLDB2A;RPS14;SMS;TMEM45B
GCF_963921795.1	Nannobrachium achirus	Actinopteri	Myctophiformes	teleost	RYR	Nannobrachium_achirus|GCF_963921795.1|RYR.3	Nannobrachium_achirus|GCF_963921795.1|RYR.3	NC_137827.1	19581930	19924050	11	ACP7;CHRM5A;DLST;ESRR;GPX2;IFT43;PROX2;RPS6KL1;TGFB3;THBS1A;TTLL5
GCF_963921795.1	Nannobrachium achirus	Actinopteri	Myctophiformes	teleost	RYR	Nannobrachium_achirus|GCF_963921795.1|RYR.5	Nannobrachium_achirus|GCF_963921795.1|RYR.5	NC_137833.1	37052043	37196103	13	ACTN2B;BICC1A;CCSER2A;CHRM3A;ECD;FAM149B1;FMN2A;GRID1A;NDNFL;P4HA1B;PHYHIPL;SLC16A9A;SPARCL2
GCF_963921805.1	Phalacrocorax carbo	Aves	Suliformes	non_actinopterygian	ITPR1	Phalacrocorax_carbo|GCF_963921805.1|ITPR1.0	Phalacrocorax_carbo|GCF_963921805.1|ITPR1.0	NC_087518.1	2424633	2597872	16	ARL8B;BHLHE40;CAV3;CHL1;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SSUH2;SUMF1;TRNT1
GCF_963921805.1	Phalacrocorax carbo	Aves	Suliformes	non_actinopterygian	ITPR2	Phalacrocorax_carbo|GCF_963921805.1|ITPR2.0	Phalacrocorax_carbo|GCF_963921805.1|ITPR2.0	NC_087513.1	75428417	75704457	18	BHLHE41;BMAL2;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LDHB;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SSPN;STK38L;TM7SF3
GCF_963921805.1	Phalacrocorax carbo	Aves	Suliformes	non_actinopterygian	ITPR3	Phalacrocorax_carbo|GCF_963921805.1|ITPR3.0	Phalacrocorax_carbo|GCF_963921805.1|ITPR3.0	NC_087535.1	3775828	3822746	13	APOBEC2;BAK1;GRM4;HMGA1;IP6K3;LEMD2;MLN;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SMIM29
GCF_963921805.1	Phalacrocorax carbo	Aves	Suliformes	non_actinopterygian	RYR	Phalacrocorax_carbo|GCF_963921805.1|RYR.0	Phalacrocorax_carbo|GCF_963921805.1|RYR.0	NC_087515.1	7381110	7826799	20	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7;WDR64
GCF_963921805.1	Phalacrocorax carbo	Aves	Suliformes	non_actinopterygian	RYR	Phalacrocorax_carbo|GCF_963921805.1|RYR.1	Phalacrocorax_carbo|GCF_963921805.1|RYR.1	NC_087521.1	3205968	3459896	19	ARHGAP11A;AVEN;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCF_963989245.1	Nansenia antarctica	Actinopteri	Argentiniformes	teleost	ITPR1	Nansenia_antarctica|GCF_963989245.1|ITPR1.1	Nansenia_antarctica|GCF_963989245.1|ITPR1.1	NC_137685.1	6488077	6605936	10	ARL8B;BCDIN3D;BHLHE40;CAMKV;CERS5;MON1A;MST1R;SEMA3F;SETMAR;TRAIP
GCF_963989245.1	Nansenia antarctica	Actinopteri	Argentiniformes	teleost	ITPR1	Nansenia_antarctica|GCF_963989245.1|ITPR1.0	Nansenia_antarctica|GCF_963989245.1|ITPR1.0	NC_137691.1	5023441	5153498	8	ATF1;DIP2B;DTX3L;ESYT1B;FAIM2B;SLC4A8;SUMF1;ZC3H10
GCF_963989245.1	Nansenia antarctica	Actinopteri	Argentiniformes	teleost	ITPR2	Nansenia_antarctica|GCF_963989245.1|ITPR2.0	Nansenia_antarctica|GCF_963989245.1|ITPR2.0	NC_137684.1	13324657	13421600	17	BANP;BHLHE41;C1QTNF13;EEA1;FANCI;FBXO31;KRAS;NR1H4;NUDT4A;PDCD2L;PLEKHG7;POLG;RASSF8A;SLC17A8;SSPN;UBE2N;ZNF469
GCF_963989245.1	Nansenia antarctica	Actinopteri	Argentiniformes	teleost	ITPR3	Nansenia_antarctica|GCF_963989245.1|ITPR3.0	Nansenia_antarctica|GCF_963989245.1|ITPR3.0	NC_137676.1	11830550	11873691	8	GPR37L1B;HM13;KLHDC8B;LAMB2;LAMB2L;SNX21;TNNC2;USP19
GCF_963989245.1	Nansenia antarctica	Actinopteri	Argentiniformes	teleost	RYR	Nansenia_antarctica|GCF_963989245.1|RYR.3	Nansenia_antarctica|GCF_963989245.1|RYR.3	NC_137674.1	32101185	32305976	10	ACP7;ACTC1B;ARHGAP11A;BMF1;CHRM5A;EIF2AK4;FSIP1;GCHFR;GREM1B;THBS1A
GCF_963989245.1	Nansenia antarctica	Actinopteri	Argentiniformes	teleost	RYR	Nansenia_antarctica|GCF_963989245.1|RYR.4	Nansenia_antarctica|GCF_963989245.1|RYR.4	NC_137674.1	59971526	60103767	17	ACOT20;ACTC1A;AVEN;BCL11B;CCDC85C;CCNK;CHRM5B;EMC7B;FMN1;GPR176;GREM1A;ISM2B;KATNBL1;SCG5;SPTLC2B;SUSD6;THBS1B
GCF_963989245.1	Nansenia antarctica	Actinopteri	Argentiniformes	teleost	RYR	Nansenia_antarctica|GCF_963989245.1|RYR.2	Nansenia_antarctica|GCF_963989245.1|RYR.2	NC_137674.1	101847335	101924039	11	ABHD15A;ACTN2B;AIPL1;BICC1A;CHRM3A;CPDA;CRYBA1A;CRYBB1L3;EXO5;GOSR1;TRARG1A
GCF_963989245.1	Nansenia antarctica	Actinopteri	Argentiniformes	teleost	RYR	Nansenia_antarctica|GCF_963989245.1|RYR.5	Nansenia_antarctica|GCF_963989245.1|RYR.5	NC_137681.1	2312462	2403004	12	CHRM3B;CYP26A1;DNTTIP2;EXOC6;FH;FMN2B;GREM2B;HHEX;MTR;REEP3B;RGS7B;SYDE1
GCF_963989245.1	Nansenia antarctica	Actinopteri	Argentiniformes	teleost	RYR	Nansenia_antarctica|GCF_963989245.1|RYR.1	Nansenia_antarctica|GCF_963989245.1|RYR.1	NC_137687.1	15761957	15905365	15	ATG16L2;AXL;BCKDH;BICR;EHD2B;EXOSC5;NAPA;OPA3;PPP1R13L;PPP5C;PSMD8;RASGRP4;TGFB1A;TMEM91;WDR62
GCF_963989245.1	Nansenia antarctica	Actinopteri	Argentiniformes	teleost	RYR	Nansenia_antarctica|GCF_963989245.1|RYR.0	Nansenia_antarctica|GCF_963989245.1|RYR.0	NC_137693.1	6868225	6938864	8	B9D2;CBR1L;CCDC90B;HNRNPUL1L;NCBP3;PCF11;RAP1GAP2B;SMS
GCF_964187855.1	Myxine glutinosa	Myxini	Myxiniformes	non_actinopterygian	ITPR1	Myxine_glutinosa|GCF_964187855.1|ITPR1.0	Myxine_glutinosa|GCF_964187855.1|ITPR1.0	NC_136261.1	297520938	297891384	5	NUDT3;PSMA5;TBC1D30;TMEM115;UQCC2
GCF_964187855.1	Myxine glutinosa	Myxini	Myxiniformes	non_actinopterygian	ITPR1	Myxine_glutinosa|GCF_964187855.1|ITPR1.1	Myxine_glutinosa|GCF_964187855.1|ITPR1.1	NC_136264.1	122839381	123519227	7	BICD2;CACNA2D3;CCDC22;CHDH;FBXO7;IPO9;WASHC1
GCF_964187855.1	Myxine glutinosa	Myxini	Myxiniformes	non_actinopterygian	ITPR1	Myxine_glutinosa|GCF_964187855.1|ITPR1.2	Myxine_glutinosa|GCF_964187855.1|ITPR1.2	NC_136272.1	86116883	86302368	7	BHLHE40;EDEM1;EFCAB10;KICS2;RTCB;SSPN;THUMPD3
GCF_964187855.1	Myxine glutinosa	Myxini	Myxiniformes	non_actinopterygian	RYR	Myxine_glutinosa|GCF_964187855.1|RYR.1	Myxine_glutinosa|GCF_964187855.1|RYR.1	NC_136269.1	26312285	26947317	8	AVEN;DPP3;DYNC2LI1;FSAF1;GREM1;HAO1;MDH1;WDPCP
GCF_964195595.1	Calonectris borealis	Aves	Procellariiformes	non_actinopterygian	ITPR1	Calonectris_borealis|GCF_964195595.1|ITPR1.0	Calonectris_borealis|GCF_964195595.1|ITPR1.0	NC_134321.1	2145124	2416982	15	CAV3;CHL1;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SRGAP3;SUMF1;THUMPD3;TRNT1
GCF_964195595.1	Calonectris borealis	Aves	Procellariiformes	non_actinopterygian	ITPR2	Calonectris_borealis|GCF_964195595.1|ITPR2.0	Calonectris_borealis|GCF_964195595.1|ITPR2.0	NC_134312.1	75995739	76257213	19	BHLHE41;BMAL2;CYB5R3;DNAI7;ETFRF1;FGFR1OP2;GYS2;INTS13;IRAG2;KRAS;LMNTD1;MED21;PPFIBP1;RASSF8;REP15;SPX;SSPN;STK38L;TM7SF3
GCF_964195595.1	Calonectris borealis	Aves	Procellariiformes	non_actinopterygian	ITPR3	Calonectris_borealis|GCF_964195595.1|ITPR3.0	Calonectris_borealis|GCF_964195595.1|ITPR3.0	NC_134337.1	4316410	4357998	16	APOBEC2;BAK1;FOXP4;GRM4;HMGA1;IP6K3;LEMD2;MDFI;NFYA;NUDT3;OARD1;PACSIN1;RPS10;SMIM29;TFEB;UQCC2
GCF_964195595.1	Calonectris borealis	Aves	Procellariiformes	non_actinopterygian	RYR	Calonectris_borealis|GCF_964195595.1|RYR.0	Calonectris_borealis|GCF_964195595.1|RYR.0	NC_134314.1	85572326	86016448	20	ACTN2;CHRM3;EDARADD;ERO1B;EXO1;FMN2;GNG4;GPR137B;GREM2;HEATR1;LGALS8;LYST;MAP1LC3C;MTR;NID1;OPN3;PIGM;PLD5;RGS7;WDR64
GCF_964195595.1	Calonectris borealis	Aves	Procellariiformes	non_actinopterygian	RYR	Calonectris_borealis|GCF_964195595.1|RYR.2	Calonectris_borealis|GCF_964195595.1|RYR.2	NC_134316.1	35933623	36188477	19	ARHGAP11A;BMF;CDIN1;CHRM5;DPH6;EIF2AK4;EMC7;FAM98B;FMN1;FSIP1;GPR176;GREM1;KATNBL1;MEIS2;RASGRP1;SCG5;SPRED1;SRP14;THBS1
GCF_964195595.1	Calonectris borealis	Aves	Procellariiformes	non_actinopterygian	RYR	Calonectris_borealis|GCF_964195595.1|RYR.1	Calonectris_borealis|GCF_964195595.1|RYR.1	NC_134343.1	575745	652719	18	ACTN4;BICRA;ECH1;EHD2;EIF3K;HNRNPL;KPTN;MAP4K1;MRPS12;NAPA;NFKBIB;NOP53;PAK4;SARS2;SELENOW;SIRT2;SLC8A2;ZNF541
GCF_964237555.1	Oryctolagus cuniculus	Mammalia	Lagomorpha	non_actinopterygian	ITPR1	Oryctolagus_cuniculus|GCF_964237555.1|ITPR1.0	Oryctolagus_cuniculus|GCF_964237555.1|ITPR1.0	NC_091441.1	120929114	121206414	17	ARL8B;BHLHE40;CAV3;CHL1;CNTN4;CNTN6;CRBN;EDEM1;GRM7;IL5RA;LMCD1;LRRN1;OXTR;RAD18;SSUH2;SUMF1;TRNT1
