accession	organism	vclass	vorder	assembly_level	contig_n50	contig_spans_gene	cell	cell_status	slot	locus_idx	locus_clade	assigned_via	contig	start	end	strand	bait	identity	coverage	aligned_aa	q_start	q_end	bait_len	frameshifts	stop_codons	lesions	lesion_density	integrity	family_margin	paralog_margin	contig_edge	longest_n_run	annot_gene	annot_frac_cds	annot_paralog_matches	merged_models	merged_from	is_copy	excluded_reason
GCF_054371585.1	Giraffa tippelskirchi	Mammalia	Artiodactyla	Complete Genome	166642423	True	RYR	found_annotated	cell	2	RYR	primary	NC_137281.1	91841499	92395117	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6677	0.9968	5021	17	5037	5037	1	0	1	0.1992	intact	1.0	1.0	False	0	RYR3	1.0	True	1		True	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	Complete Genome	20232928	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_140369.1	10085198	10137918	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.9325	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2802	False	0	LOC146272805	1.0	False	1		True	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	Complete Genome	20232928	True	ITPR1	found_annotated	cell	1	vertebrate_basal	unresolved:vertebrate_basal	NC_140369.1	12690544	12752705	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.8679	1.0	2748	1	2748	2748	1	0	1	0.3639	intact	1.0	0.239	False	0	itpr1b	1.0	True	1		True	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	Complete Genome	20232928	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_140374.1	3067582	3116881	+	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.8091	1.0	2701	1	2701	2701	0	0	0	0.0	intact	1.0	0.2396	False	0	itpr2	1.0	True	1		True	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	Complete Genome	20232928	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_140378.1	6231454	6303427	+	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.86	1.0	2670	1	2670	2670	0	0	0	0.0	intact	1.0	0.2807	False	0	itpr3	1.0	True	1		True	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	Complete Genome	20232928	True	RYR	found_annotated	cell	3	RYR	primary	NC_140363.1	19638513	19734805	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6686	1.0	4968	1	4968	4968	0	1	1	0.2013	intact	1.0	1.0	False	0	LOC146300257	0.766	False	1		True	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	Complete Genome	20232928	True	RYR	found_annotated	cell	1	RYR	primary	NC_140365.1	2087589	2141617	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7999	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	ryr1a	1.0	True	1		True	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	Complete Genome	20232928	True	RYR	found_annotated	cell	5	RYR	primary	NC_140366.1	15246619	15320476	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6522	1.0	5037	1	5037	5037	2	0	2	0.3971	intact	1.0	1.0	False	0	ryr3	0.914	True	1		True	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	Complete Genome	20232928	True	RYR	found_annotated	cell	4	RYR	primary	NC_140371.1	20038968	20083035	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6612	1.0	4968	1	4968	4968	1	0	1	0.2013	intact	1.0	1.0	False	0	ryr2b	1.0	True	1		True	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	Complete Genome	20232928	True	RYR	found_annotated	cell	0	RYR	primary	NC_140373.1	6334826	6425852	+	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.9118	1.0	4961	1	4961	4961	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2a	1.0	True	1		True	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	Complete Genome	20232928	True	RYR	found_annotated	cell	2	RYR	primary	NC_140375.1	15442162	15501641	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8012	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	ryr1b	1.0	True	1		True	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	Chromosome	37725332	True	ITPR1	found_annotated	cell	1	vertebrate_basal	unresolved:vertebrate_basal	NC_139318.1	11212350	11329839	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.8704	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2333	False	0	itpr1b	1.0	True	1		True	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	Chromosome	37725332	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_139318.1	22113666	22220399	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.963	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2992	False	0	itpr1a	1.0	True	1		True	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	Chromosome	37725332	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_139329.1	16865281	16945807	-	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.8792	1.0	2701	1	2701	2701	1	0	1	0.3702	intact	1.0	0.2956	False	0	itpr2	1.0	True	1		True	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	Chromosome	37725332	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_139322.1	1452316	1523229	+	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.9113	1.0	2670	1	2670	2670	0	0	0	0.0	intact	1.0	0.3137	False	0	itpr3	1.0	True	1		True	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	Chromosome	37725332	True	RYR	found_annotated	cell	1	RYR	primary	NC_139320.1	27339603	27432392	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8142	1.0	5037	1	5037	5037	0	1	1	0.1985	intact	1.0	1.0	False	0	ryr1b	1.0	True	1		True	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	Chromosome	37725332	True	RYR	found_annotated	cell	2	RYR	primary	NC_139327.1	19102862	19167086	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8029	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	LOC146318937	1.0	False	1		True	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	Chromosome	37725332	True	RYR	found_annotated	cell	5	RYR	primary	NC_139330.1	22252678	22323588	-	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	0.5648	1.0	5168	1	5168	5168	2	0	2	0.387	intact	1.0	1.0	False	0	ryr2b	1.0	True	1		True	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	Chromosome	37725332	True	RYR	found_annotated	cell	4	RYR	primary	NC_139331.1	20089519	20240132	+	Q92736|RYR2|Homo_sapiens|RYR2	0.6655	1.0	4967	1	4967	4967	1	0	1	0.2013	intact	1.0	1.0	False	0	ryr3	0.998	True	1		True	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	Chromosome	37725332	True	RYR	found_annotated	cell	0	RYR	primary	NC_139333.1	30484096	30722197	-	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.8813	1.0	4961	1	4961	4961	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2a	1.0	True	1		True	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	Chromosome	37725332	True	RYR	found_annotated	cell	3	RYR	primary	NC_139334.1	9343055	9490386	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.678	1.0	4968	1	4968	4968	1	0	1	0.2013	intact	1.0	1.0	False	0	LOC146310615	1.0	False	1		True	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	Chromosome	31399844	True	ITPR1	found_annotated	cell	1	vertebrate_basal	unresolved:vertebrate_basal	NC_140561.1	10651058	10732287	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.8696	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2277	False	0	itpr1b	1.0	True	1		True	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	Chromosome	31399844	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_140561.1	19627418	19699163	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.9474	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2948	False	0	LOC146669809	1.0	False	1		True	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	Chromosome	31399844	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_140563.1	7944092	8005628	-	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.9952	1.0	2701	1	2701	2701	0	0	0	0.0	intact	1.0	0.3909	False	0	itpr2	1.0	True	1		True	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	Chromosome	31399844	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_140576.1	36607844	36697008	+	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.8974	1.0	2670	1	2670	2670	0	0	0	0.0	intact	1.0	0.3096	False	0	itpr3	1.0	True	1		True	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	Chromosome	31399844	True	RYR	found_annotated	cell	1	RYR	primary	NC_140564.1	3217572	3530405	+	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.8707	1.0	4961	1	4961	4961	0	0	0	0.0	intact	1.0	1.0	False	0	LOC146662904	1.0	False	1		True	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	Chromosome	31399844	True	RYR	found_annotated	cell	0	RYR	primary	NC_140564.1	6255238	6563791	+	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.8709	1.0	4961	1	4961	4961	0	0	0	0.0	intact	1.0	1.0	False	0	LOC146663001	1.0	False	1		True	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	Chromosome	31399844	True	RYR	found_annotated	cell	3	RYR	primary	NC_140566.1	16049127	16104087	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7952	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	LOC146660566	1.0	False	1		True	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	Chromosome	31399844	True	RYR	found_annotated	cell	6	RYR	primary	NC_140569.1	12975652	13061405	+	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	0.5609	1.0	5168	1	5168	5168	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2b	1.0	True	1		True	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	Chromosome	31399844	True	RYR	found_annotated	cell	2	RYR	primary	NC_140570.1	35632447	35694415	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8068	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	ryr1b	1.0	True	1		True	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	Chromosome	31399844	True	RYR	found_annotated	cell	5	RYR	primary	NC_140571.1	17665756	17776782	-	Q92736|RYR2|Homo_sapiens|RYR2	0.6629	1.0	4967	1	4967	4967	1	0	1	0.2013	intact	1.0	1.0	False	0	ryr3	1.0	True	1		True	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	Chromosome	31399844	True	RYR	found_annotated	cell	4	RYR	primary	NC_140575.1	32252661	32365060	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6799	1.0	4968	1	4968	4968	1	0	1	0.2013	intact	1.0	1.0	False	0	LOC146647180	1.0	False	1		True	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	Chromosome	8014513	True	ITPR1	found_annotated	cell	1	vertebrate_basal	unresolved:vertebrate_basal	NC_046637.1	20338870	20407549	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.8741	1.0	2748	1	2748	2748	0	1	1	0.3639	intact	1.0	0.2306	False	0	itpr1b	1.0	True	1		True	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	Chromosome	8014513	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_046637.1	26724814	26783303	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.9539	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2965	False	0	LOC113130340	1.0	False	1		True	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	Chromosome	8014513	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_046638.1	22711883	22760498	-	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.8522	1.0	2701	1	2701	2701	2	0	2	0.7405	intact	1.0	0.2853	False	0	itpr2	1.0	True	1		True	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	Chromosome	8014513	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_046639.1	18152332	18238584	-	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.8925	1.0	2670	1	2670	2670	0	0	0	0.0	intact	1.0	0.3076	False	0	itpr3	1.0	True	1		True	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	Chromosome	8014513	True	RYR	found_annotated	cell	1	RYR	primary	NC_046645.1	22753642	22816850	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.811	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	ryr1b	1.0	True	1		True	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	Chromosome	8014513	True	RYR	found_annotated	cell	2	RYR	primary	NC_046646.1	11619015	11660822	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7958	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	LOC113142532	1.0	False	1		True	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	Chromosome	8014513	True	RYR	found_annotated	cell	5	RYR	primary	NC_046647.1	14139355	14194456	+	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	0.5546	1.0	5168	1	5168	5168	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2b	1.0	True	1		True	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	Chromosome	8014513	True	RYR	found_annotated	cell	0	RYR	primary	NC_046651.1	3844311	4240802	+	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.8679	1.0	4961	1	4961	4961	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2a	0.953	True	1		True	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	Chromosome	8014513	True	RYR	found_annotated	cell	3	RYR	primary	NC_046654.1	12253668	12360633	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6752	1.0	4968	1	4968	4968	1	0	1	0.2013	intact	1.0	1.0	False	0	LOC113131570	0.572	False	1		True	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	Chromosome	8014513	True	RYR	found_annotated	cell	4	RYR	primary	NC_046656.1	16179293	16262071	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6672	1.0	4968	1	4968	4968	1	0	1	0.2013	intact	1.0	1.0	False	0	ryr3	1.0	True	1		True	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	Chromosome	1838341	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_041048.1	21385608	21495709	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.9502	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2986	False	0	LOC114463175	1.0	False	1		True	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	Chromosome	1838341	True	ITPR1	found_annotated	cell	1	vertebrate_basal	unresolved:vertebrate_basal	NC_041048.1	34250669	34455930	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.858	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2218	False	0	itpr1b	1.0	True	1		True	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	Chromosome	1838341	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_041049.1	44940148	45064923	+	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.8353	1.0	2701	1	2701	2701	1	0	1	0.3702	intact	1.0	0.2692	False	0	itpr2	1.0	True	1		True	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	Chromosome	1838341	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_041050.1	40257828	40328110	-	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.8599	1.0	2670	1	2670	2670	5	0	5	1.8727	lesion_rich	1.0	0.3044	False	0	itpr3	1.0	True	1		True	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	Chromosome	1838341	True	RYR	found_annotated	cell	1	RYR	primary	NC_041056.1	121206	265830	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7954	1.0	5037	1	5037	5037	6	0	6	1.1912	intact	1.0	1.0	False	0	LOC114474183	1.0	False	1		True	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	Chromosome	1838341	True	RYR	found_annotated	cell	2	RYR	primary	NC_041057.1	4298738	4385252	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7814	1.0	5037	1	5037	5037	4	1	5	0.9927	intact	1.0	1.0	False	0	LOC114475659	1.0	False	1		True	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	Chromosome	1838341	True	RYR	found_annotated	cell	5	RYR	primary	NC_041058.1	9570328	9647501	+	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	0.5437	1.0	5168	1	5168	5168	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2b	1.0	True	1		True	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	Chromosome	1838341	True	RYR	found_annotated	cell	0	RYR	primary	NC_041062.1	21492148	21678467	+	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.849	1.0	4961	1	4961	4961	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2a	1.0	True	1		True	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	Chromosome	1838341	True	RYR	found_annotated	cell	3	RYR	primary	NC_041065.1	24025520	24155919	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6735	1.0	4968	1	4968	4968	1	0	1	0.2013	intact	1.0	1.0	False	0	LOC114456551	1.0	False	1		True	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	Chromosome	1838341	True	RYR	found_annotated	cell	4	RYR	primary	NC_041066.1	7679505	7848082	-	Q92736|RYR2|Homo_sapiens|RYR2	0.6576	1.0	4967	1	4967	4967	3	0	3	0.604	intact	1.0	1.0	False	0	ryr3	1.0	True	1		True	
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	Chromosome	6772339	True	ITPR1	found_annotated	cell	0	vertebrate_basal	unresolved:vertebrate_basal	NC_041411.2	75817806	75975967	+	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.8922	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2388	False	0	LOC127526220	1.0	False	1		True	
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	Chromosome	6772339	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_041394.2	278386834	278953339	+	A0A672UP22|ITPR2|Strigops_habroptila	0.7614	1.0	2700	1	2700	2700	0	0	0	0.0	intact	1.0	0.1968	False	7584	itpr2	1.0	True	1		True	
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	Chromosome	6772339	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_041396.2	33265803	33461210	-	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.759	1.0	2670	1	2670	2670	0	0	0	0.0	intact	1.0	0.1781	False	0	itpr3	1.0	True	1		True	
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	Chromosome	6772339	True	RYR	found_annotated	cell	1	RYR	primary	NC_041394.2	27348788	27734681	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8413	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	LOC114647909	1.0	False	1		True	
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	Chromosome	6772339	True	RYR	found_annotated	cell	0	RYR	primary	NC_041408.2	70825170	71481228	-	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.8802	1.0	4961	1	4961	4961	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2a	1.0	True	1		True	
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	Chromosome	6772339	True	RYR	found_annotated	cell	2	RYR	primary	NC_041409.2	33856798	34390339	+	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6976	1.0	4968	1	4968	4968	0	0	0	0.0	intact	1.0	1.0	False	0	ryr3	1.0	True	1		True	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	Chromosome	2862625	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_044192.1	22530122	22610540	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.9594	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.3001	False	0	LOC115582679	1.0	False	1		True	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	Chromosome	2862625	True	ITPR1	found_annotated	cell	1	vertebrate_basal	unresolved:vertebrate_basal	NC_044192.1	30648596	30737732	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.8683	1.0	2748	1	2748	2748	1	0	1	0.3639	intact	1.0	0.2287	False	0	itpr1b	1.0	True	1		True	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	Chromosome	2862625	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_044194.1	7364893	7432624	-	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.8605	1.0	2701	1	2701	2701	1	1	2	0.7405	intact	1.0	0.2877	False	0	itpr2	1.0	True	1		True	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	Chromosome	2862625	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_044193.1	1344013	1389021	+	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.9045	1.0	2670	1	2670	2670	0	0	0	0.0	intact	1.0	0.3065	False	0	itpr3	1.0	True	1		True	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	Chromosome	2862625	True	RYR	found_annotated	cell	1	RYR	primary	NC_044188.1	4730681	4796149	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.8067	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	ryr1b	1.0	True	1		True	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	Chromosome	2862625	True	RYR	found_annotated	cell	2	RYR	primary	NC_044199.1	10571040	10618002	-	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.7978	1.0	5037	1	5037	5037	0	0	0	0.0	intact	1.0	1.0	False	0	LOC115594616	1.0	False	1		True	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	Chromosome	2862625	True	RYR	found_annotated	cell	5	RYR	primary	NC_044201.1	22393551	22457064	+	A0AAJ7XD62|LOC116953891|Petromyzon_marinus|vertebrate_basal	0.5661	1.0	5168	1	5168	5168	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2b	1.0	True	1		True	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	Chromosome	2862625	True	RYR	found_annotated	cell	3	RYR	primary	NC_044202.1	16703144	16814286	-	A0A3Q0HBW9|RYR|Alligator_sinensis	0.675	0.9962	4967	20	4986	4986	2	0	2	0.4027	intact	1.0	1.0	False	0	LOC115597678	1.0	False	1		True	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	Chromosome	2862625	True	RYR	found_annotated	cell	0	RYR	primary	NC_044206.1	5849321	6015898	-	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.8794	1.0	4961	1	4961	4961	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2a	1.0	True	1		True	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	Chromosome	2862625	True	RYR	found_annotated	cell	4	RYR	primary	NC_044208.1	13096635	13234084	+	A0A6I8Q6P7|ryr1|Xenopus_tropicalis|RYR1	0.6529	1.0	5037	1	5037	5037	1	0	1	0.1985	intact	1.0	1.0	False	0	ryr3	1.0	True	1		True	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	Chromosome	3136617	True	ITPR1	found_annotated	cell	0	ITPR1	primary	NC_042303.1	7272640	7316158	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.9313	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2898	False	0	LOC101074739	1.0	False	1		True	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	Chromosome	3136617	True	ITPR1	found_annotated	cell	1	vertebrate_basal	unresolved:vertebrate_basal	NC_042303.1	17007076	17054504	-	A0A672IUQ7|ITPR1|Salarias_fasciatus	0.862	1.0	2748	1	2748	2748	0	0	0	0.0	intact	1.0	0.2264	False	0	itpr1b	1.0	True	1		True	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	Chromosome	3136617	True	ITPR2	found_annotated	cell	0	ITPR2	primary	NC_042293.1	7118211	7154384	+	A0AAX7UHL1|ITPR2|Astatotilapia_calliptera	0.8535	1.0	2701	1	2701	2701	0	1	1	0.3702	intact	1.0	0.2809	False	0	itpr2	1.0	True	1		True	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	Chromosome	3136617	True	ITPR3	found_annotated	cell	0	ITPR3	primary	NC_042287.1	5634625	5664918	-	A0A8C6KWV8|ITPR3|Nothobranchius_furzeri	0.8589	1.0	2670	1	2670	2670	43	2	45	16.8539	lesion_rich	1.0	1.0	False	0	itpr3	1.0	True	1		True	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	Chromosome	3136617	True	RYR	found_annotated	cell	2	RYR	primary	NC_042285.1	5860143	5953174	-	A0AC58GZ77|ryr2a|Danio_rerio|RYR2	0.7934	1.0	4961	1	4961	4961	0	0	0	0.0	intact	1.0	1.0	False	0	ryr2a	1.0	True	1		True	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	Chromosome	3136617	True	RYR	found_annotated	cell	3	RYR	primary	NC_042286.1	10200686	10264420	-	A0A8V0Y8K1|RYR2|Gallus_gallus|RYR2	0.6735	1.0	4968	1	4968	4968	2	0	2	0.4026	intact	1.0	1.0	False	0	LOC101061096	1.0	False	1		True	
