accession	label	kind	call	group	paralog	species	kingdom	phylum	length	source	in_alphafold	afdb_status	model_accession	afdb_entry	model_length	model_coverage	is_canonical	afdb_version	seq_version_date	error
A0ABV0YSE7	ITPR1_6	uniprot	ITPR	Vertebrata	ITPR1_6	Ameca splendens	Metazoa	Chordata	1033	InterPro	0	absent			0	0.0				404
A0ABV0YWX3	ITPR2_1	uniprot	ITPR	Vertebrata	ITPR2_1	Ameca splendens	Metazoa	Chordata	1007	InterPro	0	absent			0	0.0				404
A0ABV0Z9Y3	ITPR1_1	uniprot	ITPR	Vertebrata	ITPR1_1	Ameca splendens	Metazoa	Chordata	337	HMM		absent			0	0.0				404
A0ABV0ZWV2	ITPR1_3	uniprot	ITPR	Vertebrata	ITPR1_3	Ameca splendens	Metazoa	Chordata	1383	InterPro	0	absent			0	0.0				404
A0ABV0ZYZ7	ITPR2_3	uniprot	ITPR	Vertebrata	ITPR2_3	Ameca splendens	Metazoa	Chordata	842	InterPro	0	absent			0	0.0				404
A0ABV1A2X0	ITPR2_4	uniprot	ITPR	Vertebrata	ITPR2_4	Ameca splendens	Metazoa	Chordata	146	InterPro	0	absent			0	0.0				404
A0ABV1A883	ITPR2_2	uniprot	ITPR	Vertebrata	ITPR2_2	Ameca splendens	Metazoa	Chordata	617	InterPro	0	absent			0	0.0				404
A0ABX0S0Z9	BU61_1067	uniprot	ITPR	Vertebrata	BU61_1067	Pontoporia blainvillei	Metazoa	Chordata	299	HMM		absent			0	0.0				404
A0ABX0S182	BU61_6140	uniprot	ITPR	Vertebrata	BU61_6140	Pontoporia blainvillei	Metazoa	Chordata	378	HMM		absent			0	0.0				404
A0ABY6KAY1	LAZ67_3000513	uniprot	ITPR	Metazoa (non-vertebrate)	LAZ67_3000513	Cordylochernes scorpioides	Metazoa	Arthropoda	5183	InterPro	0	absent			0	0.0				404
A0ABY7EUI8	MAR_027792	uniprot	ITPR	Metazoa (non-vertebrate)	MAR_027792	Mya arenaria (Soft-shell clam)	Metazoa	Mollusca	2499	InterPro	0	absent			0	0.0				404
A0ABY7EXB8	MAR_027536	uniprot	ITPR	Metazoa (non-vertebrate)	MAR_027536	Mya arenaria (Soft-shell clam)	Metazoa	Mollusca	2647	InterPro	0	absent			0	0.0				404
A0ABY7FYY3	MAR_011966	uniprot	ITPR	Metazoa (non-vertebrate)	MAR_011966	Mya arenaria (Soft-shell clam)	Metazoa	Mollusca	572	InterPro	0	absent			0	0.0				404
A0ABY7FZV4	MAR_013416	uniprot	ITPR	Metazoa (non-vertebrate)	MAR_013416	Mya arenaria (Soft-shell clam)	Metazoa	Mollusca	781	InterPro	0	absent			0	0.0				404
A0ABY7FZW3	MAR_013414	uniprot	ITPR	Eukaryota (other)	MAR_013414	Mya arenaria			248	S20 sweep		absent			0	0.0				404
A0ABY7G3J3	MAR_013417	uniprot	ITPR	Metazoa (non-vertebrate)	MAR_013417	Mya arenaria (Soft-shell clam)	Metazoa	Mollusca	354	InterPro	0	absent			0	0.0				404
A0ABY7G3U4	MAR_013415	uniprot	ITPR	Eukaryota (other)	MAR_013415	Mya arenaria			461	S20 sweep		absent			0	0.0				404
A0ABY7G4N8	MAR_011965	uniprot	ITPR	Eukaryota (other)	MAR_011965	Mya arenaria			645	S20 sweep		absent			0	0.0				404
A0AC54ZAE1	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Orycteropus afer afer	Metazoa	Chordata	2748	InterPro	0	absent			0	0.0				404
A0AC55CPY2	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Echinops telfairi (Lesser hedgehog tenrec)	Metazoa	Chordata	2717	InterPro	0	absent			0	0.0				404
A0AC55CXX2	LOC123521502	uniprot	ITPR	Vertebrata	LOC123521502	Echinops telfairi (Lesser hedgehog tenrec)	Metazoa	Chordata	989	InterPro	0	absent			0	0.0				404
A0AC55D8Z7	ITPR3	uniprot	ITPR	Vertebrata	ITPR3	Echinops telfairi (Lesser hedgehog tenrec)	Metazoa	Chordata	2748	InterPro	0	absent			0	0.0				404
A0AC58GTJ0	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2782	InterPro	0	absent			0	0.0				404
A0AC58GTJ1	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2794	InterPro	0	absent			0	0.0				404
A0AC58GTJ2	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2792	InterPro	0	absent			0	0.0				404
A0AC58GTJ3	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2791	InterPro	0	absent			0	0.0				404
A0AC58GTJ4	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2781	InterPro	0	absent			0	0.0				404
A0AC58GTJ7	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2767	InterPro	0	absent			0	0.0				404
A0AC58GTJ8	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2792	InterPro	0	absent			0	0.0				404
A0AC58GTK2	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2779	InterPro	0	absent			0	0.0				404
A0AC58GTK4	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2755	InterPro	0	absent			0	0.0				404
A0AC58GTK6	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2766	InterPro	0	absent			0	0.0				404
A0AC58GTK8	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2758	InterPro	0	absent			0	0.0				404
A0AC58GTK9	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2751	InterPro	0	absent			0	0.0				404
A0AC58GTL0	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2744	InterPro	0	absent			0	0.0				404
A0AC58GTL2	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2748	InterPro	0	absent			0	0.0				404
A0AC58GTL3	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2756	InterPro	0	absent			0	0.0				404
A0AC58GTL5	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2746	InterPro	0	absent			0	0.0				404
A0AC58GTL6	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2747	InterPro	0	absent			0	0.0				404
A0AC58GTL7	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2760	InterPro	0	absent			0	0.0				404
A0AC58GTL8	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2749	InterPro	0	absent			0	0.0				404
A0AC58GTL9	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2767	InterPro	0	absent			0	0.0				404
A0AC58GTM0	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2745	InterPro	0	absent			0	0.0				404
A0AC58GTM1	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2739	InterPro	0	absent			0	0.0				404
A0AC58GTM2	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2726	InterPro	0	absent			0	0.0				404
A0AC58GTM3	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2757	InterPro	0	absent			0	0.0				404
A0AC58GTM8	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2730	InterPro	0	absent			0	0.0				404
A0AC58GTN7	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2742	InterPro	0	absent			0	0.0				404
A0AC58GTN9	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2732	InterPro	0	absent			0	0.0				404
A0AC58GTP4	itpr1b	uniprot	ITPR	Vertebrata	itpr1b	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2729	InterPro	0	absent			0	0.0				404
A0AC58JVD9	itpr1a	uniprot	ITPR	Vertebrata	itpr1a	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2695	InterPro	0	absent			0	0.0				404
A0AC58JVF2	itpr1a	uniprot	ITPR	Vertebrata	itpr1a	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2684	InterPro	0	absent			0	0.0				404
A0AC58JVF3	itpr1a	uniprot	ITPR	Vertebrata	itpr1a	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2683	InterPro	0	absent			0	0.0				404
A0AC58JVG8	itpr1a	uniprot	ITPR	Vertebrata	itpr1a	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2668	InterPro	0	absent			0	0.0				404
A0AC58JVG9	itpr1a	uniprot	ITPR	Vertebrata	itpr1a	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2698	InterPro	0	absent			0	0.0				404
A0AC58JVI5	itpr1a	uniprot	ITPR	Vertebrata	itpr1a	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2694	InterPro	0	absent			0	0.0				404
A0AC58JVL8	itpr1a	uniprot	ITPR	Vertebrata	itpr1a	Danio rerio (Zebrafish) (Brachydanio rerio)	Metazoa	Chordata	2165	InterPro	0	absent			0	0.0				404
A0AC58MR85	Itpr2	uniprot	ITPR	Vertebrata	Itpr2	Castor canadensis (American beaver)	Metazoa	Chordata	3166	InterPro	0	absent			0	0.0				404
A0AC58MR87	Itpr2	uniprot	ITPR	Vertebrata	Itpr2	Castor canadensis (American beaver)	Metazoa	Chordata	3181	InterPro	0	absent			0	0.0				404
A0AC58MR88	Itpr2	uniprot	ITPR	Vertebrata	Itpr2	Castor canadensis (American beaver)	Metazoa	Chordata	3055	InterPro	0	absent			0	0.0				404
A0AC58MR89	Itpr2	uniprot	ITPR	Vertebrata	Itpr2	Castor canadensis (American beaver)	Metazoa	Chordata	2647	InterPro	0	absent			0	0.0				404
A0AC58MR90	Itpr2	uniprot	ITPR	Vertebrata	Itpr2	Castor canadensis (American beaver)	Metazoa	Chordata	2997	InterPro	0	absent			0	0.0				404
A0AC58MR94	LOC109687063	uniprot	ITPR	Vertebrata	LOC109687063	Castor canadensis (American beaver)	Metazoa	Chordata	1144	InterPro	0	absent			0	0.0				404
A0AC58MR95	LOC109687063	uniprot	ITPR	Vertebrata	LOC109687063	Castor canadensis (American beaver)	Metazoa	Chordata	1097	InterPro	0	absent			0	0.0				404
A0AC58MR98	Itpr2	uniprot	ITPR	Vertebrata	Itpr2	Castor canadensis (American beaver)	Metazoa	Chordata	3145	InterPro	0	absent			0	0.0				404
A0AC58MR99	LOC109687063	uniprot	ITPR	Vertebrata	LOC109687063	Castor canadensis (American beaver)	Metazoa	Chordata	1159	InterPro	0	absent			0	0.0				404
A0AC58MRA0	Itpr2	uniprot	ITPR	Vertebrata	Itpr2	Castor canadensis (American beaver)	Metazoa	Chordata	3119	InterPro	0	absent			0	0.0				404
A0AC58MRA1	Itpr2	uniprot	ITPR	Vertebrata	Itpr2	Castor canadensis (American beaver)	Metazoa	Chordata	3151	InterPro	0	absent			0	0.0				404
A0AC58MRC7	LOC109687063	uniprot	ITPR	Vertebrata	LOC109687063	Castor canadensis (American beaver)	Metazoa	Chordata	975	InterPro	0	absent			0	0.0				404
A0AC58NRY1	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Camelus bactrianus (Bactrian camel)	Metazoa	Chordata	2709	InterPro	0	absent			0	0.0				404
A0AC58NS00	ITPR1	uniprot	ITPR	Vertebrata	ITPR1	Camelus bactrianus (Bactrian camel)	Metazoa	Chordata	2694	InterPro	0	absent			0	0.0				404
A0AC58P3J4	ITPR3	uniprot	ITPR	Vertebrata	ITPR3	Camelus bactrianus (Bactrian camel)	Metazoa	Chordata	2670	InterPro	0	absent			0	0.0				404
A0AC58P3K3	ITPR3	uniprot	ITPR	Vertebrata	ITPR3	Camelus bactrianus (Bactrian camel)	Metazoa	Chordata	2671	InterPro	0	absent			0	0.0				404
A0AC58PVF8	ITPR2	uniprot	ITPR	Vertebrata	ITPR2	Camelus bactrianus (Bactrian camel)	Metazoa	Chordata	2701	InterPro	0	absent			0	0.0				404
A0AC58PVG2	ITPR2	uniprot	ITPR	Vertebrata	ITPR2	Camelus bactrianus (Bactrian camel)	Metazoa	Chordata	2517	InterPro	0	absent			0	0.0				404
A0AC60NUZ8	HPB47_011964	uniprot	ITPR	Metazoa (non-vertebrate)	HPB47_011964	Ixodes persulcatus (Taiga tick)	Metazoa	Arthropoda	1211	InterPro	0	absent			0	0.0				404
A0ACB0Y358	MENTE1834_LOCUS7059	uniprot	ITPR	Eukaryota (other)	MENTE1834_LOCUS7059	Meloidogyne enterolobii			502	S20 sweep		absent			0	0.0				404
A0ACB0Y364	MENTE1834_LOCUS7057	uniprot	ITPR	Metazoa (non-vertebrate)	MENTE1834_LOCUS7057	Meloidogyne enterolobii (Root-knot nematode worm) (Meloidogyne mayaguensis)	Metazoa	Nematoda	906	InterPro	0	absent			0	0.0				404
A0ACB0Y3F8	MENTE1834_LOCUS7058	uniprot	ITPR	Eukaryota (other)	MENTE1834_LOCUS7058	Meloidogyne enterolobii			800	S20 sweep		absent			0	0.0				404
A0ACB0Y3P0	MENTE1834_LOCUS7060	uniprot	ITPR	Metazoa (non-vertebrate)	MENTE1834_LOCUS7060	Meloidogyne enterolobii (Root-knot nematode worm) (Meloidogyne mayaguensis)	Metazoa	Nematoda	834	InterPro	0	absent			0	0.0				404
A0ACB0Z909	MENTE1834_LOCUS21783	uniprot	ITPR	Metazoa (non-vertebrate)	MENTE1834_LOCUS21783	Meloidogyne enterolobii (Root-knot nematode worm) (Meloidogyne mayaguensis)	Metazoa	Nematoda	1016	InterPro	0	absent			0	0.0				404
A0ACB0Z976	MENTE1834_LOCUS21782	uniprot	ITPR	Metazoa (non-vertebrate)	MENTE1834_LOCUS21782	Meloidogyne enterolobii (Root-knot nematode worm) (Meloidogyne mayaguensis)	Metazoa	Nematoda	2129	InterPro	0	absent			0	0.0				404
A0ACB0ZYK3	MENTE1834_LOCUS31451	uniprot	ITPR	Metazoa (non-vertebrate)	MENTE1834_LOCUS31451	Meloidogyne enterolobii (Root-knot nematode worm) (Meloidogyne mayaguensis)	Metazoa	Nematoda	3101	InterPro	0	absent			0	0.0				404
A0ACB7F0N6	ITPR1.4	uniprot	ITPR	Vertebrata	ITPR1.4	Nibea albiflora (Yellow drum) (Corvina albiflora)	Metazoa	Chordata	120	InterPro	0	absent			0	0.0				404
A0ACB7S0Q7	HPB50_016883	uniprot	ITPR	Metazoa (non-vertebrate)	HPB50_016883	Hyalomma asiaticum (Tick)	Metazoa	Arthropoda	2450	InterPro	0	absent			0	0.0				404
A0ACB8C7T4	HPB49_006852	uniprot	ITPR	Eukaryota (other)	HPB49_006852	Dermacentor silvarum			474	S20 sweep		absent			0	0.0				404
A0ACB8EH94	ITPR1_2	uniprot	ITPR	Vertebrata	ITPR1_2	Sphaerodactylus townsendi	Metazoa	Chordata	1201	InterPro	0	absent			0	0.0				404
A0ACB8EHJ5	ITPR1_3	uniprot	ITPR	Vertebrata	ITPR1_3	Sphaerodactylus townsendi	Metazoa	Chordata	817	InterPro	0	absent			0	0.0				404
A0ACB8F497	ITPR3_2	uniprot	ITPR	Vertebrata	ITPR3_2	Sphaerodactylus townsendi	Metazoa	Chordata	1132	InterPro	0	absent			0	0.0				404
A0ACB8F561	ITPR3_1	uniprot	ITPR	Vertebrata	ITPR3_1	Sphaerodactylus townsendi	Metazoa	Chordata	1213	InterPro	0	absent			0	0.0				404
A0ACB8FPZ7	ITPR2_6	uniprot	ITPR	Vertebrata	ITPR2_6	Sphaerodactylus townsendi	Metazoa	Chordata	568	InterPro	0	absent			0	0.0				404
A0ACB8FQ60	ITPR2_2	uniprot	ITPR	Vertebrata	ITPR2_2	Sphaerodactylus townsendi	Metazoa	Chordata	342	HMM		absent			0	0.0				404
A0ACB8FQ93	ITPR2_4	uniprot	ITPR	Vertebrata	ITPR2_4	Sphaerodactylus townsendi	Metazoa	Chordata	454	InterPro	0	absent			0	0.0				404
A0ACB8FQM8	ITPR2_5	uniprot	ITPR	Vertebrata	ITPR2_5	Sphaerodactylus townsendi	Metazoa	Chordata	781	InterPro	0	absent			0	0.0				404
A0ACB8VR74	L3Q82_016290	uniprot	ITPR	Vertebrata	L3Q82_016290	Scortum barcoo (barcoo grunter)	Metazoa	Chordata	3036	InterPro	0	absent			0	0.0				404
A0ACB8WNY4	L3Q82_007739	uniprot	ITPR	Vertebrata	L3Q82_007739	Scortum barcoo (barcoo grunter)	Metazoa	Chordata	3722	InterPro	0	absent			0	0.0				404
A0ACB8WQZ0	L3Q82_024963	uniprot	ITPR	Vertebrata	L3Q82_024963	Scortum barcoo (barcoo grunter)	Metazoa	Chordata	1975	InterPro	0	absent			0	0.0				404
A0ACB8WUM3	L3Q82_024049	uniprot	ITPR	Vertebrata	L3Q82_024049	Scortum barcoo (barcoo grunter)	Metazoa	Chordata	2703	InterPro	0	absent			0	0.0				404
A0ACB9U748	MJG53_017188	uniprot	ITPR	Vertebrata	MJG53_017188	Ovis ammon polii x Ovis aries	Metazoa	Chordata	2664	InterPro	0	absent			0	0.0				404
A0ACB9UBI6	MJG53_016395	uniprot	ITPR	Vertebrata	MJG53_016395	Ovis ammon polii x Ovis aries	Metazoa	Chordata	2787	InterPro	0	absent			0	0.0				404
A0ACB9VA83	MJG53_004192	uniprot	ITPR	Vertebrata	MJG53_004192	Ovis ammon polii x Ovis aries	Metazoa	Chordata	2701	InterPro	0	absent			0	0.0				404
A0ACB9XGJ4	KUCAC02_021225	uniprot	ITPR	Vertebrata	KUCAC02_021225	Chaenocephalus aceratus (Blackfin icefish) (Chaenichthys aceratus)	Metazoa	Chordata	1965	InterPro	0	absent			0	0.0				404
A0ACB9XIV5	KUCAC02_030490	uniprot	ITPR	Vertebrata	KUCAC02_030490	Chaenocephalus aceratus (Blackfin icefish) (Chaenichthys aceratus)	Metazoa	Chordata	1771	InterPro	0	absent			0	0.0				404
A0ACB9XJN0	KUCAC02_030490	uniprot	ITPR	Vertebrata	KUCAC02_030490	Chaenocephalus aceratus (Blackfin icefish) (Chaenichthys aceratus)	Metazoa	Chordata	1811	InterPro	0	absent			0	0.0				404
A0ACB9XKV1	KUCAC02_030453	uniprot	ITPR	Vertebrata	KUCAC02_030453	Chaenocephalus aceratus (Blackfin icefish) (Chaenichthys aceratus)	Metazoa	Chordata	1356	InterPro	0	absent			0	0.0				404
A0ACB9XKV3	KUCAC02_030452	uniprot	ITPR	Vertebrata	KUCAC02_030452	Chaenocephalus aceratus (Blackfin icefish) (Chaenichthys aceratus)	Metazoa	Chordata	563	InterPro	0	absent			0	0.0				404
A0ACC0JPF5	MSG28_011568	uniprot	ITPR	Eukaryota (other)	MSG28_011568	Choristoneura fumiferana			595	S20 sweep		absent			0	0.0				404
A0ACC1CHJ9	K1T71_013248	uniprot	ITPR	Metazoa (non-vertebrate)	K1T71_013248	Dendrolimus kikuchii	Metazoa	Arthropoda	2700	InterPro	0	absent			0	0.0				404
A0ACC2G626	DPEC_G00211300	uniprot	ITPR	Vertebrata	DPEC_G00211300	Dallia pectoralis (Alaska blackfish)	Metazoa	Chordata	2699	InterPro	0	absent			0	0.0				404
A0ACC2G6Z4	DPEC_G00213290	uniprot	ITPR	Vertebrata	DPEC_G00213290	Dallia pectoralis (Alaska blackfish)	Metazoa	Chordata	2753	InterPro	0	absent			0	0.0				404
A0ACC2GHI7	DPEC_G00164790	uniprot	ITPR	Vertebrata	DPEC_G00164790	Dallia pectoralis (Alaska blackfish)	Metazoa	Chordata	2671	InterPro	0	absent			0	0.0				404
A0ACC2HKP7	DPEC_G00008380	uniprot	ITPR	Vertebrata	DPEC_G00008380	Dallia pectoralis (Alaska blackfish)	Metazoa	Chordata	2664	InterPro	0	absent			0	0.0				404
A0ACC2PB19	QAD02_014747	uniprot	ITPR	Metazoa (non-vertebrate)	QAD02_014747	Eretmocerus hayati	Metazoa	Arthropoda	2710	InterPro	0	absent			0	0.0				404
A0ACC2Q698	PYW08_010609	uniprot	ITPR	Metazoa (non-vertebrate)	PYW08_010609	Mythimna loreyi	Metazoa	Arthropoda	2704	InterPro	0	absent			0	0.0				404
A0ACC2TPX2	DSO57_1024190	uniprot	ITPR	Fungi	DSO57_1024190	Entomophthora muscae	Fungi	Entomophthoromycota	2567	InterPro	0	absent			0	0.0				404
A0ACC5W7L2	PGIGA_G00103600	uniprot	ITPR	Vertebrata	PGIGA_G00103600	Pangasianodon gigas (Mekong giant catfish) (Pangasius gigas)	Metazoa	Chordata	2607	InterPro	0	absent			0	0.0				404
A0ACC5WJ62	PGIGA_G00224460	uniprot	ITPR	Vertebrata	PGIGA_G00224460	Pangasianodon gigas (Mekong giant catfish) (Pangasius gigas)	Metazoa	Chordata	2672	InterPro	0	absent			0	0.0				404
A0ACC5WP21	PGIGA_G00244100	uniprot	ITPR	Vertebrata	PGIGA_G00244100	Pangasianodon gigas (Mekong giant catfish) (Pangasius gigas)	Metazoa	Chordata	2725	InterPro	0	absent			0	0.0				404
A0ACC5XF48	PGIGA_G00117080	uniprot	ITPR	Vertebrata	PGIGA_G00117080	Pangasianodon gigas	Metazoa	Chordata	460	HMM		absent			0	0.0				404
A0ACC5XGP3	PGIGA_G00117090	uniprot	ITPR	Vertebrata	PGIGA_G00117090	Pangasianodon gigas (Mekong giant catfish) (Pangasius gigas)	Metazoa	Chordata	2339	InterPro	0	absent			0	0.0				404
A0ACC5Y0H1	PDJAM_G00102300	uniprot	ITPR	Vertebrata	PDJAM_G00102300	Pangasius djambal	Metazoa	Chordata	2650	InterPro	0	absent			0	0.0				404
A0ACC5YE49	PDJAM_G00221080	uniprot	ITPR	Vertebrata	PDJAM_G00221080	Pangasius djambal	Metazoa	Chordata	2672	InterPro	0	absent			0	0.0				404
A0ACC5YGJ9	PDJAM_G00240740	uniprot	ITPR	Vertebrata	PDJAM_G00240740	Pangasius djambal	Metazoa	Chordata	2700	InterPro	0	absent			0	0.0				404
A0ACC5Z964	PDJAM_G00115810	uniprot	ITPR	Vertebrata	PDJAM_G00115810	Pangasius djambal	Metazoa	Chordata	2788	InterPro	0	absent			0	0.0				404
A0ACD3QH95	E3U43_005311	uniprot	ITPR	Vertebrata	E3U43_005311	Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea)	Metazoa	Chordata	2661	InterPro	0	absent			0	0.0				404
A0ACD3RBQ2	E3U43_013689	uniprot	ITPR	Vertebrata	E3U43_013689	Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea)	Metazoa	Chordata	1929	InterPro	0	absent			0	0.0				404
A0ACD3RIF9	E3U43_003443	uniprot	ITPR	Vertebrata	E3U43_003443	Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea)	Metazoa	Chordata	1745	InterPro	0	absent			0	0.0				404
A0ACD3RIN4	E3U43_003783	uniprot	ITPR	Vertebrata	E3U43_003783	Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea)	Metazoa	Chordata	1312	InterPro	0	absent			0	0.0				404
A0ACD3RJK7	E3U43_003124	uniprot	ITPR	Vertebrata	E3U43_003124	Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea)	Metazoa	Chordata	835	InterPro	0	absent			0	0.0				404
A0ACE0EYC5	ANTQUA_LOCUS3940	uniprot	ITPR	Metazoa (non-vertebrate)	ANTQUA_LOCUS3940	Anthophora quadrimaculata	Metazoa	Arthropoda	2809	InterPro	0	absent			0	0.0				404
A0ACE0G5X1	ANTPLA_LOCUS10045	uniprot	ITPR	Metazoa (non-vertebrate)	ANTPLA_LOCUS10045	Anthophora plagiata	Metazoa	Arthropoda	2788	InterPro	0	absent			0	0.0				404
A0ACE0GP25	ANTRET_LOCUS4100	uniprot	ITPR	Metazoa (non-vertebrate)	ANTRET_LOCUS4100	Anthophora retusa	Metazoa	Arthropoda	2809	InterPro	0	absent			0	0.0				404
A0ACE1ESN1	ARCGLAARC_LOCUS2970	uniprot	ITPR	Vertebrata	ARCGLAARC_LOCUS2970	Arctogadus glacialis	Metazoa	Chordata	261	HMM		absent			0	0.0				404
A0ACE1EV37	ARCGLAARC_LOCUS2969	uniprot	ITPR	Vertebrata	ARCGLAARC_LOCUS2969	Arctogadus glacialis (Arctic cod) (Gadus glacialis)	Metazoa	Chordata	2511	InterPro	0	absent			0	0.0				404
A0ACE1F9Q9	GADMORNCC_LOCUS1321	uniprot	ITPR	Vertebrata	GADMORNCC_LOCUS1321	Gadus morhua 'NCC'	Metazoa	Chordata	2925	InterPro	0	absent			0	0.0				404
A0ACE1FIG9	MERMERHAK_LOCUS4605	uniprot	ITPR	Vertebrata	MERMERHAK_LOCUS4605	Merluccius merluccius (European hake)	Metazoa	Chordata	2684	InterPro	0	absent			0	0.0				404
A0ACE1GTD2	BORSAIPOL_LOCUS9761	uniprot	ITPR	Vertebrata	BORSAIPOL_LOCUS9761	Boreogadus saida (Polar cod) (Gadus saida)	Metazoa	Chordata	1579	InterPro	0	absent			0	0.0				404
A0ACE1GTM0	BORSAIPOL_LOCUS9762	uniprot	ITPR	Vertebrata	BORSAIPOL_LOCUS9762	Boreogadus saida (Polar cod) (Gadus saida)	Metazoa	Chordata	1130	InterPro	0	absent			0	0.0				404
A0ACE1I259	BORSAIPOL_LOCUS13087	uniprot	ITPR	Vertebrata	BORSAIPOL_LOCUS13087	Boreogadus saida (Polar cod) (Gadus saida)	Metazoa	Chordata	2699	InterPro	0	absent			0	0.0				404
A0ACE1KCZ3	MERMERHAK_LOCUS15208	uniprot	ITPR	Vertebrata	MERMERHAK_LOCUS15208	Merluccius merluccius (European hake)	Metazoa	Chordata	2673	InterPro	0	absent			0	0.0				404
A0ACE1KEK8	GADMORNCC_LOCUS15057	uniprot	ITPR	Vertebrata	GADMORNCC_LOCUS15057	Gadus morhua 'NCC'	Metazoa	Chordata	2519	InterPro	0	absent			0	0.0				404
A0ACE1L5X5	LOTLOTBUR_LOCUS16859	uniprot	ITPR	Vertebrata	LOTLOTBUR_LOCUS16859	Lota lota (Burbot) (Gadus lota)	Metazoa	Chordata	2740	InterPro	0	absent			0	0.0				404
