group	upid	organism	taxid	protein_count	n_plc_x_only_domain	n_plc_y_only_domain	n_pi_plc	plc_status
viridiplantae	UP001705132	Castanea dentata (American chestnut)	134033	37716	5	4	4	present
viridiplantae	UP001729270	Zizania latifolia	58934	36074	6	6	6	present
viridiplantae	UP001730765	Musa banksii (Banana)	213591	33283	7	7	7	present
viridiplantae	UP001730766	Musa textilis (Manila hemp) (Abaca)	228183	33602	7	6	5	present
viridiplantae	UP001730840	Coccomyxa elongata	1965095	11716	0	0	0	absent
viridiplantae	UP001730881	Arabidopsis halleri	81970	35505	8	10	8	present
viridiplantae	UP001732700	Avena sativa (Oat)	4498	86842	15	13	13	present
viridiplantae	UP000002051	Medicago truncatula (Barrel medic) (Medicago tribuloides)	3880	57093	11	9	9	present
viridiplantae	UP000006727	Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens)	3218	47782	7	7	7	present
viridiplantae	UP000032142	Gossypium arboreum (Tree cotton) (Gossypium nanking)	29729	31542	7	7	7	present
viridiplantae	UP000187609	Nicotiana attenuata (Coyote tobacco)	49451	32918	9	7	7	present
viridiplantae	UP000215914	Helianthus annuus (Common sunflower)	4232	88555	21	13	12	present
viridiplantae	UP000222542	Capsicum annuum (Capsicum pepper)	4072	35710	9	7	6	present
viridiplantae	UP000224567	Capsicum baccatum (Peruvian pepper)	33114	35154	9	7	5	present
viridiplantae	UP000235145	Lactuca sativa (Garden lettuce)	4236	44115	10	9	9	present
viridiplantae	UP000238479	Rosa chinensis (China rose)	74649	45026	7	5	5	present
viridiplantae	UP000241394	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	1590841	32913	11	8	8	present
viridiplantae	UP000250235	Dorcoceras hygrometricum	472368	46001	6	4	4	present
viridiplantae	UP000265520	Trifolium medium	97028	116147	2	1	0	absent
viridiplantae	UP000275267	Panicum miliaceum (Proso millet) (Broomcorn millet)	4540	55732	8	6	6	present
viridiplantae	UP000289340	Glycine soja (Wild soybean)	3848	75203	17	15	14	present
viridiplantae	UP000289738	Arachis hypogaea (Peanut)	3818	97687	19	13	13	present
viridiplantae	UP000290289	Malus domestica (Apple) (Pyrus malus)	3750	42526	8	4	4	present
viridiplantae	UP000317650	Musa balbisiana (Banana)	52838	32192	6	4	4	present
viridiplantae	UP000323000	Acer yangbiense	1000413	28143	5	4	4	present
viridiplantae	UP000324897	Eragrostis curvula (weeping love grass)	38414	53658	10	8	8	present
viridiplantae	UP000326396	Mikania micrantha (bitter vine)	192012	45148	14	13	13	present
viridiplantae	UP000326939	Salix brachista	2182728	29803	7	6	6	present
viridiplantae	UP000327157	Pyrus ussuriensis x Pyrus communis	2448454	41937	13	6	6	present
viridiplantae	UP000447434	Lupinus albus (White lupine) (Lupinus termis)	3870	37960	11	9	9	present
viridiplantae	UP000467840	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	43141	8	6	6	present
viridiplantae	UP000485058	Haematococcus lacustris (Green alga) (Haematococcus pluvialis)	44745	28121	0	0	0	absent
viridiplantae	UP000516437	Morella rubra (Chinese bayberry)	262757	27208	8	5	5	present
viridiplantae	UP000636800	Vanilla planifolia (Vanilla)	51239	29071	1	1	1	present
viridiplantae	UP000685013	Cucurbita argyrosperma subsp. sororia	37648	30205	7	7	7	present
viridiplantae	UP000694240	Arabidopsis thaliana x Arabidopsis arenosa	1240361	59007	17	18	17	present
viridiplantae	UP000694251	Arabidopsis suecica (Swedish thale-cress) (Cardaminopsis suecica)	45249	59687	15	17	15	present
viridiplantae	UP000701853	Gossypium anomalum	47600	32886	6	4	4	present
viridiplantae	UP000807159	Populus deltoides (Eastern poplar) (Eastern cottonwood)	3696	39771	9	7	7	present
viridiplantae	UP000823674	Brassica rapa subsp. trilocularis	1813537	42330	12	12	12	present
viridiplantae	UP000823749	Rhododendron griersonianum	479676	49278	6	4	4	present
viridiplantae	UP000824120	Solanum commersonii (Commerson's wild potato) (Commerson's nightshade)	4109	65119	9	7	7	present
viridiplantae	UP000835761	Fagus sylvatica (Beechnut)	28930	20083	0	0	0	absent
viridiplantae	UP000886520	Adiantum capillus-veneris (Maidenhair fern)	13818	25645	7	5	5	present
viridiplantae	UP000886885	Populus tomentosa (Chinese white poplar)	118781	58240	15	12	11	present
viridiplantae	UP001054821	Prunus dulcis (Almond) (Amygdalus dulcis)	3755	44957	6	4	3	present
viridiplantae	UP001055879	Arctium lappa (Greater burdock) (Lappa major)	4217	38912	10	9	9	present
viridiplantae	UP001057402	Melastoma candidum	119954	45460	7	7	7	present
viridiplantae	UP001058974	Pisum sativum (Garden pea) (Lathyrus oleraceus)	3888	64176	8	7	7	present
viridiplantae	UP001064489	Acer negundo (Box elder)	4023	29013	7	6	5	present
viridiplantae	UP001085076	Dioscorea zingiberensis	325984	30095	8	7	7	present
viridiplantae	UP001140206	Rhynchospora pubera	906938	70303	14	11	10	present
viridiplantae	UP001141253	Salix suchowensis	1278906	36942	8	7	7	present
viridiplantae	UP001151529	Salix viminalis (Common osier) (Basket willow)	40686	32490	8	7	7	present
viridiplantae	UP001151532	Salix purpurea (Purple osier willow)	77065	37077	7	6	5	present
viridiplantae	UP001151752	Salix koriyanagi	2511006	34531	8	7	7	present
viridiplantae	UP001151760	Tanacetum coccineum	301880	160195	1	0	0	absent
viridiplantae	UP001159364	Erythroxylum novogranatense (Peruvian coca) (Erythroxylum coca var. novogranatense)	1862640	28510	6	4	4	present
viridiplantae	UP001162972	Salix udensis	889485	34473	8	7	6	present
viridiplantae	UP001163823	Quillaja saponaria (Soap bark tree)	32244	39002	10	8	8	present
viridiplantae	UP001164776	Paspalum vaginatum (seashore paspalum)	158149	45463	0	0	0	absent
viridiplantae	UP001164929	Populus alba x Populus x berolinensis	444605	52374	7	5	5	present
viridiplantae	UP001172457	Centaurea solstitialis (yellow star-thistle)	347529	33406	7	6	6	present
viridiplantae	UP001174677	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	3981	37065	8	8	8	present
viridiplantae	UP001187192	Ficus carica (Common fig)	3494	50560	6	5	5	present
viridiplantae	UP001190700	Cymbomonas tetramitiformis	36881	55884	0	0	0	absent
viridiplantae	UP001234787	Cryptomeria japonica (Japanese cedar) (Cupressus japonica)	3369	1998	0	0	0	absent
viridiplantae	UP001301735	Eleusine coracana subsp. coracana	191504	235	0	0	0	absent
viridiplantae	UP001345219	Trapa incisa	236973	32290	8	6	6	present
viridiplantae	UP001358586	Gossypium arboreum (Tree cotton) (Gossypium nanking)	29729	47974	11	9	9	present
viridiplantae	UP001634393	Penstemon smallii	265156	25218	8	6	6	present
viridiplantae	UP001674383	Bienertia sinuspersici	338654	31839	1	0	0	absent
viridiplantae	UP001703957	Helianthus anomalus	73274	137788	25	18	15	present
viridiplantae	UP001705133	Taraxacum kok-saghyz (Russian dandelion)	333970	38650	10	7	7	present
viridiplantae	UP001730600	Prunus armeniaca (Apricot) (Armeniaca vulgaris)	36596	55495	7	5	5	present
viridiplantae	UP001730764	Prunus brigantina	151428	42103	7	5	5	present
protista_other	UP000002195	Dictyostelium discoideum (Social amoeba)	44689	12726	1	1	1	present
protista_other	UP000000542	Leishmania major	5664	8039	3	3	3	present
protista_other	UP000000600	Paramecium tetraurelia	5888	39350	6	6	6	present
protista_other	UP000000759	Phaeodactylum tricornutum (strain CCAP 1055/1)	556484	10465	3	3	3	present
protista_other	UP000001064	Dictyostelium purpureum (Slime mold)	5786	12347	1	1	1	present
protista_other	UP000001357	Monosiga brevicollis (Choanoflagellate)	81824	9156	6	5	5	present
protista_other	UP000001396	Heterostelium pallidum (strain ATCC 26659 / Pp 5 / PN500) (Cellular slime mold) (Polysphondylium pallidum)	670386	12351	1	1	1	present
protista_other	UP000001449	Thalassiosira pseudonana (Marine diatom) (Cyclotella nana)	35128	11753	3	3	1	present
protista_other	UP000001450	Plasmodium falciparum (isolate 3D7)	36329	5361	1	1	1	present
protista_other	UP000001460	Cryptosporidium muris (strain RN66)	441375	3930	1	1	1	present
protista_other	UP000001529	Toxoplasma gondii (strain ATCC 50611 / Me49)	508771	8307	1	1	1	present
protista_other	UP000001926	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	294381	7967	0	0	0	absent
protista_other	UP000001949	Theileria parva (East coast fever infection agent)	5875	2788	1	1	1	present
protista_other	UP000001950	Theileria annulata	5874	3790	1	1	1	present
protista_other	UP000002226	Toxoplasma gondii (strain ATCC 50861 / VEG)	432359	8404	1	1	1	present
protista_other	UP000002296	Trypanosoma cruzi (strain CL Brener)	353153	19242	1	1	1	present
protista_other	UP000002640	Phytophthora sojae (strain P6497) (Soybean stem and root rot agent) (Phytophthora megasperma f. sp. glycines)	1094619	25721	0	0	0	absent
protista_other	UP000002729	Aureococcus anophagefferens (Harmful bloom alga)	44056	11501	4	2	2	present
protista_other	UP000002899	Babesia microti (strain RI)	1133968	3595	1	1	1	present
protista_other	UP000003786	Theileria orientalis strain Shintoku	869250	3996	1	1	1	present
protista_other	UP000005238	Phytophthora ramorum (Sudden oak death agent)	164328	15350	0	0	0	absent
protista_other	UP000006319	Plasmodium cynomolgi (strain B)	1120755	5713	1	1	1	present
protista_other	UP000006643	Phytophthora infestans (strain T30-4) (Potato late blight agent)	403677	17610	0	0	0	absent
protista_other	UP000006671	Naegleria gruberi (Amoeba)	5762	15636	3	3	3	present
protista_other	UP000007014	Cyanidioschyzon merolae (strain NIES-3377 / 10D) (Unicellular red alga)	280699	5029	0	0	0	absent
protista_other	UP000007258	Leishmania braziliensis	5660	8084	2	2	2	present
protista_other	UP000007259	Leishmania mexicana (strain MHOM/GT/2001/U1103)	929439	8044	2	2	2	present
protista_other	UP000007350	Trypanosoma cruzi marinkellei	85056	10052	2	1	1	present
protista_other	UP000007494	Neospora caninum (strain Liverpool)	572307	6933	1	1	1	present
protista_other	UP000007797	Cavenderia fasciculata (Slime mold) (Dictyostelium fasciculatum)	261658	12152	2	2	2	present
protista_other	UP000007799	Salpingoeca rosetta (Choanoflagellate)	946362	11698	9	9	9	present
protista_other	UP000007800	Perkinsus marinus (strain ATCC 50983 / TXsc)	423536	23114	0	0	0	absent
protista_other	UP000008076	Entamoeba dispar (strain ATCC PRA-260 / SAW760)	370354	8606	0	0	0	absent
protista_other	UP000008153	Leishmania infantum	5671	8045	3	3	3	present
protista_other	UP000008312	Blastocystis hominis	12968	5820	0	0	0	absent
protista_other	UP000008524	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	185431	8588	2	1	1	present
protista_other	UP000008743	Capsaspora owczarzaki (strain ATCC 30864)	595528	9794	9	8	8	present
protista_other	UP000008983	Ichthyophthirius multifiliis (White spot disease agent) (Ich)	5932	8049	4	2	2	present
protista_other	UP000009168	Tetrahymena thermophila (strain SB210)	312017	26975	6	4	4	present
protista_other	UP000011083	Acanthamoeba castellanii (strain ATCC 30010 / Neff)	1257118	14939	1	1	1	present
protista_other	UP000011087	Guillardia theta (strain CCMP2712) (Cryptophyte)	905079	24738	0	0	0	absent
protista_other	UP000011713	Hyaloperonospora arabidopsidis (strain Emoy2) (Downy mildew agent) (Peronospora arabidopsidis)	559515	13837	0	0	0	absent
protista_other	UP000012073	Chondrus crispus (Carrageen Irish moss) (Polymorpha crispa)	2769	9598	2	1	1	present
protista_other	UP000013827	Emiliania huxleyi (strain CCMP1516)	280463	35617	19	19	13	present
protista_other	UP000014680	Entamoeba invadens IP1	370355	9857	0	0	0	absent
protista_other	UP000015354	Strigomonas culicis	28005	9986	6	6	6	present
protista_other	UP000018050	Eimeria acervulina (Coccidian parasite)	5801	6867	1	0	0	absent
protista_other	UP000018538	Plasmodium yoelii 17X	1323249	6833	1	1	1	present
protista_other	UP000018721	Phytophthora nicotianae P1569	1317065	26477	0	0	0	absent
protista_other	UP000019132	Globisporangium ultimum (strain ATCC 200006 / CBS 805.95 / DAOM BR144) (Pythium ultimum)	431595	15153	0	0	0	absent
protista_other	UP000019763	Gregarina niphandrodes (Septate eugregarine)	110365	6341	2	2	2	present
protista_other	UP000027581	Plasmodium reichenowi	5854	5630	1	1	1	present
protista_other	UP000030640	Plasmodium inui San Antonio 1	1237626	5828	1	1	1	present
protista_other	UP000030673	Plasmodium falciparum (isolate NF54)	5843	5920	1	1	1	present
protista_other	UP000030680	Galdieria sulphuraria (Red alga)	130081	7035	0	0	0	absent
protista_other	UP000030693	Fonticula alba (Slime mold)	691883	6244	2	2	2	present
protista_other	UP000030744	Eimeria mitis	44415	10057	0	0	0	absent
protista_other	UP000030745	Saprolegnia parasitica (strain CBS 223.65)	695850	20052	1	1	1	present
protista_other	UP000030747	Eimeria tenella (Coccidian parasite)	5802	8595	1	0	0	absent
protista_other	UP000030750	Eimeria brunetti	51314	8711	0	0	0	absent
protista_other	UP000030754	Eimeria necatrix	51315	8608	1	0	0	absent
protista_other	UP000030762	Saprolegnia diclina (strain VS20)	1156394	18047	1	1	1	present
protista_other	UP000030763	Eimeria maxima (Coccidian parasite)	5804	6057	0	0	0	absent
protista_other	UP000031512	Theileria equi (strain WA) (Babesia equi)	1537102	5313	1	1	1	present
protista_other	UP000031513	Plasmodium knowlesi (strain H)	5851	5339	1	1	1	present
protista_other	UP000031737	Trypanosoma rangeli SC58	429131	7365	1	1	1	present
protista_other	UP000033188	Babesia bigemina	5866	4432	1	1	1	present
protista_other	UP000037460	Chrysochromulina tobinii	1460289	16679	2	2	1	present
protista_other	UP000038009	Leptomonas seymouri	5684	8480	4	3	3	present
protista_other	UP000039324	Plasmodiophora brassicae (Clubroot disease agent)	37360	9720	1	1	1	present
protista_other	UP000039865	Stylonychia lemnae (Ciliate)	5949	20720	2	1	1	present
protista_other	UP000051952	Bodo saltans (Flagellated protozoan)	75058	18124	7	6	6	present
protista_other	UP000053237	Albugo candida	65357	13200	0	0	0	absent
protista_other	UP000054408	Thecamonas trahens ATCC 50062	461836	10604	1	1	1	present
protista_other	UP000054560	Sphaeroforma arctica JP610	667725	18649	5	4	2	present
protista_other	UP000054561	Plasmodium fragile	5857	5638	1	1	1	present
protista_other	UP000054937	Pseudocohnilembus persalinus (Ciliate)	266149	13175	5	3	3	present
protista_other	UP000063063	Leishmania panamensis	5679	8354	3	2	2	present
protista_other	UP000071118	Plasmodium chabaudi chabaudi	31271	5197	1	1	1	present
protista_other	UP000074855	Plasmodium berghei (strain Anka)	5823	4927	1	1	1	present
protista_other	UP000076078	Tieghemostelium lacteum (Slime mold) (Dictyostelium lacteum)	361077	10208	1	1	1	present
protista_other	UP000078348	Blastocystis sp. subtype 1 (strain ATCC 50177 / NandII)	478820	6377	0	0	0	absent
protista_other	UP000092716	Plasmodium coatneyi	208452	5514	1	1	1	present
protista_other	UP000095192	Cyclospora cayetanensis	88456	7151	1	1	0	absent
protista_other	UP000095751	Fragilariopsis cylindrus CCMP1102	635003	18075	4	3	3	present
protista_other	UP000179807	Tritrichomonas foetus	1144522	24634	5	0	0	absent
protista_other	UP000186176	Cryptosporidium ubiquitum	857276	3765	1	1	1	present
protista_other	UP000186804	Cryptosporidium andersoni	117008	3876	1	1	1	present
protista_other	UP000186817	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	2951	43269	2	2	2	present
protista_other	UP000187209	Stentor coeruleus	5963	30969	2	2	2	present
protista_other	UP000192257	Trypanosoma theileri	67003	11236	2	2	2	present
protista_other	UP000195521	Plasmodium gonderi	77519	5915	1	1	1	present
protista_other	UP000195570	Trypanosoma equiperdum	5694	7660	2	1	1	present
protista_other	UP000198406	Fistulifera solaris (Oleaginous diatom)	1519565	20319	7	6	6	present
protista_other	UP000218209	Porphyra umbilicalis (Purple laver) (Red alga)	2786	13469	1	1	1	present
protista_other	UP000219813	Plasmodium malariae	5858	5915	1	1	1	present
protista_other	UP000220158	Plasmodium relictum	85471	5136	1	1	1	present
protista_other	UP000220797	Plasmodium gallinaceum	5849	5276	1	1	1	present
protista_other	UP000221165	Cystoisospora suis	483139	11541	1	1	0	absent
protista_other	UP000236319	Babesia ovata	189622	5006	1	1	1	present
protista_other	UP000236928	Cryptosporidium meleagridis	93969	3753	1	1	1	present
protista_other	UP000241769	Planoprotostelium fungivorum	1890364	16856	2	2	2	present
protista_other	UP000241890	Hondaea fermentalgiana	2315210	11849	3	2	2	present
protista_other	UP000242942	Plasmodium ovale (malaria parasite P. ovale)	36330	6625	1	1	1	present
protista_other	UP000243217	Thraustotheca clavata	74557	13171	1	1	1	present
protista_other	UP000243579	Achlya hypogyna (Oomycete) (Protoachlya hypogyna)	1202772	14400	1	1	1	present
protista_other	UP000247409	Gracilariopsis chorda	448386	10593	3	1	1	present
protista_other	UP000251314	Phytophthora cactorum	29920	23398	0	0	0	absent
protista_other	UP000274082	Leishmania donovani	5661	8326	3	3	3	present
protista_other	UP000282087	Peronospora effusa	542832	8522	0	0	0	absent
protista_other	UP000283634	Trypanosoma rangeli	5698	10070	1	1	1	present
protista_other	UP000284403	Trypanosoma conorhini	83891	10134	1	1	1	present
protista_other	UP000284702	Aphanomyces astaci (Crayfish plague agent)	112090	14008	1	1	1	present
protista_other	UP000285060	Aphanomyces invadans	157072	10860	0	0	0	absent
protista_other	UP000285624	Phytophthora kernoviae	325452	9833	0	0	0	absent
protista_other	UP000291116	Pseudo-nitzschia multistriata	183589	11907	4	3	3	present
protista_other	UP000294530	Bremia lactucae (Lettuce downy mildew)	4779	9236	0	0	0	absent
protista_other	UP000323011	Cafeteria roenbergensis (Marine flagellate)	33653	8530	1	1	1	present
protista_other	UP000324585	Porphyridium purpureum (Red alga) (Porphyridium cruentum)	35688	9673	1	1	1	present
protista_other	UP000332933	Aphanomyces stellatus	120398	20738	1	1	1	present
protista_other	UP000355283	Nannochloropsis salina CCMP1776	1027361	8911	0	0	0	absent
protista_other	UP000419144	Leishmania tarentolae (Sauroleishmania tarentolae)	5689	8388	2	2	2	present
protista_other	UP000433483	Phytophthora fragariae	53985	34421	0	0	0	absent
protista_other	UP000434957	Phytophthora rubi	129364	35379	0	0	0	absent
