accession	organism	vclass	cell	bait	clade	family	class	contig_a	start_a	end_a	strand_a	cov_a	contig_b	start_b	end_b	strand_b	cov_b	q_overlap_frac	genomic_gap_bp	same_contig	same_strand	within_one_locus
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A6I8Q6P7	RYR	RYR	dispersed	NC_137687.1	15761957	15905365	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137674.1	59971526	60103767	-	1	1	27665549	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137674.1	101847335	101924039	+	1	1	69541358	1	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137681.1	2312462	2402998	-	0.7558	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137687.1	15761957	15905365	+	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137674.1	101847335	101924039	+	1	1	41743567	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137681.1	2312462	2402998	-	0.7558	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137687.1	15761957	15905365	+	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137674.1	101847335	101924039	+	1	NC_137681.1	2312462	2402998	-	0.7558	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137674.1	101847335	101924039	+	1	NC_137687.1	15761957	15905365	+	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137674.1	101847335	101924039	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137681.1	2312462	2402998	-	0.7558	NC_137687.1	15761957	15905365	+	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137681.1	2312462	2402998	-	0.7558	NC_137693.1	6868225	6938864	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0A8V0Y8K1	RYR	RYR	dispersed	NC_137687.1	15761957	15905365	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137674.1	59971526	60103767	-	1	1	27665549	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137674.1	101847335	101924039	+	1	1	69541358	1	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137681.1	2312462	2403004	-	0.7692	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137687.1	15761957	15905365	+	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137674.1	101847335	101924039	+	1	1	41743567	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137681.1	2312462	2403004	-	0.7692	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137687.1	15761957	15905365	+	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137674.1	101847335	101924039	+	1	NC_137681.1	2312462	2403004	-	0.7692	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137674.1	101847335	101924039	+	1	NC_137687.1	15761957	15905365	+	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137674.1	101847335	101924039	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137681.1	2312462	2403004	-	0.7692	NC_137687.1	15761957	15905365	+	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137681.1	2312462	2403004	-	0.7692	NC_137693.1	6868225	6938864	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AAJ7XD62	RYR	RYR	dispersed	NC_137687.1	15761957	15905365	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137674.1	32150735	32305976	+	1	NC_137674.1	59971526	60103764	-	1	1	27665549	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137674.1	32150735	32305976	+	1	NC_137674.1	101847338	101924039	+	1	1	69541361	1	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137674.1	32150735	32305976	+	1	NC_137681.1	2312462	2402998	-	0.7587	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137674.1	32150735	32305976	+	1	NC_137687.1	15761960	15905365	+	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137674.1	32150735	32305976	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137674.1	59971526	60103764	-	1	NC_137674.1	101847338	101924039	+	1	1	41743573	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137674.1	59971526	60103764	-	1	NC_137681.1	2312462	2402998	-	0.7587	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137674.1	59971526	60103764	-	1	NC_137687.1	15761960	15905365	+	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137674.1	59971526	60103764	-	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137674.1	101847338	101924039	+	1	NC_137681.1	2312462	2402998	-	0.7587	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137674.1	101847338	101924039	+	1	NC_137687.1	15761960	15905365	+	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137674.1	101847338	101924039	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137681.1	2312462	2402998	-	0.7587	NC_137687.1	15761960	15905365	+	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137681.1	2312462	2402998	-	0.7587	NC_137693.1	6868225	6938864	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	A0AC58GZ77	RYR	RYR	dispersed	NC_137687.1	15761960	15905365	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137674.1	32181611	32305976	+	1	NC_137674.1	59971526	60081247	-	1	1	27665549	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137674.1	32181611	32305976	+	1	NC_137687.1	15782620	15905365	+	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137674.1	32181611	32305976	+	1	NC_137693.1	6868225	6934428	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137674.1	59971526	60081247	-	1	NC_137687.1	15782620	15905365	+	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137674.1	59971526	60081247	-	1	NC_137693.1	6868225	6934428	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	H3BGR5	RYR	RYR	dispersed	NC_137687.1	15782620	15905365	+	1	NC_137693.1	6868225	6934428	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137674.1	59971526	60103767	-	1	1	27665549	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137674.1	101847335	101924039	+	1	1	69541358	1	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137681.1	2312462	2402998	-	0.7586	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137687.1	15761957	15905365	+	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137674.1	32150732	32305976	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137674.1	101847335	101924039	+	1	1	41743567	1	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137681.1	2312462	2402998	-	0.7586	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137687.1	15761957	15905365	+	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137674.1	59971526	60103767	-	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137674.1	101847335	101924039	+	1	NC_137681.1	2312462	2402998	-	0.7586	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137674.1	101847335	101924039	+	1	NC_137687.1	15761957	15905365	+	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137674.1	101847335	101924039	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137681.1	2312462	2402998	-	0.7586	NC_137687.1	15761957	15905365	+	1	1	-1	0	0	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137681.1	2312462	2402998	-	0.7586	NC_137693.1	6868225	6938864	-	1	1	-1	0	1	0
GCF_963989245.1	Nansenia antarctica	Actinopteri	RYR	Q92736	RYR	RYR	dispersed	NC_137687.1	15761957	15905365	+	1	NC_137693.1	6868225	6938864	-	1	1	-1	0	0	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A4W3GWE7	ITPR3	ITPR	dispersed	NC_136261.1	297520938	297891381	-	1	NC_136264.1	123056259	123519203	-	0.9939	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A4W3GWE7	ITPR3	ITPR	dispersed	NC_136261.1	297520938	297891381	-	1	NC_136272.1	86116901	86302359	-	0.997	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A4W3GWE7	ITPR3	ITPR	dispersed	NC_136264.1	123056259	123519203	-	0.9939	NC_136272.1	86116901	86302359	-	0.997	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A4W3JHJ0	vertebrate_basal	ITPR	dispersed	NC_136261.1	297520944	297832467	-	0.9724	NC_136264.1	123056238	123437241	-	0.9691	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A4W3JHJ0	vertebrate_basal	ITPR	dispersed	NC_136261.1	297520944	297832467	-	0.9724	NC_136272.1	86116883	86262261	-	0.9724	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A4W3JHJ0	vertebrate_basal	ITPR	dispersed	NC_136264.1	123056238	123437241	-	0.9691	NC_136272.1	86116883	86262261	-	0.9724	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A670JBK6	ITPR1	ITPR	dispersed	NC_136261.1	297520944	297891381	-	1	NC_136264.1	123056250	123519182	-	0.9931	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A670JBK6	ITPR1	ITPR	dispersed	NC_136261.1	297520944	297891381	-	1	NC_136272.1	86116883	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A670JBK6	ITPR1	ITPR	dispersed	NC_136264.1	123056250	123519182	-	0.9931	NC_136272.1	86116883	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A672IUQ7	ITPR1	ITPR	dispersed	NC_136261.1	297520944	297891381	-	1	NC_136264.1	123056238	123519182	-	0.9938	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A672IUQ7	ITPR1	ITPR	dispersed	NC_136261.1	297520944	297891381	-	1	NC_136272.1	86116883	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A672IUQ7	ITPR1	ITPR	dispersed	NC_136264.1	123056238	123519182	-	0.9938	NC_136272.1	86116883	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A672UP22	ITPR2	ITPR	dispersed	NC_136261.1	297520938	297891381	-	1	NC_136264.1	122839381	123519203	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A672UP22	ITPR2	ITPR	dispersed	NC_136261.1	297520938	297891381	-	1	NC_136272.1	86116889	86302359	-	0.9993	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A672UP22	ITPR2	ITPR	dispersed	NC_136264.1	122839381	123519203	-	1	NC_136272.1	86116889	86302359	-	0.9993	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A6I8RGU0	ITPR2	ITPR	dispersed	NC_136261.1	297520983	297891375	-	0.9937	NC_136264.1	123056238	123519173	-	0.9959	0.997	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A6I8RGU0	ITPR2	ITPR	dispersed	NC_136261.1	297520983	297891375	-	0.9937	NC_136272.1	86116901	86302359	-	0.9978	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A6I8RGU0	ITPR2	ITPR	dispersed	NC_136264.1	123056238	123519173	-	0.9959	NC_136272.1	86116901	86302359	-	0.9978	0.9978	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A6J0TV85	ITPR3	ITPR	dispersed	NC_136261.1	297520977	297891381	-	1	NC_136264.1	123056259	123519203	-	0.997	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A6J0TV85	ITPR3	ITPR	dispersed	NC_136261.1	297520977	297891381	-	1	NC_136272.1	86116910	86302359	-	0.9989	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A6J0TV85	ITPR3	ITPR	dispersed	NC_136264.1	123056259	123519203	-	0.997	NC_136272.1	86116910	86302359	-	0.9989	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A7K6LHC3	ITPR3	ITPR	dispersed	NC_136261.1	297520977	297891381	-	1	NC_136264.1	123056259	123519203	-	0.997	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A7K6LHC3	ITPR3	ITPR	dispersed	NC_136261.1	297520977	297891381	-	1	NC_136272.1	86116901	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A7K6LHC3	ITPR3	ITPR	dispersed	NC_136264.1	123056259	123519203	-	0.997	NC_136272.1	86116901	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8C6KWV8	ITPR3	ITPR	dispersed	NC_136261.1	297520989	297891381	-	0.9903	NC_136264.1	123056265	123519182	-	0.9873	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8C6KWV8	ITPR3	ITPR	dispersed	NC_136261.1	297520989	297891381	-	0.9903	NC_136272.1	86116928	86302359	-	0.9906	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8C6KWV8	ITPR3	ITPR	dispersed	NC_136264.1	123056265	123519182	-	0.9873	NC_136272.1	86116928	86302359	-	0.9906	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8J0SYK9	ITPR3	ITPR	dispersed	NC_136261.1	297520980	297891381	-	0.9933	NC_136264.1	123056259	123519203	-	0.9929	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8J0SYK9	ITPR3	ITPR	dispersed	NC_136261.1	297520980	297891381	-	0.9933	NC_136272.1	86116910	86302359	-	0.9948	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8J0SYK9	ITPR3	ITPR	dispersed	NC_136264.1	123056259	123519203	-	0.9929	NC_136272.1	86116910	86302359	-	0.9948	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8J0T3U5	ITPR1	ITPR	dispersed	NC_136261.1	297520944	297891381	-	1	NC_136264.1	123056250	123519182	-	0.9931	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8J0T3U5	ITPR1	ITPR	dispersed	NC_136261.1	297520944	297891381	-	1	NC_136272.1	86116883	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8J0T3U5	ITPR1	ITPR	dispersed	NC_136264.1	123056250	123519182	-	0.9931	NC_136272.1	86116883	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8M2BDG0	ITPR1	ITPR	dispersed	NC_136261.1	297520944	297891384	-	1	NC_136264.1	123056250	123519182	-	0.993	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8M2BDG0	ITPR1	ITPR	dispersed	NC_136261.1	297520944	297891384	-	1	NC_136272.1	86116883	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8M2BDG0	ITPR1	ITPR	dispersed	NC_136264.1	123056250	123519182	-	0.993	NC_136272.1	86116883	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8M6Z266	ITPR3	ITPR	dispersed	NC_136261.1	297520980	297891381	-	0.9909	NC_136264.1	123056259	123519182	-	0.9875	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8M6Z266	ITPR3	ITPR	dispersed	NC_136261.1	297520980	297891381	-	0.9909	NC_136272.1	86116889	86302359	-	0.9954	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8M6Z266	ITPR3	ITPR	dispersed	NC_136264.1	123056259	123519182	-	0.9875	NC_136272.1	86116889	86302359	-	0.9954	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8M9PQQ3	ITPR2	ITPR	dispersed	NC_136261.1	297520965	297891381	-	0.9974	NC_136264.1	123056220	123519203	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8M9PQQ3	ITPR2	ITPR	dispersed	NC_136261.1	297520965	297891381	-	0.9974	NC_136272.1	86116907	86302347	-	0.9955	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8M9PQQ3	ITPR2	ITPR	dispersed	NC_136264.1	123056220	123519203	-	1	NC_136272.1	86116907	86302347	-	0.9955	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8V0ZJT0	ITPR1	ITPR	dispersed	NC_136261.1	297520944	297891375	-	0.9939	NC_136264.1	123056250	123519227	-	0.9939	0.996	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8V0ZJT0	ITPR1	ITPR	dispersed	NC_136261.1	297520944	297891375	-	0.9939	NC_136272.1	86116883	86302368	-	0.9957	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8V0ZJT0	ITPR1	ITPR	dispersed	NC_136264.1	123056250	123519227	-	0.9939	NC_136272.1	86116883	86302368	-	0.9957	0.9978	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8V1ACE6	ITPR3	ITPR	dispersed	NC_136261.1	297520977	297891381	-	1	NC_136264.1	123189791	123519203	-	0.8615	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8V1ACE6	ITPR3	ITPR	dispersed	NC_136261.1	297520977	297891381	-	1	NC_136272.1	86116901	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0A8V1ACE6	ITPR3	ITPR	dispersed	NC_136264.1	123189791	123519203	-	0.8615	NC_136272.1	86116901	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0AAJ7U4X1	vertebrate_basal	ITPR	dispersed	NC_136261.1	297520938	297891381	-	1	NC_136264.1	123056208	123519203	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0AAJ7U4X1	vertebrate_basal	ITPR	dispersed	NC_136261.1	297520938	297891381	-	1	NC_136272.1	86116925	86302359	-	0.994	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0AAJ7U4X1	vertebrate_basal	ITPR	dispersed	NC_136264.1	123056208	123519203	-	1	NC_136272.1	86116925	86302359	-	0.994	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0AAX7UHL1	ITPR2	ITPR	dispersed	NC_136261.1	297520965	297891381	-	0.9978	NC_136264.1	123056223	123519182	-	0.997	0.9978	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0AAX7UHL1	ITPR2	ITPR	dispersed	NC_136261.1	297520965	297891381	-	0.9978	NC_136272.1	86116907	86302347	-	0.9959	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0AAX7UHL1	ITPR2	ITPR	dispersed	NC_136264.1	123056223	123519182	-	0.997	NC_136272.1	86116907	86302347	-	0.9959	0.9989	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0ABM1LG32	ITPR2	ITPR	dispersed	NC_136261.1	297520938	297891381	-	1	NC_136264.1	123056238	123519173	-	0.993	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0ABM1LG32	ITPR2	ITPR	dispersed	NC_136261.1	297520938	297891381	-	1	NC_136272.1	86116889	86302359	-	0.9993	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0ABM1LG32	ITPR2	ITPR	dispersed	NC_136264.1	123056238	123519173	-	0.993	NC_136272.1	86116889	86302359	-	0.9993	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0ABM4F3U0	ITPR1	ITPR	dispersed	NC_136261.1	297520944	297891384	-	1	NC_136264.1	123056250	123519182	-	0.9931	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0ABM4F3U0	ITPR1	ITPR	dispersed	NC_136261.1	297520944	297891384	-	1	NC_136272.1	86116883	86302359	-	1	1	-1	0	1	0
GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	A0ABM4F3U0	ITPR1	ITPR	dispersed	NC_136264.1	123056250	123519182	-	0.9931	NC_136272.1	86116883	86302359	-	1	1	-1	0	1	0
