accession	organism	vclass	vorder	cell	locus_idx	mp_id	bait	bait_paralog	frame_via_cell	reference	strand	contig	start	end	coverage	identity	q_start	q_end	residues	n_blocks	n_exons	n_merges	n_introns	frame_steps	cds_bp	span_bp	total_intron_bp	median_intron_bp	max_intron_bp	min_intron_bp_seen	mean_exon_bp	frame_balance_bp	canonical_junctions	minor_junctions	non_canonical_junctions	frac_canonical	in_scope	excluded_by
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	ITPR1	1	MP000080	A0A672IUQ7	ITPR1	0	Q14643	+	NC_140369.1	12690544	12752705	1	0.8679	1	2748	2748	58	58	0	57	1	8236	62162	53926	388	6240	82	142	-11	57	0	0	1	1	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	ITPR2	0	MP000081	A0AAX7UHL1	ITPR2	0	Q14571	+	NC_140374.1	3067582	3116875	1	0.8091	1	2701	2701	56	56	0	55	0	8040	49294	41254	321	8543	90	143.57	-63	53	1	1	0.9818	1	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	ITPR3	0	MP000084	A0A8C6KWV8	ITPR3	0	Q14573	+	NC_140378.1	6231454	6255081	1	0.86	1	2670	2670	58	58	0	57	0	7998	23628	15630	146	2943	73	137.9	-15	56	1	0	1	1	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	RYR	3	MP000065	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_140363.1	19638513	19734805	1	0.6686	1	4968	4968	102	102	0	101	0	14841	96293	81452	341	16574	50	145.5	-66	100	1	0	1	1	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	RYR	1	MP000057	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_140365.1	2087589	2141617	1	0.7999	1	5037	5037	104	104	0	103	0	15258	54029	38771	194	4927	74	146.71	144	103	0	0	1	1	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	RYR	5	MP000061	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_140366.1	15246619	15320476	1	0.6522	1	5037	5037	103	103	0	102	2	14652	73858	59206	247.5	9733	52	142.25	-462	100	2	0	1	1	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	RYR	4	MP000066	A0A8V0Y8K1	RYR2	0	Q92736	-	NC_140371.1	20038968	20083035	1	0.6612	1	4968	4968	104	104	0	103	1	15050	44068	29018	205	1221	79	144.71	143	102	1	0	1	1	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	RYR	0	MP000067	A0AC58GZ77	RYR2	0	Q92736	+	NC_140373.1	6334829	6425852	1	0.9118	1	4961	4961	108	108	0	107	0	14922	91024	76102	243	26463	79	138.17	36	107	0	0	1	1	
GCF_054491055.1	Hypomesus nipponensis	Actinopteri	Osmeriformes	RYR	2	MP000058	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_140375.1	15442162	15501641	1	0.8012	1	5037	5037	104	104	0	103	0	15288	59480	44192	155	8982	77	147	174	102	1	0	1	1	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	ITPR1	1	MP000085	A0A672IUQ7	ITPR1	0	Q14643	+	NC_139318.1	11212350	11329839	1	0.8704	1	2748	2748	59	59	0	58	0	8277	117490	109213	890.5	11391	76	140.29	30	58	0	0	1	1	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	ITPR1	0	MP000084	A0A672IUQ7	ITPR1	0	Q14643	+	NC_139318.1	22113678	22220399	1	0.963	1	2748	2748	58	58	0	57	0	8232	106722	98490	846	17299	83	141.93	-15	57	0	0	1	1	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	ITPR2	0	MP000086	A0AAX7UHL1	ITPR2	0	Q14571	-	NC_139329.1	16865281	16945807	1	0.8792	1	2701	2701	56	56	0	55	1	8087	80527	72440	359	17964	39	144.41	-19	53	1	1	0.9818	1	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	ITPR3	0	MP000087	A0A8C6KWV8	ITPR3	0	Q14573	+	NC_139322.1	1452325	1523229	1	0.9113	1	2670	2670	60	60	0	59	0	8082	70905	62823	405	15231	77	134.7	69	59	0	0	1	1	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	RYR	1	MP000058	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_139320.1	27339603	27432392	1	0.8142	1	5037	5037	105	105	0	104	0	15204	92790	77586	175	20313	84	144.8	90	104	0	0	1	1	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	RYR	2	MP000059	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_139327.1	19102862	19167086	1	0.8029	1	5037	5037	104	104	0	103	0	15120	64225	49105	110	6073	74	145.38	6	102	1	0	1	1	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	RYR	5	MP000083	A0AAJ7XD62		0	Q92736	-	NC_139330.1	22252678	22323588	1	0.5648	1	5168	5168	101	101	0	100	2	14883	70911	56028	316.5	4559	74	147.36	-624	99	1	0	1	1	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	RYR	4	MP000067	Q92736	RYR2	0	Q92736	+	NC_139331.1	20089519	20240132	1	0.6655	1	4967	4967	105	105	0	104	1	14768	150614	135846	689	23584	71	140.65	-136	102	2	0	1	1	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	RYR	0	MP000072	A0AC58GZ77	RYR2	0	Q92736	-	NC_139333.1	30484096	30722194	1	0.8813	1	4961	4961	115	115	0	114	0	14928	238099	223171	786	80351	89	129.81	42	113	1	0	1	1	
GCF_056507025.1	Lutjanus erythropterus	Actinopteri	Lutjaniformes	RYR	3	MP000071	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_139334.1	9343055	9490386	1	0.678	1	4968	4968	102	102	0	101	1	14686	147332	132646	770	15984	78	143.98	-221	101	0	0	1	1	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	ITPR1	1	MP000095	A0A672IUQ7	ITPR1	0	Q14643	+	NC_140561.1	10651058	10732287	1	0.8696	1	2748	2748	58	58	0	57	0	8175	81230	73055	284	8455	70	140.95	-72	55	1	1	0.9825	1	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	ITPR1	0	MP000094	A0A672IUQ7	ITPR1	0	Q14643	+	NC_140561.1	19627424	19699163	1	0.9474	1	2748	2748	58	58	0	57	0	8265	71740	63475	419	9771	71	142.5	18	57	0	0	1	1	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	ITPR2	0	MP000096	A0AAX7UHL1	ITPR2	0	Q14571	-	NC_140563.1	7944092	8005628	1	0.9952	1	2701	2701	57	57	0	56	0	8109	61537	53428	233	13773	51	142.26	3	55	0	1	0.9821	1	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	ITPR3	0	MP000097	A0A8C6KWV8	ITPR3	0	Q14573	+	NC_140576.1	36607853	36697008	1	0.8974	1	2670	2670	60	60	0	59	0	8064	89156	81092	358	43212	73	134.4	51	59	0	0	1	1	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	RYR	1	MP000077	A0AC58GZ77	RYR2	0	Q92736	+	NC_140564.1	3217575	3530405	1	0.8707	1	4961	4961	115	115	0	114	0	14898	312831	297933	856.5	76406	73	129.55	12	113	1	0	1	1	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	RYR	0	MP000076	A0AC58GZ77	RYR2	0	Q92736	+	NC_140564.1	6255241	6563791	1	0.8709	1	4961	4961	115	115	0	114	0	14898	308551	293653	856.5	71887	73	129.55	12	113	1	0	1	1	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	RYR	3	MP000060	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_140566.1	16049127	16104087	1	0.7952	1	5037	5037	104	104	0	103	0	15279	54961	39682	101	4709	71	146.91	165	102	1	0	1	1	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	RYR	6	MP000093	A0AAJ7XD62		0	Q92736	+	NC_140569.1	12975652	13061405	1	0.5609	1	5168	5168	102	102	0	101	0	14838	85754	70916	270	6826	77	145.47	-669	99	1	1	0.9901	1	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	RYR	2	MP000059	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_140570.1	35632447	35694415	1	0.8068	1	5037	5037	105	105	0	104	0	15255	61969	46714	137	12504	76	145.29	141	104	0	0	1	1	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	RYR	5	MP000070	Q92736	RYR2	0	Q92736	-	NC_140571.1	17665756	17776782	1	0.6629	1	4967	4967	104	104	0	103	1	14722	111027	96305	419	16375	75	141.56	-182	102	1	0	1	1	
GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	Cichliformes	RYR	4	MP000075	A0A8V0Y8K1	RYR2	0	Q92736	-	NC_140575.1	32252661	32365060	1	0.6799	1	4968	4968	101	101	0	100	1	14710	112400	97690	315.5	20856	77	145.64	-197	100	0	0	1	1	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	ITPR1	1	MP000089	A0A672IUQ7	ITPR1	0	Q14643	+	NC_046637.1	20338870	20407549	1	0.8741	1	2748	2748	58	58	0	57	0	8226	68680	60454	409	8378	71	141.83	-21	56	0	1	0.9825	1	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	ITPR1	0	MP000088	A0A672IUQ7	ITPR1	0	Q14643	+	NC_046637.1	26724820	26783303	1	0.9539	1	2748	2748	58	58	0	57	0	8238	58484	50246	371	7787	76	142.03	-9	57	0	0	1	1	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	ITPR2	0	MP000090	A0AAX7UHL1	ITPR2	0	Q14571	-	NC_046638.1	22711883	22760498	1	0.8522	1	2701	2701	55	55	0	54	2	8117	48616	40499	209.5	8413	79	147.58	11	52	1	1	0.9815	1	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	ITPR3	0	MP000092	A0A8C6KWV8	ITPR3	0	Q14573	-	NC_046639.1	18152332	18238584	1	0.8925	1	2670	2670	60	60	0	59	0	8016	86253	78237	260	43714	85	133.6	3	59	0	0	1	1	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	1	MP000058	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_046645.1	22753642	22816850	1	0.811	1	5037	5037	105	105	0	104	0	15186	63209	48023	141	11297	83	144.63	72	104	0	0	1	1	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	2	MP000059	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_046646.1	11619015	11660822	1	0.7958	1	5037	5037	104	104	0	103	0	15243	41808	26565	105	3094	68	146.57	129	101	2	0	1	1	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	5	MP000087	A0AAJ7XD62		0	Q92736	+	NC_046647.1	14139355	14194456	1	0.5546	1	5168	5168	102	102	0	101	0	14814	55102	40288	258	1996	77	145.24	-690	101	0	0	1	1	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	0	MP000073	A0AC58GZ77	RYR2	0	Q92736	+	NC_046651.1	3844311	4240802	1	0.8679	1	4961	4961	116	116	0	115	0	14919	396492	381573	981	57103	63	128.61	33	111	4	0	1	1	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	3	MP000071	A0A8V0Y8K1	RYR2	0	Q92736	-	NC_046654.1	12253668	12360633	1	0.6752	1	4968	4968	99	99	0	98	1	14780	106966	92186	319	19888	79	149.29	-127	97	1	0	1	1	
GCF_900324485.3	Mastacembelus armatus	Actinopteri	Synbranchiformes	RYR	4	MP000072	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_046656.1	16179293	16262071	1	0.6672	1	4968	4968	107	107	0	106	1	14750	82779	68029	303	7168	78	137.85	-157	103	3	0	1	1	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR1	0	MP000088	A0A672IUQ7	ITPR1	0	Q14643	-	NC_041048.1	21385608	21495709	1	0.9502	1	2748	2748	58	58	0	57	0	8199	110102	101903	678	19442	68	141.36	-48	57	0	0	1	1	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR1	1	MP000089	A0A672IUQ7	ITPR1	0	Q14643	+	NC_041048.1	34250669	34386954	1	0.858	1	2748	2748	58	58	0	57	0	8184	136286	128102	1073	15268	75	141.1	-63	57	0	0	1	1	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR2	0	MP000090	A0AAX7UHL1	ITPR2	0	Q14571	+	NC_041049.1	44940148	45064923	1	0.8353	1	2701	2701	55	55	0	54	1	8068	124776	116708	663.5	19346	73	146.69	-38	53	1	0	1	1	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	ITPR3	0	MP000093	A0A8C6KWV8	ITPR3	0	Q14573	-	NC_041050.1	40257828	40328101	1	0.8599	1	2670	2670	60	60	0	59	1	8027	70274	62247	112	11664	65	133.78	14	59	0	0	1	1	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	1	MP000060	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_041056.1	121206	265830	1	0.7954	1	5037	5037	103	103	0	102	3	15295	144625	129330	634.5	15310	62	148.5	181	101	0	1	0.9902	1	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	2	MP000061	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_041057.1	4298738	4385252	1	0.7814	1	5037	5037	102	102	0	101	3	15403	86515	71112	223	8246	68	151.01	289	101	0	0	1	1	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	5	MP000087	A0AAJ7XD62		0	Q92736	+	NC_041058.1	9570328	9647501	1	0.5437	1	5168	5168	102	102	0	101	0	14697	77174	62477	271	4179	67	144.09	-810	100	1	0	1	1	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	0	MP000075	A0AC58GZ77	RYR2	0	Q92736	+	NC_041062.1	21492151	21678467	1	0.849	1	4961	4961	113	113	0	112	0	14973	186317	171344	548.5	38354	67	132.5	87	110	2	0	1	1	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	3	MP000071	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_041065.1	24025520	24155919	1	0.6735	1	4968	4968	100	100	0	99	1	14788	130400	115612	677	27541	69	147.88	-119	98	1	0	1	1	
GCF_900634775.2	Gouania willdenowi	Actinopteri	Blenniiformes	RYR	4	MP000069	Q92736	RYR2	0	Q92736	-	NC_041066.1	7679505	7848082	1	0.6576	1	4967	4967	105	105	0	104	1	14737	168578	153841	669	23680	32	140.35	-167	101	3	0	1	1	
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	ITPR1	0	MP000057	A0A672IUQ7	ITPR1	0	Q14643	+	NC_041411.2	75824103	75975967	1	0.8922	1	2748	2748	58	58	0	57	0	8199	151865	143666	1387	19154	80	141.36	-48	56	1	0	1	1	
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	ITPR2	0	MP000065	A0A672UP22	ITPR2	0	Q14571	+	NC_041394.2	278386834	278946799	1	0.7614	1	2700	2700	57	57	0	56	0	8061	559966	551905	3344.5	118034	83	141.42	-42	56	0	0	1	1	
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	ITPR3	0	MP000061	A0A8C6KWV8	ITPR3	0	Q14573	-	NC_041396.2	33265803	33461210	1	0.759	1	2670	2670	58	58	0	57	0	7968	195408	187440	1163	43105	84	137.38	-42	57	0	0	1	1	
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	RYR	1	MP000042	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_041394.2	27348788	27734681	1	0.8413	1	5037	5037	105	105	0	104	0	15141	385894	370753	2258	33506	77	144.2	27	104	0	0	1	1	
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	RYR	0	MP000050	A0AC58GZ77	RYR2	0	Q92736	-	NC_041408.2	70825170	71481225	1	0.8802	1	4961	4961	103	103	0	102	0	14955	656056	641101	2587.5	235658	85	145.19	69	102	0	0	1	1	
GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	Polypteriformes	RYR	2	MP000049	A0A8V0Y8K1	RYR2	0	Q92736	+	NC_041409.2	33856798	34390339	1	0.6976	1	4968	4968	104	104	0	103	0	14856	533542	518686	2596	58640	88	142.85	-51	101	1	1	0.9903	1	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR1	0	MP000083	A0A672IUQ7	ITPR1	0	Q14643	-	NC_044192.1	22530122	22610537	1	0.9594	1	2748	2748	58	58	0	57	0	8232	80416	72184	566	9729	79	141.93	-15	57	0	0	1	1	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR1	1	MP000084	A0A672IUQ7	ITPR1	0	Q14643	-	NC_044192.1	30648596	30737732	1	0.8683	1	2748	2748	58	58	0	57	1	8200	89137	80937	488	11875	71	141.38	-47	57	0	0	1	1	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR2	0	MP000085	A0AAX7UHL1	ITPR2	0	Q14571	-	NC_044194.1	7364893	7432624	1	0.8605	1	2701	2701	55	55	0	54	1	8176	67732	59556	282.5	11940	77	148.65	70	52	1	1	0.9815	1	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	ITPR3	0	MP000086	A0A8C6KWV8	ITPR3	0	Q14573	+	NC_044193.1	1344013	1389021	1	0.9045	1	2670	2670	60	60	0	59	0	8076	45009	36933	262	9736	79	134.6	63	59	0	0	1	1	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	1	MP000058	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_044188.1	4730681	4796149	1	0.8067	1	5037	5037	105	105	0	104	0	15213	65469	50256	139.5	14170	80	144.89	99	104	0	0	1	1	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	2	MP000059	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_044199.1	10571040	10618002	1	0.7978	1	5037	5037	105	105	0	104	0	15096	46963	31867	108.5	4374	72	143.77	-18	103	1	0	1	1	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	5	MP000082	A0AAJ7XD62		0	Q92736	+	NC_044201.1	22393551	22457064	1	0.5661	1	5168	5168	103	103	0	102	0	14811	63514	48703	255.5	2559	87	143.8	-696	100	2	0	1	1	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	3	MP000112	A0A3Q0HBW9	RYR2	0	Q92736	-	NC_044202.1	16703144	16790601	0.9962	0.675	20	4986	4967	102	102	0	101	2	14813	87458	72645	458	4832	39	145.23	-91	99	2	0	1	1	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	0	MP000071	A0AC58GZ77	RYR2	0	Q92736	-	NC_044206.1	5849321	6015895	1	0.8794	1	4961	4961	115	115	0	114	0	14928	166575	151647	579	43717	79	129.81	42	113	1	0	1	1	
GCF_900880675.2	Sparus aurata	Actinopteri	Spariformes	RYR	4	MP000062	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_044208.1	13096635	13234084	1	0.6529	1	5037	5037	104	104	0	103	1	14765	137450	122685	547	19758	45	141.97	-349	101	2	0	1	1	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR1	0	MP000087	A0A672IUQ7	ITPR1	0	Q14643	-	NC_042303.1	7272640	7316158	1	0.9313	1	2748	2748	57	57	0	56	0	8313	43519	35206	137.5	5696	71	145.84	66	56	0	0	1	1	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR1	1	MP000088	A0A672IUQ7	ITPR1	0	Q14643	-	NC_042303.1	17009584	17054504	1	0.862	1	2748	2748	58	58	0	57	0	8205	44921	36716	191	5234	71	141.47	-42	57	0	0	1	1	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR2	0	MP000089	A0AAX7UHL1	ITPR2	0	Q14571	+	NC_042293.1	7118211	7154384	1	0.8535	1	2701	2701	56	56	0	55	0	8004	36174	28170	122	6634	68	142.93	-102	54	1	0	1	1	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	ITPR3	0	MP000091	A0A8C6KWV8	ITPR3	0	Q14573	-	NC_042287.1	5634625	5664909	1	0.8589	1	2670	2670	59	59	0	58	18	8169	30285	22116	177.5	3476	68	138.46	156	58	0	0	1	1	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	2	MP000071	A0AC58GZ77	RYR2	0	Q92736	-	NC_042285.1	5860143	5953174	1	0.7934	1	4961	4961	114	114	0	113	0	14889	93032	78143	422	6132	69	130.61	3	112	1	0	1	1	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	3	MP000068	A0A8V0Y8K1	RYR2	0	Q92736	-	NC_042286.1	10200686	10264420	1	0.6735	1	4968	4968	98	98	0	97	2	14898	63735	48837	138	11657	57	152.02	-9	96	1	0	1	1	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	5	MP000064	Q92736	RYR2	0	Q92736	-	NC_042288.1	5114135	5161508	1	0.6127	1	4967	4967	103	103	0	102	0	14781	47374	32593	179	2427	69	143.5	-123	100	2	0	1	1	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	0	MP000056	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_042295.1	13887834	13925336	1	0.8005	1	5037	5037	104	104	0	103	0	15270	37503	22233	90	4844	63	146.83	156	103	0	0	1	1	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	1	MP000057	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_042299.1	14254983	14290077	1	0.7926	1	5037	5037	103	103	0	102	0	15294	35095	19801	85	2761	59	148.49	180	101	1	0	1	1	
GCF_901000725.3	Takifugu rubripes	Actinopteri	Tetraodontiformes	RYR	4	MP000063	Q92736	RYR2	0	Q92736	-	NC_042300.1	9850796	9907000	1	0.6578	1	4967	4967	102	102	0	101	1	14857	56205	41348	128	7523	61	145.66	-47	100	1	0	1	1	
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	ITPR1	0	MP000001	Q14643	ITPR1	0	Q14643	-	NC_042618.1	431330014	431749129	1	0.9033	1	2758	2758	59	59	0	58	0	8259	419116	410857	1404	85097	84	139.98	-18	57	1	0	1	1	
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	ITPR2	0	MP000049	A0A672UP22	ITPR2	0	Q14571	-	NC_042618.1	286312957	287691553	1	0.9031	1	2700	2700	57	57	0	56	2	8106	1378597	1370491	14811.5	161805	87	142.21	3	54	2	0	1	1	
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	ITPR3	0	MP000014#75	A0A8V1ACE6	ITPR3	0	Q14573	-	NC_042626.1	19034560	19183272	0.9989	0.8694	1	2661	2661	58	58	0	57	0	8001	148713	140712	1155	33074	181	137.95	18	57	0	0	1	1	
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	RYR	0	MP000058	A0A3Q0HBW9	RYR2	0	Q92736	+	NC_042617.1	163446753	164911523	0.9962	0.9158	20	4986	4967	103	103	0	102	1	14872	1464771	1449899	8885.5	113115	88	144.39	-32	102	0	0	1	1	
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	RYR	2	MP000032	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_042618.1	292402913	293693878	1	0.6699	1	5037	5037	104	104	0	103	2	14885	1290966	1276081	8728	87259	107	143.12	-229	103	0	0	1	1	
GCF_901001135.2	Rhinatrema bivittatum	Amphibia	Gymnophiona	RYR	1	MP000020#81	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_042625.1	77531090	77662059	1	0.8814	1	5037	5037	105	105	0	104	0	15141	130970	115829	562	12405	89	144.2	27	102	2	0	1	1	
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR1	1	MP000087	A0A672IUQ7	ITPR1	0	Q14643	-	NC_043961.1	11428304	11643790	1	0.8709	1	2748	2748	58	58	0	57	0	8190	215487	207297	1627	19502	80	141.21	-57	57	0	0	1	1	
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR1	0	MP000086	A0A672IUQ7	ITPR1	0	Q14643	+	NC_043961.1	28327631	28402852	1	0.9665	1	2748	2748	58	58	0	57	0	8238	75222	66984	337	12426	63	142.03	-9	57	0	0	1	1	
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR2	0	MP000088	A0AAX7UHL1	ITPR2	0	Q14571	-	NC_043962.1	24602970	24685194	1	0.8477	1	2701	2701	55	55	0	54	1	8146	82225	74079	543	14036	41	148.11	40	53	1	0	1	1	
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	ITPR3	0	MP000091	A0A8C6KWV8	ITPR3	0	Q14573	+	NC_043963.1	1259080	1321983	1	0.9065	1	2670	2670	60	60	0	59	0	8076	62904	54828	512	5766	71	134.6	63	59	0	0	1	1	
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	1	MP000057	A0A6I8Q6P7	RYR1	0	Q92736	+	NC_043969.1	44228740	44357618	1	0.8092	1	5037	5037	105	105	0	104	0	15186	128879	113693	621.5	29248	79	144.63	72	104	0	0	1	1	
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	2	MP000058	A0A6I8Q6P7	RYR1	0	Q92736	-	NC_043970.1	28734383	28790510	1	0.8058	1	5037	5037	105	105	0	104	0	15084	56128	41044	98.5	4474	67	143.66	-30	104	0	0	1	1	
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	5	MP000085	A0AAJ7XD62		0	Q92736	+	NC_043971.1	30716996	30807692	1	0.5579	1	5168	5168	101	101	0	100	0	14871	90697	75826	328	5961	82	147.24	-636	98	1	1	0.99	1	
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	0	MP000072	A0AC58GZ77	RYR2	0	Q92736	-	NC_043975.1	3375132	3618578	1	0.8679	1	4961	4961	115	115	0	114	22	14873	243447	228574	1070	63085	32	129.33	-13	112	1	1	0.9912	1	
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	3	MP000070	A0A8V0Y8K1	RYR2	0	Q92736	-	NC_043978.1	34649793	34776247	1	0.6758	1	4968	4968	101	101	0	100	1	14711	126455	111744	587.5	12078	78	145.65	-196	100	0	0	1	1	
GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	Kurtiformes	RYR	4	MP000066	Q92736	RYR2	0	Q92736	+	NC_043979.1	28766625	28938552	1	0.6666	1	4967	4967	106	106	0	105	0	14829	171928	157099	767	16938	80	139.9	-75	103	2	0	1	1	
