n_introns_a	n_introns_b	n_introns_b_in_shared	n_shared_columns	observed	expected_analytic	p_analytic	n_perm	expected_perm	p_perm	accession	organism	vclass	cell_a	cell_b	tolerance	is_operating_point	frame_via_cell
59	99	46	2229	3	1.659	0.229517	1000	1.661	0.22577	GCF_023634155.1	Falco peregrinus	Aves	ITPR1	RYR	2	0	0
59	103	48	2255	3	1.767	0.258838	1000	1.789	0.28072	GCF_023851605.1	Tamandua tetradactyla	Mammalia	ITPR1	RYR	2	0	0
59	96	46	2237	3	1.673	0.233351	1000	1.562	0.1978	GCF_024166365.1	Elephas maximus indicus	Mammalia	ITPR1	RYR	2	0	0
56	99	45	2229	3	1.593	0.212303	1000	1.579	0.21479	GCF_025201925.1	Gopherus flavomarginatus	Testudines	ITPR1	RYR	2	0	0
57	99	45	2229	2	1.565	0.468006	1000	1.59	0.48252	GCF_027244095.1	Hemicordylus capensis	Lepidosauria	ITPR1	RYR	2	0	0
59	98	46	2237	3	1.673	0.233351	1000	1.624	0.22178	GCF_027409185.1	Cynocephalus volans	Mammalia	ITPR1	RYR	2	0	0
57	101	43	2213	2	1.477	0.438041	1000	1.472	0.42557	GCF_027409825.1	Scomber japonicus	Actinopteri	ITPR1	RYR	2	0	0
58	98	44	2215	2	1.597	0.478675	1000	1.614	0.47053	GCF_027579695.1	Neoarius graeffei	Actinopteri	ITPR1	RYR	2	0	0
57	100	46	2229	1	1.629	0.811741	1000	1.633	0.82617	GCF_027579735.1	Bombina bombina	Amphibia	ITPR1	RYR	2	0	0
59	101	47	2232	3	1.711	0.243526	1000	1.768	0.25175	GCF_027595985.1	Sorex araneus	Mammalia	ITPR1	RYR	2	0	0
59	104	49	2250	3	1.782	0.263086	1000	1.771	0.25574	GCF_028372415.1	Notamacropus eugenii	Mammalia	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.736	0.25774	GCF_028389875.1	Rhea pennata	Aves	ITPR1	RYR	2	0	0
59	100	47	2229	3	1.67	0.232539	1000	1.66	0.24076	GCF_028858725.1	Colius striatus	Aves	ITPR1	RYR	2	0	0
59	99	45	2230	2	1.563	0.467185	1000	1.532	0.45554	GCF_029633855.1	Hoplias malabaricus	Actinopteri	ITPR1	RYR	2	0	0
56	93	43	2213	2	1.392	0.408355	1000	1.457	0.42657	GCF_029633865.1	Lampris incognitus	Actinopteri	ITPR1	RYR	2	0	0
59	104	49	2250	3	1.804	0.26915	1000	1.801	0.25874	GCF_030020395.1	Manis pentadactyla	Mammalia	ITPR1	RYR	2	0	0
59	98	47	2237	3	1.727	0.247964	1000	1.704	0.24376	GCF_030445035.2	Dasypus novemcinctus	Mammalia	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.827	0.25774	GCF_030463565.1	Pelecanus crispus	Aves	ITPR1	RYR	2	0	0
59	100	46	2229	3	1.659	0.229517	1000	1.635	0.22078	GCF_030490865.1	Poecile atricapillus	Aves	ITPR1	RYR	2	0	0
59	102	48	2238	3	1.715	0.244719	1000	1.721	0.25974	GCF_030867095.1	Alligator mississippiensis	Crocodylia	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.784	0.25375	GCF_030867145.1	Opisthocomus hoazin	Aves	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.836	0.27473	GCF_030936135.1	Gavia stellata	Aves	ITPR1	RYR	2	0	0
57	97	42	2216	2	1.445	0.427093	1000	1.449	0.43157	GCF_033026475.1	Channa argus	Actinopteri	ITPR1	RYR	2	0	0
57	98	40	2213	2	1.321	0.383237	1000	1.321	0.40559	GCF_033807715.1	Cololabis saira	Actinopteri	ITPR1	RYR	2	0	0
55	99	44	2231	2	1.416	0.416867	1000	1.364	0.40559	GCF_033978785.1	Entelurus aequoreus	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.764	0.258147	1000	1.787	0.26374	GCF_034619465.1	Leptosomus discolor	Aves	ITPR1	RYR	2	0	0
58	102	49	2244	3	1.809	0.270471	1000	1.776	0.27273	GCF_034638445.1	Ciconia boyciana	Aves	ITPR1	RYR	2	0	0
58	108	45	2215	2	1.648	0.495512	1000	1.607	0.4995	GCF_034702125.1	Engraulis encrasicolus	Actinopteri	ITPR1	RYR	2	0	0
56	97	45	2229	2	1.532	0.456685	1000	1.533	0.46254	GCF_035084215.1	Heptranchias perlo	Chondrichthyes	ITPR1	RYR	2	0	0
58	102	49	2244	3	1.809	0.270471	1000	1.871	0.28771	GCF_035582795.1	Mycteria americana	Aves	ITPR1	RYR	2	0	0
57	103	46	2229	2	1.618	0.485727	1000	1.64	0.49051	GCF_035609145.1	Eleutherodactylus coqui	Amphibia	ITPR1	RYR	2	0	0
59	102	50	2244	3	1.863	0.285327	1000	1.781	0.27473	GCF_036013445.1	Caloenas nicobarica	Aves	ITPR1	RYR	2	0	0
56	98	46	2229	2	1.552	0.463591	1000	1.627	0.47453	GCF_036365525.1	Heterodontus francisci	Chondrichthyes	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.869	0.28671	GCF_036370855.1	Dromaius novaehollandiae	Aves	ITPR1	RYR	2	0	0
57	102	44	2213	2	1.441	0.425791	1000	1.455	0.44256	GCF_036373705.1	Amia ocellicauda	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.836	0.27273	GCF_036417535.1	Chlamydotis macqueenii	Aves	ITPR1	RYR	2	0	0
59	97	45	2229	3	1.65	0.227102	1000	1.674	0.22977	GCF_036417845.1	Apteryx mantelli	Aves	ITPR1	RYR	2	0	0
59	101	49	2252	3	1.803	0.268711	1000	1.83	0.28671	GCF_036850765.1	Saccopteryx bilineata	Mammalia	ITPR1	RYR	2	0	0
56	100	46	2229	2	1.578	0.472521	1000	1.514	0.45055	GCF_036971445.1	Narcine bancroftii	Chondrichthyes	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.813	0.28671	GCF_037157495.1	Lathamus discolor	Aves	ITPR1	RYR	2	0	0
60	102	44	2192	3	1.603	0.214646	1000	1.653	0.22877	GCF_037176945.1	Latimeria chalumnae	Coelacanthimorpha	ITPR1	RYR	2	0	0
59	101	47	2232	3	1.698	0.240151	1000	1.812	0.25574	GCF_037893015.1	Macrotis lagotis	Mammalia	ITPR1	RYR	2	0	0
57	101	43	2213	2	1.432	0.422661	1000	1.443	0.42358	GCF_039877785.1	Chaetodon trifascialis	Actinopteri	ITPR1	RYR	2	0	0
57	100	43	2213	2	1.432	0.422661	1000	1.47	0.44755	GCF_040054535.1	Antennarius striatus	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.872	0.28762	1000	1.92	0.29271	GCF_040807025.1	Struthio camelus	Aves	ITPR1	RYR	2	0	0
57	101	44	2213	2	1.441	0.425791	1000	1.481	0.43556	GCF_040954835.1	Lepisosteus oculatus	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.785	0.27173	GCF_041296385.2	Aphelocoma coerulescens	Aves	ITPR1	RYR	2	0	0
59	102	44	2215	2	1.622	0.486809	1000	1.613	0.47153	GCF_041902795.1	Electrophorus electricus	Actinopteri	ITPR1	RYR	2	0	0
56	100	42	2213	2	1.423	0.419521	1000	1.386	0.40559	GCF_042242105.1	Pempheris klunzingeri	Actinopteri	ITPR1	RYR	2	0	0
57	104	48	2228	2	1.639	0.492404	1000	1.619	0.48951	GCF_043380555.1	Nothobranchius furzeri	Actinopteri	ITPR1	RYR	2	0	0
56	101	43	2213	2	1.432	0.422661	1000	1.441	0.44356	GCF_045865225.1	Trachurus japonicus	Actinopteri	ITPR1	RYR	2	0	0
57	100	44	2231	2	1.438	0.424513	1000	1.47	0.44456	GCF_046128005.1	Genypterus blacodes	Actinopteri	ITPR1	RYR	2	0	0
59	99	46	2229	3	1.659	0.229517	1000	1.727	0.26174	GCF_047370975.1	Nipponia nippon	Aves	ITPR1	RYR	2	0	0
58	98	45	2232	2	1.531	0.456494	1000	1.511	0.45954	GCF_047496795.1	Chiloscyllium punctatum	Chondrichthyes	ITPR1	RYR	2	0	0
56	98	45	2229	2	1.568	0.468987	1000	1.594	0.47552	GCF_047496885.1	Scyliorhinus torazame	Chondrichthyes	ITPR1	RYR	2	0	0
59	104	49	2244	3	1.809	0.270471	1000	1.714	0.25475	GCF_047663525.1	Anas platyrhynchos	Aves	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.791	0.26873	GCF_047716275.1	Strix uralensis	Aves	ITPR1	RYR	2	0	0
57	103	49	2247	2	1.731	0.521723	1000	1.706	0.52148	GCF_048418815.1	Hemitrygon akajei	Chondrichthyes	ITPR1	RYR	2	0	0
59	104	49	2250	3	1.791	0.265505	1000	1.795	0.26673	GCF_048593235.1	Sminthopsis crassicaudata	Mammalia	ITPR1	RYR	2	0	0
57	99	45	2231	2	1.479	0.4388	1000	1.454	0.42857	GCF_048594095.1	Paramormyrops kingsleyae	Actinopteri	ITPR1	RYR	2	0	0
56	104	47	2232	2	1.684	0.506433	1000	1.709	0.52547	GCF_048934315.1	Petromyzon marinus	Hyperoartia	ITPR1	RYR	2	0	0
59	104	49	2255	3	1.82	0.273547	1000	1.749	0.25774	GCF_049350105.2	Macaca mulatta	Mammalia	ITPR1	RYR	2	0	0
59	103	48	2250	3	1.751	0.254435	1000	1.733	0.24875	GCF_050624435.1	Tenrec ecaudatus	Mammalia	ITPR1	RYR	2	0	0
59	101	44	2215	2	1.598	0.479027	1000	1.611	0.48551	GCF_052040795.1	Danio rerio	Actinopteri	ITPR1	RYR	2	0	0
56	97	45	2229	2	1.472	0.435874	1000	1.497	0.44955	GCF_052327205.1	Somniosus microcephalus	Chondrichthyes	ITPR1	RYR	2	0	0
59	104	49	2255	3	1.823	0.274157	1000	1.874	0.29171	GCF_054371585.1	Giraffa tippelskirchi	Mammalia	ITPR1	RYR	2	0	0
57	100	45	2228	2	1.481	0.439489	1000	1.502	0.45455	GCF_054491055.1	Hypomesus nipponensis	Actinopteri	ITPR1	RYR	2	0	0
58	101	43	2213	2	1.451	0.428924	1000	1.444	0.42857	GCF_056507025.1	Lutjanus erythropterus	Actinopteri	ITPR1	RYR	2	0	0
57	113	49	2225	2	1.64	0.492668	1000	1.679	0.50549	GCF_057381845.1	Rhamphochromis longiceps	Actinopteri	ITPR1	RYR	2	0	0
57	101	43	2213	2	1.44	0.42517	1000	1.409	0.4036	GCF_900324485.3	Mastacembelus armatus	Actinopteri	ITPR1	RYR	2	0	0
57	100	44	2213	2	1.444	0.42673	1000	1.458	0.44056	GCF_900634775.2	Gouania willdenowi	Actinopteri	ITPR1	RYR	2	0	0
56	101	44	2213	2	1.487	0.441539	1000	1.5	0.42957	GCF_900747795.2	Erpetoichthys calabaricus	Cladistia	ITPR1	RYR	2	0	0
56	101	43	2213	2	1.432	0.422661	1000	1.411	0.42158	GCF_900880675.2	Sparus aurata	Actinopteri	ITPR1	RYR	2	0	0
56	111	49	2225	2	1.636	0.491221	1000	1.695	0.51449	GCF_901000725.3	Takifugu rubripes	Actinopteri	ITPR1	RYR	2	0	0
58	101	47	2237	3	1.648	0.226718	1000	1.653	0.22078	GCF_901001135.2	Rhinatrema bivittatum	Amphibia	ITPR1	RYR	2	0	0
56	101	43	2213	2	1.432	0.422661	1000	1.418	0.41359	GCF_902148855.1	Sphaeramia orbicularis	Actinopteri	ITPR1	RYR	2	0	0
56	101	44	2213	2	1.441	0.425791	1000	1.476	0.43656	GCF_902150065.1	Myripristis murdjan	Actinopteri	ITPR1	RYR	2	0	0
57	98	45	2228	2	1.481	0.439489	1000	1.519	0.45455	GCF_902167405.1	Gadus morhua	Actinopteri	ITPR1	RYR	2	0	0
55	100	44	2231	2	1.394	0.409091	1000	1.426	0.4016	GCF_902362185.1	Chanos chanos	Actinopteri	ITPR1	RYR	2	0	0
57	100	43	2213	2	1.432	0.422661	1000	1.421	0.42557	GCF_902500255.1	Thalassophryne amazonica	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.814	0.27473	GCF_907165065.1	Caprimulgus europaeus	Aves	ITPR1	RYR	2	0	0
57	101	43	2213	2	1.436	0.423916	1000	1.454	0.43856	GCF_933228915.1	Telmatherina bonti	Actinopteri	ITPR1	RYR	2	0	0
59	99	45	2229	3	1.65	0.227102	1000	1.653	0.23776	GCF_947461875.1	Haliaeetus albicilla	Aves	ITPR1	RYR	2	0	0
59	100	44	2215	2	1.56	0.466253	1000	1.585	0.48452	GCF_949152265.1	Phoxinus phoxinus	Actinopteri	ITPR1	RYR	2	0	0
56	101	43	2213	2	1.432	0.422661	1000	1.415	0.41758	GCF_949606895.1	Notothenia rossii	Actinopteri	ITPR1	RYR	2	0	0
56	101	43	2213	2	1.435	0.423603	1000	1.441	0.41059	GCF_949987555.1	Borostomias antarcticus	Actinopteri	ITPR1	RYR	2	0	0
57	100	44	2216	2	1.497	0.445085	1000	1.472	0.43556	GCF_949987685.1	Ammodytes marinus	Actinopteri	ITPR1	RYR	2	0	0
59	101	47	2232	3	1.711	0.243526	1000	1.721	0.25175	GCF_951640355.1	Cnephaeus nilssonii	Mammalia	ITPR1	RYR	2	0	0
55	100	43	2213	1	1.416	0.764555	1000	1.387	0.76523	GCF_951799975.1	Gobius niger	Actinopteri	ITPR1	RYR	2	0	0
57	99	43	2213	2	1.44	0.42517	1000	1.492	0.43656	GCF_960531495.1	Zeus faber	Actinopteri	ITPR1	RYR	2	0	0
56	99	43	2213	2	1.432	0.422661	1000	1.398	0.41359	GCF_963457635.1	Microchirus variegatus	Actinopteri	ITPR1	RYR	2	0	0
56	101	48	2238	2	1.644	0.494107	1000	1.627	0.49151	GCF_963514005.1	Raja brachyura	Chondrichthyes	ITPR1	RYR	2	0	0
57	101	45	2231	2	1.479	0.4388	1000	1.513	0.44855	GCF_963514075.1	Conger conger	Actinopteri	ITPR1	RYR	2	0	0
57	100	42	2213	2	1.424	0.419836	1000	1.387	0.42557	GCF_963514085.1	Chelon labrosus	Actinopteri	ITPR1	RYR	2	0	0
58	102	43	2213	2	1.489	0.442371	1000	1.51	0.45255	GCF_963921795.1	Nannobrachium achirus	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.816	0.27373	GCF_963921805.1	Phalacrocorax carbo	Aves	ITPR1	RYR	2	0	0
50	101	43	2213	2	1.267	0.363308	1000	1.219	0.35365	GCF_963971535.1	Notolepis coatsorum	Actinopteri	ITPR1	RYR	2	0	0
56	99	43	2213	2	1.474	0.437216	1000	1.507	0.44855	GCF_963989245.1	Nansenia antarctica	Actinopteri	ITPR1	RYR	2	0	0
55	110	49	2229	2	1.696	0.510353	1000	1.693	0.51049	GCF_964187855.1	Myxine glutinosa	Myxini	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.755	0.25574	GCF_964195595.1	Calonectris borealis	Aves	ITPR1	RYR	2	0	0
59	100	46	2237	3	1.655	0.228719	1000	1.658	0.23576	GCF_964237555.1	Oryctolagus cuniculus	Mammalia	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.764	0.258147	1000	1.746	0.26174	GCF_964237585.1	Gallinula chloropus	Aves	ITPR1	RYR	2	0	0
58	100	46	2237	2	1.649	0.495691	1000	1.702	0.49151	GCF_964261635.1	Lissotriton helveticus	Amphibia	ITPR1	RYR	2	0	0
59	98	45	2229	3	1.65	0.227102	1000	1.748	0.25275	GCF_964289735.1	Phaethon aethereus	Aves	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.819	0.27473	GCF_964417175.1	Larus argentatus	Aves	ITPR1	RYR	2	0	0
57	99	42	2213	2	1.427	0.420623	1000	1.461	0.43856	GCF_964638095.1	Poromitra crassiceps	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.816	0.29071	GCF_965183815.1	Platalea leucorodia	Aves	ITPR1	RYR	2	0	0
56	99	46	2228	2	1.49	0.442548	1000	1.474	0.44456	GCF_965601325.1	Salmo salar	Actinopteri	ITPR1	RYR	2	0	0
59	102	49	2244	3	1.809	0.270471	1000	1.831	0.27273	GCF_965638725.1	Aptenodytes patagonicus	Aves	ITPR1	RYR	2	0	0
56	57	56	2607	51	1.965	1.21024e-72	1000	1.991	0.001	GCA_008658365.1	Alca torda	Aves	ITPR2	ITPR3	2	0	0
56	57	56	2607	51	1.965	1.21024e-72	1000	1.968	0.001	GCA_009769605.1	Bucorvus abyssinicus	Aves	ITPR2	ITPR3	2	0	0
56	57	56	2607	51	1.965	1.21024e-72	1000	1.948	0.001	GCA_009819775.1	Phoenicopterus ruber ruber	Aves	ITPR2	ITPR3	2	0	0
56	57	56	2616	51	1.958	1.01556e-72	1000	1.916	0.001	GCA_010411085.1	Cervus hanglu yarkandensis	Mammalia	ITPR2	ITPR3	2	0	0
53	59	56	2550	47	1.982	2.89624e-62	1000	2.04	0.001	GCA_011823955.1	Dissostichus mawsoni	Actinopteri	ITPR2	ITPR3	2	0	0
56	55	54	2608	49	1.867	4.59853e-70	1000	1.858	0.001	GCA_013398455.1	Loxia curvirostra	Aves	ITPR2	ITPR3	2	0	0
55	57	55	2550	48	2.01	1.51454e-65	1000	2.038	0.001	GCA_014281875.1	Nibea albiflora	Actinopteri	ITPR2	ITPR3	2	0	0
56	55	54	2608	49	1.867	4.59853e-70	1000	1.924	0.001	GCA_014839755.1	Sylvia borin	Aves	ITPR2	ITPR3	2	0	0
56	55	54	2608	49	1.867	4.59853e-70	1000	1.909	0.001	GCA_015883425.2	Lamprotornis superbus	Aves	ITPR2	ITPR3	2	0	0
54	58	55	2550	50	1.969	1.57913e-70	1000	2.039	0.001	GCA_017639675.1	Aplochiton taeniatus	Actinopteri	ITPR2	ITPR3	2	0	0
40	57	56	2599	27	1.419	7.54975e-29	1000	1.372	0.001	GCA_019447015.1	Hymenochirus boettgeri	Amphibia	ITPR2	ITPR3	2	0	0
56	57	56	2607	50	1.965	4.60642e-70	1000	1.966	0.001	GCA_020745705.1	Hemiprocne comata	Aves	ITPR2	ITPR3	2	0	0
56	57	55	2576	51	1.993	1.22661e-72	1000	1.96	0.001	GCA_022829145.1	Albula goreensis	Actinopteri	ITPR2	ITPR3	2	0	0
56	56	55	2616	50	1.986	3.14801e-70	1000	2.025	0.001	GCA_023764695.1	Pygathrix nigripes	Mammalia	ITPR2	ITPR3	2	0	0
53	59	56	2550	48	2.014	1.5206e-64	1000	1.984	0.001	GCA_027704905.1	Muraenolepis orangiensis	Actinopteri	ITPR2	ITPR3	2	0	0
56	57	56	2616	51	1.958	1.01556e-72	1000	1.918	0.001	GCA_028571685.1	Heterohyrax brucei	Mammalia	ITPR2	ITPR3	2	0	0
55	57	54	2550	50	2.038	5.04416e-70	1000	2.037	0.001	GCA_029706075.1	Aldrovandia affinis	Actinopteri	ITPR2	ITPR3	2	0	0
54	59	56	2550	49	2.036	6.64136e-67	1000	2.065	0.001	GCA_031216635.1	Dissostichus eleginoides	Actinopteri	ITPR2	ITPR3	2	0	0
56	57	56	2616	51	1.958	1.01556e-72	1000	1.927	0.001	GCA_031835075.1	Saguinus oedipus	Mammalia	ITPR2	ITPR3	2	0	0
42	59	56	2550	28	1.272	3.10366e-31	1000	1.339	0.001	GCA_033238685.1	Lates japonicus	Actinopteri	ITPR2	ITPR3	2	0	0
55	55	54	2536	48	1.878	2.64979e-67	1000	1.902	0.001	GCA_036247105.2	Cirrhinus mrigala	Actinopteri	ITPR2	ITPR3	2	0	0
55	57	54	2576	51	2.002	1.8195e-73	1000	1.94	0.001	GCA_043380575.1	Atractosteus spatula	Actinopteri	ITPR2	ITPR3	2	0	0
54	59	56	2550	50	2.033	1.62081e-69	1000	2.039	0.001	GCA_046255725.1	Amblyopsis spelaea	Actinopteri	ITPR2	ITPR3	2	0	0
52	57	54	2543	45	1.829	2.58617e-60	1000	1.767	0.001	GCA_047511595.1	Polymixia lowei	Actinopteri	ITPR2	ITPR3	2	0	0
56	57	56	2616	51	1.958	1.01556e-72	1000	1.949	0.001	GCA_048126345.2	Notoryctes typhlops	Mammalia	ITPR2	ITPR3	2	0	0
54	59	56	2550	50	1.993	2.08753e-69	1000	1.939	0.001	GCA_048569125.1	Diretmus argenteus	Actinopteri	ITPR2	ITPR3	2	0	0
54	59	56	2550	49	1.986	3.75203e-67	1000	1.965	0.001	GCA_050084785.1	Liparis tanakae	Actinopteri	ITPR2	ITPR3	2	0	0
55	55	54	2608	49	1.863	3.31188e-70	1000	1.888	0.001	GCA_054084135.1	Copsychus sechellarum	Aves	ITPR2	ITPR3	2	0	0
56	57	56	2607	51	1.965	1.21024e-72	1000	1.919	0.001	GCA_054099775.1	Steatornis caripensis	Aves	ITPR2	ITPR3	2	0	0
56	57	56	2616	51	1.958	1.01556e-72	1000	2.006	0.001	GCA_054644205.1	Lestoros inca	Mammalia	ITPR2	ITPR3	2	0	0
55	59	56	2550	50	2.051	6.38511e-69	1000	2.062	0.001	GCA_054883175.1	Datnioides polota	Actinopteri	ITPR2	ITPR3	2	0	0
56	56	55	2578	52	1.986	1.46391e-75	1000	2.049	0.001	GCA_054883375.1	Arapaima gigas	Actinopteri	ITPR2	ITPR3	2	0	0
55	59	56	2550	51	2.058	3.01993e-71	1000	2.023	0.001	GCA_056506795.1	Pristigenys meyeri	Actinopteri	ITPR2	ITPR3	2	0	0
56	55	54	2608	49	1.867	4.59853e-70	1000	1.939	0.001	GCA_056776345.1	Spizella passerina	Aves	ITPR2	ITPR3	2	0	0
56	57	55	2578	51	2.014	6.18001e-73	1000	2.059	0.001	GCA_056783565.1	Hiodon alosoides	Actinopteri	ITPR2	ITPR3	2	0	0
55	58	56	2576	49	2.01	1.1391e-66	1000	2.045	0.001	GCA_056783665.1	Albula glossodonta	Actinopteri	ITPR2	ITPR3	2	0	0
53	57	53	2550	46	1.847	2.12934e-63	1000	1.821	0.001	GCA_056824565.1	Stylephorus chordatus	Actinopteri	ITPR2	ITPR3	2	0	0
55	57	54	2550	48	1.881	1.11121e-66	1000	1.881	0.001	GCA_056824585.1	Alepocephalus tenebrosus	Actinopteri	ITPR2	ITPR3	2	0	0
56	52	49	2523	48	1.865	1.68425e-71	1000	1.865	0.001	GCA_057876775.1	Echinorhinus cookei	Chondrichthyes	ITPR2	ITPR3	2	0	0
56	55	54	2608	49	1.867	4.59853e-70	1000	1.826	0.001	GCA_058224745.1	Acrocephalus arundinaceus	Aves	ITPR2	ITPR3	2	0	0
54	59	56	2550	50	2	3.36807e-69	1000	1.989	0.001	GCA_058707665.1	Platax teira	Actinopteri	ITPR2	ITPR3	2	0	0
54	58	55	2523	48	2.007	8.82854e-65	1000	1.97	0.001	GCA_965364685.1	Capros aper	Actinopteri	ITPR2	ITPR3	2	0	0
56	59	56	2550	50	2.069	2.00794e-68	1000	2.107	0.001	GCA_980438365.1	Acanthurus tractus	Actinopteri	ITPR2	ITPR3	2	0	0
54	59	56	2550	49	2.036	3.17117e-66	1000	2.033	0.001	GCA_984656905.1	Parequula melbournensis	Actinopteri	ITPR2	ITPR3	2	0	0
56	57	56	2616	51	1.958	1.01556e-72	1000	2.009	0.001	GCA_987193245.1	Pontoporia blainvillei	Mammalia	ITPR2	ITPR3	2	0	0
56	57	56	2616	51	1.958	1.01556e-72	1000	1.969	0.001	GCF_000001405.40	Homo sapiens	Mammalia	ITPR2	ITPR3	2	0	0
56	57	56	2615	51	1.959	1.03552e-72	1000	1.93	0.001	GCF_000001635.27	Mus musculus	Mammalia	ITPR2	ITPR3	2	0	0
55	57	56	2599	49	1.963	8.63585e-68	1000	1.979	0.001	GCF_000004195.4	Xenopus tropicalis	Amphibia	ITPR2	ITPR3	2	0	0
56	55	54	2578	49	1.915	1.1641e-69	1000	1.953	0.001	GCF_001715985.3	Manacus vitellinus	Aves	ITPR2	ITPR3	2	0	0
56	57	56	2615	51	1.959	1.03552e-72	1000	2.016	0.001	GCF_003668045.3	Cricetulus griseus	Mammalia	ITPR2	ITPR3	2	0	0
56	55	54	2568	48	1.876	7.3659e-68	1000	1.841	0.001	GCF_003957555.1	Calypte anna	Aves	ITPR2	ITPR3	2	0	0
56	57	56	2616	51	1.958	1.01556e-72	1000	2.012	0.001	GCF_004115215.2	Ornithorhynchus anatinus	Mammalia	ITPR2	ITPR3	2	0	0
56	52	51	2524	48	1.92	4.95886e-69	1000	1.895	0.001	GCF_009764475.1	Pristis pectinata	Chondrichthyes	ITPR2	ITPR3	2	0	0
56	57	56	2607	51	1.965	1.21024e-72	1000	1.922	0.001	GCF_009769465.1	Tauraco erythrolophus	Aves	ITPR2	ITPR3	2	0	0
56	57	54	2550	51	2.012	6.40651e-73	1000	1.997	0.001	GCF_011004845.1	Esox lucius	Actinopteri	ITPR2	ITPR3	2	0	0
56	57	56	2607	51	1.965	1.21024e-72	1000	1.931	0.001	GCF_011004875.1	Balearica regulorum gibbericeps	Aves	ITPR2	ITPR3	2	0	0
55	57	54	2550	50	1.969	6.40942e-71	1000	1.878	0.001	GCF_013368585.1	Megalops cyprinoides	Actinopteri	ITPR2	ITPR3	2	0	0
56	57	56	2607	51	1.965	1.21024e-72	1000	1.947	0.001	GCF_013368605.1	Nyctibius grandis	Aves	ITPR2	ITPR3	2	0	0
56	56	55	2608	50	1.916	2.33664e-71	1000	1.914	0.001	GCF_014839835.1	Dryobates pubescens	Aves	ITPR2	ITPR3	2	0	0
56	57	56	2607	51	1.965	1.21024e-72	1000	1.934	0.001	GCF_016699485.2	Gallus gallus	Aves	ITPR2	ITPR3	2	0	0
53	59	56	2550	49	1.964	3.46524e-67	1000	2.058	0.001	GCF_016859285.1	Xiphias gladius	Actinopteri	ITPR2	ITPR3	2	0	0
56	52	50	2523	47	1.875	1.3403e-67	1000	1.813	0.001	GCF_017639515.1	Carcharodon carcharias	Chondrichthyes	ITPR2	ITPR3	2	0	0
55	55	53	2576	49	1.947	1.12182e-69	1000	1.93	0.001	GCF_017654505.1	Polyodon spathula	Actinopteri	ITPR2	ITPR3	2	0	0
56	57	56	2607	51	1.965	1.21024e-72	1000	1.96	0.001	GCF_017976375.1	Cuculus canorus	Aves	ITPR2	ITPR3	2	0	0
56	57	56	2607	50	1.927	1.13917e-70	1000	1.943	0.001	GCF_018139145.2	Gymnogyps californianus	Aves	ITPR2	ITPR3	2	0	0
54	58	55	2550	47	1.913	2.45659e-63	1000	1.965	0.001	GCF_018320785.1	Cheilinus undulatus	Actinopteri	ITPR2	ITPR3	2	0	0
56	57	56	2607	51	1.965	1.21024e-72	1000	2.039	0.001	GCF_018691265.1	Tyto alba	Aves	ITPR2	ITPR3	2	0	0
54	53	51	2493	46	1.971	2.45828e-63	1000	1.944	0.001	GCF_018977255.1	Callorhinchus milii	Chondrichthyes	ITPR2	ITPR3	2	0	0
57	57	55	2607	51	2.043	7.28737e-73	1000	2.092	0.001	GCF_019279795.1	Protopterus annectens	Dipnoi	ITPR2	ITPR3	2	0	0
56	57	56	2616	51	1.958	1.01556e-72	1000	1.92	0.001	GCF_019393635.1	Dromiciops gliroides	Mammalia	ITPR2	ITPR3	2	0	0
53	58	55	2550	49	1.984	1.72535e-67	1000	1.986	0.001	GCF_019740435.1	Gambusia affinis	Actinopteri	ITPR2	ITPR3	2	0	0
56	57	56	2616	51	1.958	1.01556e-72	1000	1.931	0.001	GCF_020171115.1	Neogale vison	Mammalia	ITPR2	ITPR3	2	0	0
56	57	56	2607	51	1.965	1.21024e-72	1000	1.959	0.001	GCF_020740795.1	Apus apus	Aves	ITPR2	ITPR3	2	0	0
